ID,SITE_NAME,iGRP,FuelRegion,TotalCap,LAT,LON,ORD,SOURCE_TYPE,STATE,OGSM_Region,CensusRegion
480,UP_14_6,-1,14,0,33.413,-85.032,6,GEN,GA,1,5
481,UP_14_7,-1,14,0,32.356,-81.168,7,GEN,GA,1,5
482,UP_14_8,-1,14,0,33.061,-83.808,8,GEN,GA,1,5
483,UP_14_9,-1,14,0,31.214,-81.545,9,GEN,GA,1,5
484,UP_14_10,-1,14,0,33.407,-85.039,10,GEN,GA,1,5
485,UP_14_11,-1,14,0,33.408,-85.04,11,GEN,GA,1,5
486,UP_14_12,-1,14,0,32.486,-83.604,12,GEN,GA,1,5
487,UP_14_13,-1,14,0,34.709,-84.918,13,GEN,GA,1,5
488,UP_14_14,-1,14,0,32.279,-81.284,14,GEN,GA,1,5
489,UP_14_15,-1,14,0,33.406,-85.038,15,GEN,GA,1,5
490,UP_14_16,-1,14,0,32.348,-81.182,16,GEN,GA,1,5
491,UP_15_1,-1,15,0,28.482,-81.168,1,GEN,FL,2,5
492,UP_15_2,-1,15,0,30.566,-87.224,2,GEN,FL,2,5
493,UP_15_3,-1,15,0,30.669,-84.887,3,GEN,FL,2,5
494,UP_15_4,-1,15,0,30.269,-85.7,4,GEN,FL,2,5
495,UP_15_5,-1,15,0,27.728,-81.989,5,GEN,FL,2,5
496,UP_15_6,-1,15,0,28.582,-82.431,6,GEN,FL,2,5
497,UP_15_7,-1,15,0,25.632,-80.299,7,GEN,FL,2,5
498,UP_15_8,-1,15,0,28.842,-81.326,8,GEN,FL,2,5
499,UP_15_9,-1,15,0,27.843,-82.645,9,GEN,FL,2,5
500,UP_15_10,-1,15,0,30.376,-83.181,10,GEN,FL,2,5
501,UP_15_11,-1,15,0,29.759,-82.388,11,GEN,FL,2,5
502,UP_15_12,-1,15,0,29.646,-82.321,12,GEN,FL,2,5
503,UP_15_13,-1,15,0,30.452,-84.4,13,GEN,FL,2,5
504,UP_15_14,-1,15,0,30.162,-84.201,14,GEN,FL,2,5
505,UP_15_15,-1,15,0,27.633,-80.378,15,GEN,FL,2,5
506,UP_15_16,-1,15,0,28.493,-80.783,16,GEN,FL,2,5
507,UP_15_17,-1,15,0,26.697,-81.783,17,GEN,FL,2,5
508,UP_15_18,-1,15,0,26.068,-80.198,18,GEN,FL,2,5
509,UP_15_19,-1,15,0,25.436,-80.331,19,GEN,FL,2,5
510,UP_15_20,-1,15,0,27.861,-82.601,20,GEN,FL,2,5
511,UP_15_21,-1,15,0,28.289,-81.408,21,GEN,FL,2,5
512,UP_15_22,-1,15,0,26.613,-80.068,22,GEN,FL,2,5
513,UP_15_23,-1,15,0,28.08,-81.923,23,GEN,FL,2,5
514,UP_15_24,-1,15,0,27.606,-82.346,24,GEN,FL,2,5
515,UP_15_25,-1,15,0,27.054,-80.563,25,GEN,FL,2,5
516,UP_15_26,-1,15,0,29.629,-81.585,26,GEN,FL,2,5
517,UP_15_27,-1,15,0,28.276,-81.533,27,GEN,FL,2,5
518,UP_15_28,-1,15,0,28.426,-81.581,28,GEN,FL,2,5
519,UP_15_29,-1,15,0,27.788,-81.87,29,GEN,FL,2,5
520,UP_15_30,-1,15,0,27.642,-81.963,30,GEN,FL,2,5
521,UP_15_31,-1,15,0,27.746,-81.851,31,GEN,FL,2,5
522,UP_15_32,-1,15,0,30.321,-81.949,32,GEN,FL,2,5
523,UP_15_33,-1,15,0,27.907,-82.423,33,GEN,FL,2,5
524,UP_15_34,-1,15,0,27.636,-81.963,34,GEN,FL,2,5
525,UP_15_35,-1,15,0,27.871,-81.825,35,GEN,FL,2,5
526,UP_15_36,-1,15,0,28.916,-81.676,36,GEN,FL,2,5
527,UP_15_37,-1,15,0,28.374,-82.167,37,GEN,FL,2,5
528,UP_15_38,-1,15,0,27.849,-81.878,38,GEN,FL,2,5
529,UP_15_39,-1,15,0,28.442,-81.412,39,GEN,FL,2,5
530,UP_15_40,-1,15,0,28.054,-81.806,40,GEN,FL,2,5
531,UP_15_41,-1,15,0,30.566,-87.115,41,GEN,FL,2,5
532,UP_15_42,-1,15,0,28.053,-81.808,42,GEN,FL,2,5
533,UP_15_43,-1,15,0,28.488,-81.168,43,GEN,FL,2,5
534,UP_15_44,-1,15,0,27.384,-80.378,44,GEN,FL,2,5
535,UP_16_1,-1,16,0,37.791,-84.715,1,GEN,KY,1,6
536,UP_16_2,-1,16,0,37.364,-87.121,2,GEN,KY,1,6
537,UP_16_3,-1,16,0,38.048,-84.848,3,GEN,KY,1,6
538,UP_16_4,-1,16,0,38.183,-85.889,4,GEN,KY,1,6
539,UP_16_5,-1,16,0,37.794,-87.061,5,GEN,KY,1,6
540,UP_16_6,-1,16,0,37.152,-88.775,6,GEN,KY,1,6
541,UP_16_7,-1,16,0,37.963,-86.791,7,GEN,KY,1,6
542,UP_16_8,-1,16,0,37.647,-87.503,8,GEN,KY,1,6
543,UP_16_9,-1,16,0,37.646,-87.502,9,GEN,KY,1,6
544,UP_16_10,-1,16,0,36.998,-84.592,10,GEN,KY,1,6
545,UP_16_11,-1,16,0,37.881,-84.262,11,GEN,KY,1,6
546,UP_16_12,-1,16,0,38.904,-84.851,12,GEN,KY,1,6
547,UP_16_13,-1,16,0,38.584,-85.412,13,GEN,KY,1,6
548,UP_16_14,-1,16,0,36.377,-82.964,14,GEN,TN,1,6
549,UP_16_15,-1,16,0,36.028,-87.986,15,GEN,TN,1,6
550,UP_16_16,-1,16,0,35.899,-84.519,16,GEN,TN,1,6
551,UP_16_17,-1,16,0,35.611,-84.781,17,GEN,TN,1,6
552,UP_16_18,-1,16,0,35.658,-89.396,18,GEN,TN,1,6
553,UP_17_1,-1,17,0,34.883,-85.755,1,GEN,AL,2,6
554,UP_17_2,-1,17,0,31.486,-87.911,2,GEN,AL,2,6
555,UP_17_3,-1,17,0,31.007,-88.01,3,GEN,AL,2,6
556,UP_17_4,-1,17,0,34.013,-85.971,4,GEN,AL,2,6
557,UP_17_5,-1,17,0,33.644,-87.197,5,GEN,AL,2,6
558,UP_17_6,-1,17,0,32.602,-87.781,6,GEN,AL,2,6
559,UP_17_7,-1,17,0,33.244,-86.457,7,GEN,AL,2,6
560,UP_17_8,-1,17,0,34.744,-87.849,8,GEN,AL,2,6
561,UP_17_9,-1,17,0,33.632,-87.06,9,GEN,AL,2,6
562,UP_17_10,-1,17,0,30.732,-88.077,10,GEN,AL,2,6
563,UP_17_11,-1,17,0,32.669,-86.72,11,GEN,AL,2,6
564,UP_17_12,-1,17,0,31.4,-86.477,12,GEN,AL,2,6
565,UP_17_13,-1,17,0,31.25,-88.016,13,GEN,AL,2,6
566,UP_17_14,-1,17,0,32.31,-86.524,14,GEN,AL,2,6
567,UP_17_15,-1,17,0,32.608,-85.098,15,GEN,AL,2,6
568,UP_17_16,-1,17,0,30.525,-88.129,16,GEN,AL,2,6
569,UP_17_17,-1,17,0,32.381,-86.574,17,GEN,AL,2,6
570,UP_17_18,-1,17,0,30.748,-88.058,18,GEN,AL,2,6
571,UP_17_19,-1,17,0,32.651,-86.738,19,GEN,AL,2,6
572,UP_17_20,-1,17,0,34.629,-87.021,20,GEN,AL,2,6
573,UP_17_21,-1,17,0,34.64,-87.064,21,GEN,AL,2,6
574,UP_17_22,-1,17,0,32.65,-86.74,22,GEN,AL,2,6
575,UP_17_23,-1,17,0,31.218,-89.394,23,GEN,MS,2,6
576,UP_17_24,-1,17,0,32.655,-88.762,24,GEN,MS,2,6
577,UP_17_25,-1,17,0,31.329,-89.268,25,GEN,MS,2,6
578,UP_17_26,-1,17,0,32.293,-88.746,26,GEN,MS,2,6
579,UP_17_27,-1,17,0,30.439,-89.029,27,GEN,MS,2,6
580,UP_17_28,-1,17,0,33.795,-90.714,28,GEN,MS,2,6
581,UP_17_29,-1,17,0,31.599,-91.346,29,GEN,MS,2,6
582,UP_17_30,-1,17,0,32.357,-90.213,30,GEN,MS,2,6
583,UP_17_31,-1,17,0,33.515,-90.207,31,GEN,MS,2,6
584,UP_17_32,-1,17,0,33.306,-90.11,32,GEN,MS,2,6
585,UP_17_33,-1,17,0,31.528,-89.3,33,GEN,MS,2,6
586,UP_17_34,-1,17,0,34.205,-90.578,34,GEN,MS,2,6
587,UP_17_35,-1,17,0,32.846,-90.421,35,GEN,MS,2,6
588,UP_17_36,-1,17,0,30.532,-88.555,36,GEN,MS,2,6
589,UP_17_37,-1,17,0,34.335,-89.927,37,GEN,MS,2,6
590,UP_17_38,-1,17,0,33.646,-88.272,38,GEN,MS,2,6
591,UP_17_39,-1,17,0,32.378,-90.217,39,GEN,MS,2,6
592,UP_17_40,-1,17,0,33.015,-89.675,40,GEN,MS,2,6
593,UP_17_41,-1,17,0,34.994,-90.038,41,GEN,MS,2,6
594,UP_17_42,-1,17,0,34.835,-89.203,42,GEN,MS,2,6
595,UP_17_43,-1,17,0,33.288,-89.42,43,GEN,MS,2,6
596,UP_18_1,-1,18,0,34.423,-92.141,1,GEN,AR,3,7
597,UP_18_2,-1,18,0,35.678,-91.409,2,GEN,AR,3,7
598,UP_18_3,-1,18,0,35.664,-89.949,3,GEN,AR,3,7
599,UP_18_4,-1,18,0,35.26,-91.363,4,GEN,AR,3,7
600,UP_18_5,-1,18,0,33.565,-92.792,5,GEN,AR,3,7
601,UP_18_6,-1,18,0,34.753,-92.199,6,GEN,AR,3,7
602,UP_18_7,-1,18,0,34.981,-90.872,7,GEN,AR,3,7
603,UP_18_8,-1,18,0,33.359,-93.465,8,GEN,AR,3,7
604,UP_18_9,-1,18,0,34.434,-92.905,9,GEN,AR,3,7
605,UP_18_10,-1,18,0,35.462,-93.805,10,GEN,AR,3,7
606,UP_18_11,-1,18,0,34.218,-91.903,11,GEN,AR,3,7
607,UP_18_12,-1,18,0,34.592,-92.216,12,GEN,AR,3,7
608,UP_18_13,-1,18,0,35.862,-90.025,13,GEN,AR,3,7
609,UP_18_14,-1,18,0,33.296,-92.593,14,GEN,AR,3,7
610,UP_18_15,-1,18,0,34.298,-92.868,15,GEN,AR,3,7
611,UP_18_16,-1,18,0,31.395,-92.717,16,GEN,LA,2,7
612,UP_18_17,-1,18,0,30.284,-93.291,17,GEN,LA,2,7
613,UP_18_18,-1,18,0,30.274,-91.116,18,GEN,LA,2,7
614,UP_18_19,-1,18,0,30.373,-91.908,19,GEN,LA,2,7
615,UP_18_20,-1,18,0,29.947,-90.146,20,GEN,LA,2,7
616,UP_18_21,-1,18,0,29.967,-90.093,21,GEN,LA,2,7
617,UP_18_22,-1,18,0,30.008,-89.937,22,GEN,LA,2,7
618,UP_18_23,-1,18,0,32.518,-93.761,23,GEN,LA,2,7
619,UP_18_24,-1,18,0,32.704,-93.959,24,GEN,LA,2,7
620,UP_18_25,-1,18,0,29.581,-90.723,25,GEN,LA,2,7
621,UP_18_26,-1,18,0,30.238,-92.046,26,GEN,LA,2,7
622,UP_18_27,-1,18,0,32.604,-93.294,27,GEN,LA,2,7
623,UP_18_28,-1,18,0,32.523,-92.179,28,GEN,LA,2,7
624,UP_18_29,-1,18,0,29.682,-91.177,29,GEN,LA,2,7
625,UP_18_30,-1,18,0,30.273,-91.257,30,GEN,LA,2,7
626,UP_18_31,-1,18,0,30.674,-91.356,31,GEN,LA,2,7
627,UP_18_32,-1,18,0,31.321,-92.461,32,GEN,LA,2,7
628,UP_18_33,-1,18,0,30.492,-91.186,33,GEN,LA,2,7
629,UP_18_34,-1,18,0,30.844,-92.261,34,GEN,LA,2,7
630,UP_18_35,-1,18,0,32.704,-92.079,35,GEN,LA,2,7
631,UP_18_36,-1,18,0,30.428,-92.411,36,GEN,LA,2,7
632,UP_18_37,-1,18,0,30.229,-91.065,37,GEN,LA,2,7
633,UP_18_38,-1,18,0,32.706,-92.068,38,GEN,LA,2,7
634,UP_18_39,-1,18,0,30.791,-89.909,39,GEN,LA,2,7
635,UP_18_40,-1,18,0,32.691,-92.018,40,GEN,LA,2,7
636,UP_18_41,-1,18,0,32.504,-93.749,41,GEN,LA,2,7
637,UP_18_42,-1,18,0,36.19,-95.289,42,GEN,OK,3,7
638,UP_18_43,-1,18,0,35.193,-94.646,43,GEN,OK,3,7
639,UP_18_44,-1,18,0,36.72,-97.086,44,GEN,OK,3,7
640,UP_18_45,-1,18,0,35.509,-97.179,45,GEN,OK,3,7
641,UP_18_46,-1,18,0,35.731,-95.376,46,GEN,OK,3,7
642,UP_18_47,-1,18,0,35.47,-97.675,47,GEN,OK,3,7
643,UP_18_48,-1,18,0,35.101,-98.352,48,GEN,OK,3,7
644,UP_18_49,-1,18,0,36.116,-95.991,49,GEN,OK,3,7
645,UP_18_50,-1,18,0,36.144,-97.068,50,GEN,OK,3,7
646,UP_18_51,-1,18,0,35.084,-98.23,51,GEN,OK,3,7
647,UP_18_52,-1,18,0,36.437,-99.225,52,GEN,OK,3,7
648,UP_18_53,-1,18,0,36.432,-95.701,53,GEN,OK,3,7
649,UP_18_54,-1,18,0,36.222,-95.277,54,GEN,OK,3,7
650,UP_18_55,-1,18,0,34.543,-98.324,55,GEN,OK,3,7
651,UP_18_56,-1,18,0,35.44,-97.65,56,GEN,OK,3,7
652,UP_18_57,-1,18,0,35.983,-95.934,57,GEN,OK,3,7
653,UP_18_58,-1,18,0,36.012,-95.697,58,GEN,OK,3,7
654,UP_18_59,-1,18,0,35.298,-97.59,59,GEN,OK,3,7
655,UP_18_60,-1,18,0,35.686,-97.226,60,GEN,OK,3,7
656,UP_18_61,-1,18,0,34.683,-95.935,61,GEN,OK,3,7
657,UP_18_62,-1,18,0,34.083,-99.175,62,GEN,TX,4,7
658,UP_18_63,-1,18,0,29.917,-96.751,63,GEN,TX,2,7
659,UP_18_64,-1,18,0,31.092,-96.695,64,GEN,TX,2,7
660,UP_18_65,-1,18,0,32.461,-94.485,65,GEN,TX,2,7
661,UP_18_66,-1,18,0,31.464,-96.958,66,GEN,TX,2,7
662,UP_18_67,-1,18,0,27.85,-97.617,67,GEN,TX,2,7
663,UP_18_68,-1,18,0,32.723,-96.936,68,GEN,TX,2,7
664,UP_18_69,-1,18,0,32.951,-96.975,69,GEN,TX,4,7
665,UP_18_70,-1,18,0,31.986,-106.432,70,GEN,TX,2,7
666,UP_18_71,-1,18,0,29.727,-95.06,71,GEN,TX,2,7
667,UP_18_72,-1,18,0,29.483,-95.631,72,GEN,TX,2,7
668,UP_18_73,-1,18,0,32.376,-94.641,73,GEN,TX,2,7
669,UP_18_74,-1,18,0,32.922,-94.716,74,GEN,TX,2,7
670,UP_18_75,-1,18,0,32.848,-94.548,75,GEN,TX,4,7
671,UP_18_76,-1,18,0,35.967,-101.865,76,GEN,TX,3,7
672,UP_18_77,-1,18,0,35.283,-101.746,77,GEN,TX,3,7
673,UP_18_78,-1,18,0,34.166,-102.411,78,GEN,TX,4,7
674,UP_18_79,-1,18,0,32.906,-97.479,79,GEN,TX,2,7
675,UP_18_80,-1,18,0,32.728,-97.219,80,GEN,TX,2,7
676,UP_18_81,-1,18,0,32.336,-100.916,81,GEN,TX,4,7
677,UP_18_82,-1,18,0,31.584,-102.963,82,GEN,TX,2,7
678,UP_18_83,-1,18,0,33.203,-96.811,83,GEN,TX,2,7
679,UP_18_84,-1,18,0,31.465,-96.985,84,GEN,TX,2,7
680,UP_18_85,-1,18,0,31.938,-94.988,85,GEN,TX,4,7
681,UP_18_86,-1,18,0,33.628,-96.368,86,GEN,TX,2,7
682,UP_18_87,-1,18,0,25.913,-97.521,87,GEN,TX,2,7
683,UP_18_88,-1,18,0,30.644,-96.373,88,GEN,TX,2,7
684,UP_18_89,-1,18,0,32.913,-96.623,89,GEN,TX,4,7
685,UP_18_90,-1,18,0,33.067,-96.453,90,GEN,TX,4,7
686,UP_18_91,-1,18,0,30.146,-97.271,91,GEN,TX,2,7
687,UP_18_92,-1,18,0,33.521,-101.791,92,GEN,TX,2,7
688,UP_18_93,-1,18,0,33.604,-101.841,93,GEN,TX,4,7
689,UP_18_94,-1,18,0,29.353,-98.576,94,GEN,TX,2,7
690,UP_18_95,-1,18,0,29.53,-98.418,95,GEN,TX,2,7
691,UP_18_96,-1,18,0,32.778,-97.696,96,GEN,TX,2,7
692,UP_18_97,-1,18,0,32.658,-98.31,97,GEN,TX,2,7
693,UP_18_98,-1,18,0,28.928,-99.092,98,GEN,TX,2,7
694,UP_18_99,-1,18,0,33.171,-96.126,99,GEN,TX,2,7
695,UP_18_100,-1,18,0,33.198,-97.106,100,GEN,TX,2,7
696,UP_18_101,-1,18,0,30.722,-96.461,101,GEN,TX,2,7
697,UP_18_102,-1,18,0,35.424,-100.841,102,GEN,TX,3,7
698,UP_18_103,-1,18,0,29.716,-95.227,103,GEN,TX,2,7
699,UP_18_104,-1,18,0,27.817,-97.417,104,GEN,TX,4,7
700,UP_18_105,-1,18,0,28.788,-97.01,105,GEN,TX,4,7
701,UP_18_106,-1,18,0,29.942,-95.531,106,GEN,TX,4,7
702,UP_18_107,-1,18,0,28.894,-97.135,107,GEN,TX,2,7
703,UP_18_108,-1,18,0,27.606,-97.312,108,GEN,TX,2,7
704,UP_18_109,-1,18,0,29.257,-98.383,109,GEN,TX,4,7
705,UP_18_110,-1,18,0,30.21,-97.613,110,GEN,TX,2,7
706,UP_18_111,-1,18,0,29.625,-95.067,111,GEN,TX,2,7
707,UP_18_112,-1,18,0,33.697,-95.558,112,GEN,TX,2,7
708,UP_18_113,-1,18,0,33.863,-98.589,113,GEN,TX,2,7
709,UP_18_114,-1,18,0,32.493,-100.363,114,GEN,TX,2,7
710,UP_18_115,-1,18,0,29.816,-95.108,115,GEN,TX,4,7
711,UP_18_116,-1,18,0,29.378,-94.943,116,GEN,TX,2,7
712,UP_18_117,-1,18,0,32.272,-101.422,117,GEN,TX,2,7
713,UP_18_118,-1,18,0,28.945,-95.315,118,GEN,TX,2,7
714,UP_18_119,-1,18,0,32.399,-97.408,119,GEN,TX,2,7
715,UP_18_120,-1,18,0,29.723,-95.177,120,GEN,TX,2,7
716,UP_18_121,-1,18,0,30.592,-95.918,121,GEN,TX,2,7
717,UP_18_122,-1,18,0,32.973,-102.742,122,GEN,TX,2,7
718,UP_18_123,-1,18,0,27.888,-97.257,123,GEN,TX,2,7
719,UP_18_124,-1,18,0,33.631,-95.59,124,GEN,TX,2,7
720,UP_18_125,-1,18,0,26.208,-98.399,125,GEN,TX,2,7
721,UP_18_126,-1,18,0,30.044,-93.771,126,GEN,TX,2,7
722,UP_18_127,-1,18,0,30.055,-93.757,127,GEN,TX,2,7
723,UP_18_128,-1,18,0,32.016,-94.619,128,GEN,TX,2,7
724,UP_18_129,-1,18,0,29.593,-97.973,129,GEN,TX,2,7
725,UP_18_130,-1,18,0,29.624,-98.142,130,GEN,TX,4,7
726,UP_18_131,-1,18,0,30.148,-97.271,131,GEN,TX,2,7
727,UP_18_132,-1,18,0,30.146,-97.55,132,GEN,TX,2,7
728,UP_18_133,-1,18,0,31.859,-97.359,133,GEN,TX,2,7
729,UP_18_134,-1,18,0,32.448,-94.69,134,GEN,TX,2,7
730,UP_18_135,-1,18,0,29.835,-95.128,135,GEN,TX,2,7
731,UP_18_136,-1,18,0,27.814,-97.428,136,GEN,TX,2,7
732,UP_18_137,-1,18,0,31.84,-102.326,137,GEN,TX,2,7
733,UP_18_138,-1,18,0,32.32,-96.675,138,GEN,TX,2,7
734,UP_18_139,-1,18,0,31.891,-96.113,139,GEN,TX,2,7
735,UP_18_140,-1,18,0,33.101,-97.957,140,GEN,TX,2,7
736,UP_18_141,-1,18,0,29.719,-95.232,141,GEN,TX,2,7
737,UP_18_142,-1,18,0,29.773,-94.902,142,GEN,TX,2,7
738,UP_18_143,-1,18,0,29.473,-95.624,143,GEN,TX,2,7
739,UP_18_144,-1,18,0,30.259,-93.735,144,GEN,TX,2,7
740,UP_18_145,-1,18,0,29.715,-95.136,145,GEN,TX,2,7
741,UP_18_146,-1,18,0,32.756,-96.491,146,GEN,TX,2,7
742,UP_18_147,-1,18,0,26.342,-98.176,147,GEN,TX,2,7
743,UP_18_148,-1,18,0,32.396,-94.437,148,GEN,TX,2,7
744,UP_18_149,-1,18,0,31.841,-102.315,149,GEN,TX,4,7
745,UP_18_150,-1,18,0,29.288,-96.068,150,GEN,TX,2,7
746,UP_18_151,-1,18,0,29.748,-94.927,151,GEN,TX,2,7
747,UP_19_1,-1,19,0,45.776,-108.481,1,GEN,MT,7,8
748,UP_19_2,-1,19,0,45.883,-106.614,2,GEN,MT,7,8
749,UP_19_3,-1,19,0,47.678,-104.156,3,GEN,MT,7,8
750,UP_19_4,-1,19,0,45.975,-106.654,4,GEN,MT,7,8
751,UP_19_5,-1,19,0,45.758,-107.6,5,GEN,MT,7,8
752,UP_19_6,-1,19,0,45.812,-108.428,6,GEN,MT,7,8
753,UP_19_7,-1,19,0,48.214,-104.398,7,GEN,MT,7,8
754,UP_19_8,-1,19,0,42.953,-115.294,8,GEN,ID,5,8
755,UP_19_9,-1,19,0,42.606,-113.684,9,GEN,ID,5,8
756,UP_19_10,-1,19,0,47.786,-116.92,10,GEN,ID,5,8
757,UP_19_11,-1,19,0,43.904,-116.82,11,GEN,ID,5,8
758,UP_19_12,-1,19,0,44.287,-105.388,12,GEN,WY,5,8
759,UP_19_13,-1,19,0,43.97,-104.411,13,GEN,WY,5,8
760,UP_19_14,-1,19,0,42.838,-105.777,14,GEN,WY,5,8
761,UP_19_15,-1,19,0,41.758,-110.598,15,GEN,WY,5,8
762,UP_19_16,-1,19,0,44.289,-105.385,16,GEN,WY,5,8
763,UP_19_17,-1,19,0,42.109,-104.883,17,GEN,WY,5,8
764,UP_19_18,-1,19,0,44.286,-105.383,18,GEN,WY,5,8
765,UP_19_19,-1,19,0,41.738,-108.788,19,GEN,WY,5,8
766,UP_19_20,-1,19,0,44.292,-105.381,20,GEN,WY,5,8
767,UP_19_21,-1,19,0,44.389,-105.461,21,GEN,WY,5,8
768,UP_19_22,-1,19,0,42.063,-104.184,22,GEN,WY,5,8
769,UP_20_1,-1,20,0,37.177,-104.489,1,GEN,CO,5,8
770,UP_20_2,-1,20,0,40.486,-107.185,2,GEN,CO,5,8
771,UP_20_3,-1,20,0,38.238,-108.507,3,GEN,CO,5,8
772,UP_20_4,-1,20,0,38.434,-105.25,4,GEN,CO,5,8
773,UP_20_5,-1,20,0,39.67,-105.003,5,GEN,CO,5,8
774,UP_20_6,-1,20,0,39.106,-108.366,6,GEN,CO,5,8
775,UP_20_7,-1,20,0,39.807,-104.964,7,GEN,CO,5,8
776,UP_20_8,-1,20,0,38.208,-104.574,8,GEN,CO,5,8
777,UP_20_9,-1,20,0,40.019,-105.202,9,GEN,CO,5,8
778,UP_20_10,-1,20,0,38.824,-104.833,10,GEN,CO,5,8
779,UP_20_11,-1,20,0,38.092,-102.615,11,GEN,CO,5,8
780,UP_20_12,-1,20,0,40.463,-107.591,12,GEN,CO,5,8
781,UP_20_13,-1,20,0,39.761,-105.215,13,GEN,CO,5,8
782,UP_20_14,-1,20,0,38.267,-104.614,14,GEN,CO,5,8
783,UP_20_15,-1,20,0,39.736,-105.019,15,GEN,CO,5,8
784,UP_20_16,-1,20,0,39.737,-105.017,16,GEN,CO,5,8
785,UP_20_17,-1,20,0,38.881,-104.817,17,GEN,CO,5,8
786,UP_20_18,-1,20,0,40.246,-104.874,18,GEN,CO,5,8
787,UP_20_19,-1,20,0,40.241,-103.631,19,GEN,CO,5,8
788,UP_20_20,-1,20,0,39.517,-107.73,20,GEN,CO,5,8
789,UP_20_21,-1,20,0,40.409,-104.684,21,GEN,CO,5,8
790,UP_20_22,-1,20,0,40.099,-104.774,22,GEN,CO,5,8
791,UP_20_23,-1,20,0,39.669,-105.002,23,GEN,CO,5,8
792,UP_20_24,-1,20,0,38.628,-104.707,24,GEN,CO,5,8
793,UP_20_25,-1,20,0,40.091,-104.595,25,GEN,CO,5,8
794,UP_20_26,-1,20,0,38.321,-104.526,26,GEN,CO,5,8
795,UP_20_27,-1,20,0,40.993,-103.192,27,GEN,CO,5,8
796,UP_20_28,-1,20,0,36.657,-114.633,28,GEN,NV,5,8
797,UP_20_29,-1,20,0,35.146,-114.592,29,GEN,NV,5,8
798,UP_20_30,-1,20,0,40.881,-117.151,30,GEN,NV,5,8
799,UP_20_31,-1,20,0,36.138,-115.036,31,GEN,NV,5,8
800,UP_20_32,-1,20,0,39.128,-117.132,32,GEN,NV,5,8
801,UP_20_33,-1,20,0,39.563,-117.525,33,GEN,NV,5,8
802,UP_20_34,-1,20,0,35.809,-115.411,34,GEN,NV,5,8
803,UP_20_35,-1,20,0,36.088,-115.051,35,GEN,NV,5,8
804,UP_20_36,-1,20,0,36.43,-114.902,36,GEN,NV,5,8
805,UP_20_37,-1,20,0,36.232,-115.122,37,GEN,NV,5,8
806,UP_20_38,-1,20,0,36.042,-115.012,38,GEN,NV,5,8
807,UP_20_39,-1,20,0,36.225,-114.878,39,GEN,NV,5,8
808,UP_20_40,-1,20,0,36.343,-114.921,40,GEN,NV,5,8
809,UP_20_41,-1,20,0,35.787,-114.993,41,GEN,NV,5,8
810,UP_20_42,-1,20,0,36.384,-114.922,42,GEN,NV,5,8
811,UP_20_43,-1,20,0,36.416,-114.961,43,GEN,NV,5,8
812,UP_20_44,-1,20,0,35.614,-115.356,44,GEN,NV,5,8
813,UP_20_45,-1,20,0,36.408,-114.961,45,GEN,NV,5,8
814,UP_20_46,-1,20,0,36.232,-115.124,46,GEN,NV,5,8
815,UP_20_47,-1,20,0,39.727,-110.864,47,GEN,UT,5,8
816,UP_20_48,-1,20,0,39.175,-111.029,48,GEN,UT,5,8
817,UP_20_49,-1,20,0,40.086,-109.284,49,GEN,UT,5,8
818,UP_20_50,-1,20,0,39.547,-110.392,50,GEN,UT,5,8
819,UP_20_51,-1,20,0,40.769,-111.929,51,GEN,UT,5,8
820,UP_20_52,-1,20,0,40.243,-111.665,52,GEN,UT,5,8
821,UP_20_53,-1,20,0,39.824,-111.9,53,GEN,UT,5,8
822,UP_20_54,-1,20,0,40.061,-111.729,54,GEN,UT,5,8
823,UP_20_55,-1,20,0,40.331,-111.754,55,GEN,UT,5,8
824,UP_21_1,-1,21,0,34.939,-110.303,1,GEN,AZ,5,8
825,UP_21_2,-1,21,0,32.16,-110.904,2,GEN,AZ,5,8
826,UP_21_3,-1,21,0,36.905,-111.389,3,GEN,AZ,5,8
827,UP_21_4,-1,21,0,34.319,-109.164,4,GEN,AZ,5,8
828,UP_21_5,-1,21,0,33.423,-111.912,5,GEN,AZ,5,8
829,UP_21_6,-1,21,0,33.556,-112.215,6,GEN,AZ,5,8
830,UP_21_7,-1,21,0,33.44,-111.944,7,GEN,AZ,5,8
831,UP_21_8,-1,21,0,33.356,-111.935,8,GEN,AZ,5,8
832,UP_21_9,-1,21,0,32.552,-111.3,9,GEN,AZ,5,8
833,UP_21_10,-1,21,0,32.721,-114.711,10,GEN,AZ,5,8
834,UP_21_11,-1,21,0,33.442,-112.158,11,GEN,AZ,5,8
835,UP_21_12,-1,21,0,32.06,-109.893,12,GEN,AZ,5,8
836,UP_21_13,-1,21,0,33.333,-111.75,13,GEN,AZ,5,8
837,UP_21_14,-1,21,0,32.71,-114.654,14,GEN,AZ,5,8
838,UP_21_15,-1,21,0,35.054,-114.133,15,GEN,AZ,5,8
839,UP_21_16,-1,21,0,32.904,-111.789,16,GEN,AZ,5,8
840,UP_21_17,-1,21,0,34.868,-114.532,17,GEN,AZ,5,8
841,UP_21_18,-1,21,0,33.342,-112.89,18,GEN,AZ,5,8
842,UP_21_19,-1,21,0,32.975,-112.694,19,GEN,AZ,5,8
843,UP_21_20,-1,21,0,33.474,-113.573,20,GEN,AZ,5,8
844,UP_21_21,-1,21,0,33.334,-112.841,21,GEN,AZ,5,8
845,UP_21_22,-1,21,0,33.348,-112.851,22,GEN,AZ,5,8
