"Start Name","End Name","Start Point","End Point","Distance","Route"
"N_54","N_81","POINT (-102.5540541 37.84864865)","POINT (-103.5238095 41.39047619)","251.85723933213913","MULTILINESTRING ((-102.5540541 37.84864872612075, -102.64682680825267 38.20304440656006), (-102.64682680825267 38.20304440656006, -102.74049783029685 38.55735817483977), (-102.74049783029685 38.55735817483977, -102.83508009242139 38.91160268215724), (-102.83508009242139 38.91160268215724, -102.93058676641813 39.265790752921774), (-102.93058676641813 39.265790752921774, -103.027031275345 39.619935393468765), (-103.027031275345 39.619935393468765, -103.12442729944932 39.97404980111559), (-103.12442729944932 39.97404980111559, -103.22278878225625 40.32814737357929), (-103.22278878225625 40.32814737357929, -103.3221299368284 40.68224171877806), (-103.3221299368284 40.68224171877806, -103.42246525220114 41.03634666503868), (-103.42246525220114 41.03634666503868, -103.52380950000001 41.390476271733725))"
"N_54","N_82","POINT (-102.5540541 37.84864865)","POINT (-100.3918919 39.86216216)","181.6630567736779","MULTILINESTRING ((-102.5540541 37.84864872612075, -102.34316729405175 38.05167353677269), (-102.34316729405175 38.05167353677269, -102.13111643608696 38.25432787708725), (-102.13111643608696 38.25432787708725, -101.91789399055374 38.45661127866823), (-101.91789399055374 38.45661127866823, -101.7034923855859 38.65852323910837), (-101.7034923855859 38.65852323910837, -101.48790401335373 38.860063221687106), (-101.48790401335373 38.860063221687106, -101.27112123043385 39.06123065506036), (-101.27112123043385 39.06123065506036, -101.05313635819851 39.26202493294203), (-101.05313635819851 39.26202493294203, -100.83394168322509 39.46244541377719), (-100.83394168322509 39.46244541377719, -100.61352945772606 39.662491420407086), (-100.61352945772606 39.662491420407086, -100.3918919 39.86216223972557))"
"N_54","N_36","POINT (-102.5540541 37.84864865)","POINT (-101.5 33.7625)","290.2157784999638","MULTILINESTRING ((-102.5540541 37.84864872612075, -102.44344026458153 37.44093521246775), (-102.44344026458153 37.44093521246775, -102.33403367602929 37.033069280634884), (-102.33403367602929 37.033069280634884, -102.22581496296921 36.62503258693939), (-102.22581496296921 36.62503258693939, -102.11876516007673 36.216807025867475), (-102.11876516007673 36.216807025867475, -102.01286569766062 35.808374715835406), (-102.01286569766062 35.808374715835406, -101.90809839156044 35.39971798548851), (-101.90809839156044 35.39971798548851, -101.80444543334649 34.99081936050655), (-101.80444543334649 34.99081936050655, -101.70188938081246 34.58166155088112), (-101.70188938081246 34.58166155088112, -101.60041314875063 34.17222743863705), (-101.60041314875063 34.17222743863705, -101.50000000000003 33.7625000659684))"
"N_54","N_38","POINT (-102.5540541 37.84864865)","POINT (-99.78947368 36.25263158)","187.7442243706237","MULTILINESTRING ((-102.5540541 37.84864872612075, -102.27226422363995 37.69195826826291), (-102.27226422363995 37.69195826826291, -101.99166664154026 37.534613386905754), (-101.99166664154026 37.534613386905754, -101.71225866403803 37.37661695515005), (-101.71225866403803 37.37661695515005, -101.43403754196157 37.21797180700568), (-101.43403754196157 37.21797180700568, -101.15700046806494 37.058680737385686), (-101.15700046806494 37.058680737385686, -100.881144578447 36.89874650210433), (-100.881144578447 36.89874650210433, -100.60646695395553 36.738171817881636), (-100.60646695395553 36.738171817881636, -100.33296462157564 36.57695936235157), (-100.33296462157564 36.57695936235157, -100.06063455580278 36.41511177407619), (-100.06063455580278 36.41511177407619, -99.78947368000001 36.25263165256293))"
"N_10","N_5","POINT (-111.0862069 45.30344828)","POINT (-109.7 47.68333333)","191.4378653813864","MULTILINESTRING ((-111.0862069 45.30344836374733, -111.29095085559871 45.63556661914832), (-111.29095085559871 45.63556661914832, -111.15682885664191 45.87385628721907), (-111.15682885664191 45.87385628721907, -111.02174248621138 46.11216736790482), (-111.02174248621138 46.11216736790482, -110.88568185749875 46.35050440336483), (-110.88568185749875 46.35050440336483, -110.40559434389714 46.49301576304918), (-110.40559434389714 46.49301576304918, -110.26651501131171 46.73100074363435), (-110.26651501131171 46.73100074363435, -110.12642638892875 46.969020247737056), (-110.12642638892875 46.969020247737056, -109.98531806571135 47.207078990764835), (-109.98531806571135 47.207078990764835, -109.84317949649301 47.44518175914687), (-109.84317949649301 47.44518175914687, -109.7 47.68333341269646))"
"N_10","N_17","POINT (-111.0862069 45.30344828)","POINT (-112.8181818 47.53333333)","189.01960987936073","MULTILINESTRING ((-111.0862069 45.30344836374733, -111.25420821006232 45.52677424601522), (-111.25420821006232 45.52677424601522, -111.42333626551853 45.75001829927806), (-111.42333626551853 45.75001829927806, -111.5936013575406 45.97318305668854), (-111.5936013575406 45.97318305668854, -111.76501388693951 46.19627107214171), (-111.76501388693951 46.19627107214171, -111.93758436531785 46.41928492104073), (-111.93758436531785 46.41928492104073, -112.11132341622904 46.64222720108255), (-112.11132341622904 46.64222720108255, -112.28624177634312 46.86510053306687), (-112.28624177634312 46.86510053306687, -112.13876939824397 47.20943595559616), (-112.13876939824397 47.20943595559616, -112.3153040136175 47.43268593080806), (-112.3153040136175 47.43268593080806, -112.81818180000003 47.533333412813114))"
"N_10","N_88","POINT (-111.0862069 45.30344828)","POINT (-108.2096774 44.90967742)","187.08402088977834","MULTILINESTRING ((-111.0862069 45.30344836374733, -110.79706417712205 45.266830667188536), (-110.79706417712205 45.266830667188536, -110.74454716374628 45.470684459523355), (-110.74454716374628 45.470684459523355, -110.40117792283974 45.637123099135025), (-110.40117792283974 45.637123099135025, -110.05609534748123 45.80275870961076), (-110.05609534748123 45.80275870961076, -109.76537294956354 45.76388168801252), (-109.76537294956354 45.76388168801252, -109.53157923100852 45.52091156104762), (-109.53157923100852 45.52091156104762, -109.24239370627751 45.48094197745315), (-109.24239370627751 45.48094197745315, -108.95355645658472 45.440358299413994), (-108.95355645658472 45.440358299413994, -108.72383698039732 45.196200766791264), (-108.72383698039732 45.196200766791264, -108.49578444616702 44.951799223347265), (-108.49578444616702 44.951799223347265, -108.20967740000002 44.90967750375482))"
"N_10","N_74","POINT (-111.0862069 45.30344828)","POINT (-112.8709677 43.42580645)","170.08024354460915","MULTILINESTRING ((-111.0862069 45.30344836374733, -111.26917401100025 45.11642607885216), (-111.26917401100025 45.11642607885216, -111.18722080630552 44.800490786655665), (-111.18722080630552 44.800490786655665, -111.36854800396318 44.61355175733669), (-111.36854800396318 44.61355175733669, -111.54887428284005 44.42644455576656), (-111.54887428284005 44.42644455576656, -111.99094562258347 44.3666964237029), (-111.99094562258347 44.3666964237029, -112.1688995927998 44.17885148250764), (-112.1688995927998 44.17885148250764, -112.34587192733474 43.99084053892479), (-112.34587192733474 43.99084053892479, -112.52186950891824 43.80266308138855), (-112.52186950891824 43.80266308138855, -112.69689917141586 43.61431858935642), (-112.69689917141586 43.61431858935642, -112.8709677 43.42580653335742))"
"N_10","N_27","POINT (-111.0862069 45.30344828)","POINT (-109.4677419 42.53870968)","242.21410737886922","MULTILINESTRING ((-111.0862069 45.30344836374733, -111.30825294793114 44.90837882826187), (-111.30825294793114 44.90837882826187, -111.14048197673222 44.63263444263071), (-111.14048197673222 44.63263444263071, -111.36002237014917 44.23807386220413), (-111.36002237014917 44.23807386220413, -111.19369061676947 43.962785463174626), (-111.19369061676947 43.962785463174626, -111.02869766140866 43.687435687210254), (-111.02869766140866 43.687435687210254, -110.86502838771416 43.41201889569389), (-110.86502838771416 43.41201889569389, -110.70266788949749 43.136529516009595), (-110.70266788949749 43.136529516009595, -110.16196426117324 42.97708251638363), (-110.16196426117324 42.97708251638363, -110.00342243840079 42.700922639906004), (-110.00342243840079 42.700922639906004, -109.4677419 42.53870976280105))"
"N_55","N_2","POINT (-94.77272727 38.56363636)","POINT (-93.63888889 35.78333333)","203.24537171544267","MULTILINESTRING ((-94.77272727000002 38.56363643751963, -94.65548468237212 38.286189951433265), (-94.65548468237212 38.286189951433265, -94.53912453419282 38.0086276150022), (-94.53912453419282 38.0086276150022, -94.42363724513253 37.730944153989824), (-94.42363724513253 37.730944153989824, -94.30901336774214 37.453134334398875), (-94.30901336774214 37.453134334398875, -94.1952435852595 37.175192960641986), (-94.1952435852595 37.175192960641986, -94.08231870945701 36.897114873758454), (-94.08231870945701 36.897114873758454, -93.97022967852911 36.618894949674335), (-93.97022967852911 36.618894949674335, -93.85896755501905 36.340528097505036), (-93.85896755501905 36.340528097505036, -93.7485235237844 36.06200925789744), (-93.7485235237844 36.06200925789744, -93.63888889 35.78333340141076))"
"N_55","N_50","POINT (-94.77272727 38.56363636)","POINT (-96.68571429 35.81428571)","218.0899435253873","MULTILINESTRING ((-94.77272727000002 38.56363643751963, -94.97045801588625 38.290176469923644), (-94.97045801588625 38.290176469923644, -95.16672119398417 38.01639619909766), (-95.16672119398417 38.01639619909766, -95.36153142676757 37.74229284966963), (-95.36153142676757 37.74229284966963, -95.55490316985625 37.467863626284355), (-95.55490316985625 37.467863626284355, -95.74685071382477 37.19310571323565), (-95.74685071382477 37.19310571323565, -95.93738818600342 36.91801627409417), (-95.93738818600342 36.91801627409417, -96.12652955227064 36.64259245133046), (-96.12652955227064 36.64259245133046, -96.31428861883674 36.36683136593483), (-96.31428861883674 36.36683136593483, -96.50067903401784 36.09073011703131), (-96.50067903401784 36.09073011703131, -96.68571429000002 35.814285781488095))"
"N_55","N_83","POINT (-94.77272727 38.56363636)","POINT (-91.65384615 38.32820513)","168.34178359721972","MULTILINESTRING ((-94.77272727000002 38.56363643751963, -94.4599768295553 38.543650468647634), (-94.4599768295553 38.543650468647634, -94.1474004987377 38.52287211640366), (-94.1474004987377 38.52287211640366, -93.8350048895334 38.50130205297985), (-93.8350048895334 38.50130205297985, -93.52279659066286 38.4789409748143), (-93.52279659066286 38.4789409748143, -93.21078216677564 38.45578960241833), (-93.21078216677564 38.45578960241833, -92.89896815765238 38.4318486801983), (-92.89896815765238 38.4318486801983, -92.58736107741507 38.40711897627123), (-92.58736107741507 38.40711897627123, -92.2759674137453 38.381601282276044), (-92.2759674137453 38.381601282276044, -91.96479362711068 38.35529641317884), (-91.96479362711068 38.35529641317884, -91.65384615 38.32820520707307))"
"N_55","N_34","POINT (-94.77272727 38.56363636)","POINT (-94.71428571 41.41428571)","198.4720335251638","MULTILINESTRING ((-94.77272727000002 38.56363643751963, -94.7670886963445 38.84857225738028), (-94.7670886963445 38.84857225738028, -94.76140587173202 39.133516830541424), (-94.76140587173202 39.133516830541424, -94.75567827323604 39.41847746069256), (-94.75567827323604 39.41847746069256, -94.74990536965863 39.70346154620423), (-94.74990536965863 39.70346154620423, -94.74408662136638 39.988476583720214), (-94.74408662136638 39.988476583720214, -94.73822148012216 40.27353017187087), (-94.73822148012216 40.27353017187087, -94.73230938891315 40.55863001511288), (-94.73230938891315 40.55863001511288, -94.72634978177443 40.843783927702226), (-94.72634978177443 40.843783927702226, -94.7203420836084 41.1289998378059), (-94.7203420836084 41.1289998378059, -94.71428571000001 41.4142857917597))"
"N_55","N_20","POINT (-94.77272727 38.56363636)","POINT (-97.64705882 38.87647059)","155.36327956785934","MULTILINESTRING ((-94.77272727000002 38.56363643751963, -95.05902268152452 38.597920511280336), (-95.05902268152452 38.597920511280336, -95.3455839796932 38.631540122551186), (-95.3455839796932 38.631540122551186, -95.63240631677496 38.66449436355372), (-95.63240631677496 38.66449436355372, -95.91948481718084 38.69678234171485), (-95.91948481718084 38.69678234171485, -96.2068145779091 38.728403179848975), (-96.2068145779091 38.728403179848975, -96.4943906689974 38.75935601633686), (-96.4943906689974 38.75935601633686, -96.78220813398221 38.78964000530267), (-96.78220813398221 38.78964000530267, -97.070261990365 38.81925431678767), (-97.070261990365 38.81925431678767, -97.35854723008518 38.84819813692167), (-97.35854723008518 38.84819813692167, -97.64705882 38.876470668091294))"
"N_11","N_51","POINT (-99.30882353 47.52352941)","POINT (-95.98809524 47.50952381)","156.41455320531625","MULTILINESTRING ((-99.30882353 47.523529492820565, -98.9767351727349 47.52571228491381), (-98.9767351727349 47.52571228491381, -98.64462863751581 47.52709877570301), (-98.64462863751581 47.52709877570301, -98.31251203501196 47.52768890281604), (-98.31251203501196 47.52768890281604, -97.9803934773679 47.527482639703145), (-97.9803934773679 47.527482639703145, -97.64828107701472 47.526479995644294), (-97.64828107701472 47.526479995644294, -97.31618294548109 47.52468101574656), (-97.31618294548109 47.52468101574656, -96.98410719220486 47.52208578093107), (-96.98410719220486 47.52208578093107, -96.65206192334512 47.518694407909344), (-96.65206192334512 47.518694407909344, -96.32005524059565 47.51450704914934), (-96.32005524059565 47.51450704914934, -95.98809524 47.50952389283106))"
"N_11","N_40","POINT (-99.30882353 47.52352941)","POINT (-98.38235294 44.93529412)","183.8335070289463","MULTILINESTRING ((-99.30882353 47.523529492820565, -99.21286795365913 47.264073794679675), (-99.21286795365913 47.264073794679675, -99.11767035563764 47.00477856166221), (-99.11767035563764 47.00477856166221, -99.02322197887449 46.74563605833), (-99.02322197887449 46.74563605833, -98.92951419768652 46.486638693143746), (-98.92951419768652 46.486638693143746, -98.83653851537346 46.22777901353114), (-98.83653851537346 46.22777901353114, -98.74428656187402 45.96904970114281), (-98.74428656187402 45.96904970114281, -98.65275009147122 45.710443567288216), (-98.65275009147122 45.710443567288216, -98.5619209805464 45.45195354854126), (-98.5619209805464 45.45195354854126, -98.47179122538026 45.19357270250912), (-98.47179122538026 45.19357270250912, -98.38235294000002 44.93529420375579))"
"N_11","N_73","POINT (-99.30882353 47.52352941)","POINT (-102.0571429 45.01428571)","217.48014153047882","MULTILINESTRING ((-99.30882353 47.523529492820565, -99.5931455133704 47.27427289653281), (-99.5931455133704 47.27427289653281, -99.87530698712716 47.02464522115994), (-99.87530698712716 47.02464522115994, -100.1553275655499 46.77464674463701), (-100.1553275655499 46.77464674463701, -100.43322671511258 46.524277683986796), (-100.43322671511258 46.524277683986796, -100.70902375358605 46.273538196391804), (-100.70902375358605 46.273538196391804, -100.98273784924137 46.02242838022679), (-100.98273784924137 46.02242838022679, -101.25438802015019 45.77094827605343), (-101.25438802015019 45.77094827605343, -101.52399313357775 45.51909786757764), (-101.52399313357775 45.51909786757764, -101.7915719054657 45.266877082571064), (-101.7915719054657 45.266877082571064, -102.05714290000002 45.01428579375753))"
"N_11","N_24","POINT (-99.30882353 47.52352941)","POINT (-102 47.7)","127.15364094097589","MULTILINESTRING ((-99.30882353 47.523529492820565, -99.5772598886277 47.54351911957506), (-99.5772598886277 47.54351911957506, -99.84585877274608 47.56298962810065), (-99.84585877274608 47.56298962810065, -100.11461603484088 47.58194044886519), (-100.11461603484088 47.58194044886519, -100.38352751237205 47.60037102643612), (-100.38352751237205 47.60037102643612, -100.65258902814323 47.61828081958392), (-100.65258902814323 47.61828081958392, -100.92179639067407 47.63566930138299), (-100.92179639067407 47.63566930138299, -101.19114539457651 47.65253595931078), (-101.19114539457651 47.65253595931078, -101.46063182093374 47.66888029534339), (-101.46063182093374 47.66888029534339, -101.73025143768278 47.68470182604991), (-101.73025143768278 47.68470182604991, -102 47.70000008268312))"
"N_12","N_7","POINT (-91.78571429 41.41428571)","POINT (-88.65277778 38.92222222)","238.9431974063059","MULTILINESTRING ((-91.78571429 41.4142857917597, -91.4625124007409 41.16845029456175), (-91.4625124007409 41.16845029456175, -91.1415550314739 40.921856394356), (-91.1415550314739 40.921856394356, -90.82282612807536 40.67450781061609), (-90.82282612807536 40.67450781061609, -90.50630965803694 40.4264081336497), (-90.50630965803694 40.4264081336497, -90.19198961430786 40.177560826222326), (-90.19198961430786 40.177560826222326, -89.8798500189938 39.92796922514608), (-89.8798500189938 39.92796922514608, -89.56987492691627 39.677636542832126), (-89.56987492691627 39.677636542832126, -89.2620484290351 39.42656586880779), (-89.2620484290351 39.42656586880779, -88.95635465573802 39.17476017119827), (-88.95635465573802 39.17476017119827, -88.65277778000001 38.922222298172805))"
"N_12","N_9","POINT (-91.78571429 41.41428571)","POINT (-91.62857143 44.31428571)","201.471157578056","MULTILINESTRING ((-91.78571429 41.4142857917597, -91.77058362596763 41.703782741406584), (-91.77058362596763 41.703782741406584, -91.75532756531267 41.99336735509875), (-91.75532756531267 41.99336735509875, -91.73994454349263 42.2830484150678), (-91.73994454349263 42.2830484150678, -91.72443296984257 42.57283484798367), (-91.72443296984257 42.57283484798367, -91.70879122702786 42.86273573042174), (-91.70879122702786 42.86273573042174, -91.69301767048321 43.15276029454263), (-91.69301767048321 43.15276029454263, -91.67711062783741 43.44291793399358), (-91.67711062783741 43.44291793399358, -91.66106839832352 43.73321821004381), (-91.66106839832352 43.73321821004381, -91.64488925217395 44.02367085796591), (-91.64488925217395 44.02367085796591, -91.62857143 44.31428579367605))"
"N_12","N_83","POINT (-91.78571429 41.41428571)","POINT (-91.65384615 38.32820513)","214.95763958231015","MULTILINESTRING ((-91.78571429 41.4142857917597, -91.7720092352918 41.10543577081859), (-91.7720092352918 41.10543577081859, -91.75842334933836 40.79666593766333), (-91.75842334933836 40.79666593766333, -91.74495508511444 40.48796611666208), (-91.74495508511444 40.48796611666208, -91.73160292224776 40.17932629305549), (-91.73160292224776 40.17932629305549, -91.71836536644743 39.8707366066856), (-91.71836536644743 39.8707366066856, -91.7052409489474 39.56218734595654), (-91.7052409489474 39.56218734595654, -91.69222822596396 39.253668942014706), (-91.69222822596396 39.253668942014706, -91.6793257781669 38.945171963138364), (-91.6793257781669 38.945171963138364, -91.66653221016429 38.63668710932589), (-91.66653221016429 38.63668710932589, -91.65384615 38.32820520707307))"
"N_12","N_49","POINT (-91.78571429 41.41428571)","POINT (-88.93243243 42.13243243)","154.60382028908802","MULTILINESTRING ((-91.78571429 41.4142857917597, -91.50303685869623 41.488906779002164), (-91.50303685869623 41.488906779002164, -91.21976170524127 41.56290937394291), (-91.21976170524127 41.56290937394291, -90.9358919816187 41.636291609312714), (-90.9358919816187 41.636291609312714, -90.65143089549689 41.70905152020215), (-90.65143089549689 41.70905152020215, -90.36638171030927 41.78118714437172), (-90.36638171030927 41.78118714437172, -90.08074774532393 41.85269652256375), (-90.08074774532393 41.85269652256375, -89.79453237570297 41.92357769881735), (-89.79453237570297 41.92357769881735, -89.50773903255102 41.993828720785466), (-89.50773903255102 41.993828720785466, -89.2203712029528 42.06344764005485), (-89.2203712029528 42.06344764005485, -88.93243243 42.13243251246769))"
"N_12","N_34","POINT (-91.78571429 41.41428571)","POINT (-94.71428571 41.41428571)","150.95137113217075","MULTILINESTRING ((-91.78571429 41.4142857917597, -92.07853805866205 41.41729543796008), (-92.07853805866205 41.41729543796008, -92.37138407444114 41.4196363688581), (-92.37138407444114 41.4196363688581, -92.6642467777766 41.42130851323821), (-92.6642467777766 41.42130851323821, -92.95712060720625 41.42231182022118), (-92.95712060720625 41.42231182022118, -93.25000000000001 41.42264625927491), (-93.25000000000001 41.42264625927491, -93.54287939279375 41.42231182022118), (-93.54287939279375 41.42231182022118, -93.8357532222234 41.42130851323821), (-93.8357532222234 41.42130851323821, -94.12861592555888 41.4196363688581), (-94.12861592555888 41.4196363688581, -94.42146194133797 41.41729543796008), (-94.42146194133797 41.41729543796008, -94.71428571000001 41.4142857917597))"
"N_56","N_18","POINT (-119.5 47.64285714)","POINT (-120.6323529 44.06764706)","273.5323949879164","MULTILINESTRING ((-119.5 47.642857222728644, -119.61882782837904 47.284076233725294), (-119.61882782837904 47.284076233725294, -119.7363595273054 46.92562858977995), (-119.7363595273054 46.92562858977995, -119.85261583456366 46.567493390786986), (-119.85261583456366 46.567493390786986, -119.96761705556968 46.2096502767162), (-119.96761705556968 46.2096502767162, -120.59248776446799 45.9303550923239), (-120.59248776446799 45.9303550923239, -120.70243349213074 45.57254442237338), (-120.70243349213074 45.57254442237338, -120.81120754523265 45.214977308028956), (-120.81120754523265 45.214977308028956, -120.91882827352845 44.857635055107025), (-120.91882827352845 44.857635055107025, -121.02531365153787 44.50049940510671), (-121.02531365153787 44.50049940510671, -120.6323529 44.06764714361173))"
"N_56","N_84","POINT (-119.5 47.64285714)","POINT (-118.0862069 45.32068966)","173.63446542499395","MULTILINESTRING ((-119.5 47.642857222728644, -119.35408638648798 47.41054389824094), (-119.35408638648798 47.41054389824094, -119.2092072734294 47.17826331297894), (-119.2092072734294 47.17826331297894, -119.06535236439214 46.946011133370085), (-119.06535236439214 46.946011133370085, -118.92251148923334 46.71378308779307), (-118.92251148923334 46.71378308779307, -118.78067460235604 46.481574964620336), (-118.78067460235604 46.481574964620336, -118.63983178099089 46.24938261032375), (-118.63983178099089 46.24938261032375, -118.4999732235015 46.017201927641), (-118.4999732235015 46.017201927641, -118.36108924771378 45.78502887380025), (-118.36108924771378 45.78502887380025, -118.22317028926905 45.552859458800526), (-118.22317028926905 45.552859458800526, -118.08620690000002 45.320689743745916))"
"N_56","N_60","POINT (-119.5 47.64285714)","POINT (-122.4487179 46.85384615)","174.4156699804992","MULTILINESTRING ((-119.5 47.642857222728644, -119.68692224650685 47.36256502716323), (-119.68692224650685 47.36256502716323, -119.98348028669096 47.286093488614526), (-119.98348028669096 47.286093488614526, -120.27934276426835 47.20900655593104), (-120.27934276426835 47.20900655593104, -120.57450640851339 47.131306733389884), (-120.57450640851339 47.131306733389884, -120.98324996957113 47.25596318070056), (-120.98324996957113 47.25596318070056, -121.27777846634854 47.17674749009338), (-121.27777846634854 47.17674749009338, -121.68812977416142 47.29933263769605), (-121.68812977416142 47.29933263769605, -121.98198875036115 47.21860381514257), (-121.98198875036115 47.21860381514257, -122.27512096825129 47.13727274206145), (-122.27512096825129 47.13727274206145, -122.44871790000002 46.85384623325738))"
"N_56","N_67","POINT (-119.5 47.64285714)","POINT (-116.03125 47.79375)","163.20600269525792","MULTILINESTRING ((-119.5 47.642857222728644, -119.15390376474754 47.66183860010533), (-119.15390376474754 47.66183860010533, -118.8076102454399 47.679957240111506), (-118.8076102454399 47.679957240111506, -118.46112847725124 47.69721225656255), (-118.46112847725124 47.69721225656255, -118.114467525199 47.71360280396739), (-118.114467525199 47.71360280396739, -117.76763648275255 47.72912807779428), (-117.76763648275255 47.72912807779428, -117.4206444704298 47.74378731472344), (-117.4206444704298 47.74378731472344, -117.07350063438392 47.75757979288772), (-117.07350063438392 47.75757979288772, -116.72621414497937 47.77050483210042), (-116.72621414497937 47.77050483210042, -116.37879419535868 47.78256179407083), (-116.37879419535868 47.78256179407083, -116.03124999999999 47.793750082606316))"
"N_57","N_37","POINT (-81.28 27.22)","POINT (-82.625 30.36071429)","230.86929664317174","MULTILINESTRING ((-81.28 27.2200000449716, -81.4100371818326 27.535977447888747), (-81.4100371818326 27.535977447888747, -81.54103811056464 27.85151588024698), (-81.54103811056464 27.85151588024698, -81.67301303656275 28.166621173737635), (-81.67301303656275 28.166621173737635, -81.80597234815713 28.481299130481155), (-81.80597234815713 28.481299130481155, -81.93992657381202 28.795555524431524), (-81.93992657381202 28.795555524431524, -82.07488638433347 29.109396102778135), (-82.07488638433347 29.109396102778135, -82.21086259511478 29.42282658734451), (-82.21086259511478 29.42282658734451, -82.34786616842068 29.73585267598595), (-82.34786616842068 29.73585267598595, -82.48590821571027 30.048480043986785), (-82.48590821571027 30.048480043986785, -82.625 30.36071434545828))"
"N_13","N_41","POINT (-111.4305556 37.83888889)","POINT (-111.5166667 40.93333333)","233.36791767544577","MULTILINESTRING ((-111.43055560000002 37.838888966100804, -111.43884094634717 38.14826987928868), (-111.43884094634717 38.14826987928868, -111.84830873562123 38.45051642722512), (-111.84830873562123 38.45051642722512, -111.85843413126024 38.75985481588908), (-111.85843413126024 38.75985481588908, -111.86864571939496 39.069200332999486), (-111.86864571939496 39.069200332999486, -111.87894460506212 39.37856228558146), (-111.87894460506212 39.37856228558146, -111.88933191226502 39.68795011087072), (-111.88933191226502 39.68795011087072, -111.89980878438209 39.99737338169186), (-111.89980878438209 39.99737338169186, -111.91037638458596 40.30684181203366), (-111.91037638458596 40.30684181203366, -111.92103589627376 40.616365262830364), (-111.92103589627376 40.616365262830364, -111.5166667 40.93333341120198))"
"N_13","N_89","POINT (-111.4305556 37.83888889)","POINT (-114.6923077 36.55897436)","232.24223923883574","MULTILINESTRING ((-111.43055560000002 37.838888966100804, -111.7617577705721 37.71490142924631), (-111.7617577705721 37.71490142924631, -112.25300639578923 37.84707730260176), (-112.25300639578923 37.84707730260176, -112.74600206877211 37.97726792653108), (-112.74600206877211 37.97726792653108, -113.0755778355107 37.84972932040079), (-113.0755778355107 37.84972932040079, -113.40401406939502 37.72130174288738), (-113.40401406939502 37.72130174288738, -113.73130886525422 37.59198908692345), (-113.73130886525422 37.59198908692345, -113.89093969474868 37.20712969043723), (-113.89093969474868 37.20712969043723, -114.04893046641449 36.82200479165997), (-114.04893046641449 36.82200479165997, -114.37118247598059 36.69092447132927), (-114.37118247598059 36.69092447132927, -114.69230770000001 36.558974433290096))"
"N_13","N_46","POINT (-111.4305556 37.83888889)","POINT (-108.6891892 39.28108108)","207.5629366112349","MULTILINESTRING ((-111.43055560000002 37.838888966100804, -111.16126965863613 37.98583051027751), (-111.16126965863613 37.98583051027751, -110.8909109154787 38.13217408491616), (-110.8909109154787 38.13217408491616, -110.6194773493042 38.277917122566116), (-110.6194773493042 38.277917122566116, -110.5352263768716 38.63358930941112), (-110.5352263768716 38.63358930941112, -110.26122060421352 38.77854148518517), (-110.26122060421352 38.77854148518517, -109.9861263492451 38.92288649561389), (-109.9861263492451 38.92288649561389, -109.52295634572451 38.85483146565509), (-109.52295634572451 38.85483146565509, -109.24612027811855 38.997532218618986), (-109.24612027811855 38.997532218618986, -109.15429437508719 39.3522512363925), (-109.15429437508719 39.3522512363925, -108.6891892 39.28108115879323))"
"N_13","N_31","POINT (-111.4305556 37.83888889)","POINT (-108.0609756 36.05365854)","222.62088223614305","MULTILINESTRING ((-111.43055560000002 37.838888966100804, -111.08634452187283 37.66469422764245), (-111.08634452187283 37.66469422764245, -110.74375270548957 37.48952439369564), (-110.74375270548957 37.48952439369564, -110.40277759329247 37.31338455382394), (-110.40277759329247 37.31338455382394, -110.06341648530538 37.136279729258476), (-110.06341648530538 37.136279729258476, -109.72566654240003 36.958214872602035), (-109.72566654240003 36.958214872602035, -109.38952478953686 36.7791948675544), (-109.38952478953686 36.7791948675544, -109.05498811897873 36.5992245286569), (-109.05498811897873 36.5992245286569, -108.72205329347675 36.41830860105682), (-108.72205329347675 36.41830860105682, -108.39071694942744 36.236451760289754), (-108.39071694942744 36.236451760289754, -108.0609756 36.05365861207995))"
"N_13","N_39","POINT (-111.4305556 37.83888889)","POINT (-113.890625 39.6375)","196.7485776102009","MULTILINESTRING ((-111.43055560000002 37.838888966100804, -111.43621362949244 38.20781586656974), (-111.43621362949244 38.20781586656974, -111.67802406472266 38.3898361991127), (-111.67802406472266 38.3898361991127, -111.92103589112162 38.57137817701282), (-111.92103589112162 38.57137817701282, -112.16525488249061 38.752440088011916), (-112.16525488249061 38.752440088011916, -112.4106868063577 38.933020178879815), (-112.4106868063577 38.933020178879815, -112.65733742296153 39.1131166551196), (-112.65733742296153 39.1131166551196, -112.90521248421152 39.29272768067009), (-112.90521248421152 39.29272768067009, -113.1543177326242 39.47185137760485), (-113.1543177326242 39.47185137760485, -113.40465890023528 39.65048582582732), (-113.40465890023528 39.65048582582732, -113.890625 39.63750007937585))"
