IGRP,PLANT_NAME,SITE_NAME,PLANT_CODE,EMM_REGION,FuelRegion,STATE,LAT,LON,UNIT_ID,ECPT,SCAP,HeatRate,CF,R_CO2,CO2_EMIS,CAP_COST,VAR_COST,ACTIVE,SOURCE_TYPE,OGSM_Region
572,Stanton Energy Cente,CAP_GEN_P564,564,2,15,FL,28.48,-81.16,2,C7,466.99,10453,0.62,0.9,3.94,868.23,7.42,,GEN,2
574,Stanton Energy Cente,CAP_GEN_P564,564,2,15,FL,28.48,-81.16,B,EC,295,7293,0.62,0.9,1,148.82,2.6,,GEN,2
7156,Treasure Coast Energ,CAP_GEN_P56400,56400,2,15,FL,27.38,-80.37,CT1,EC,158.8,7206,0.62,0.9,0.53,179.53,2.52,,GEN,2
7157,Treasure Coast Energ,CAP_GEN_P56400,56400,2,15,FL,27.38,-80.37,ST1,EC,159.2,7206,0.62,0.9,0.53,179.53,2.52,,GEN,2
7161,West County Energy C,CAP_GEN_P56407,56407,2,15,FL,26.69,-80.37,1ST,EC,3777,7050,0.6,0.9,12.39,445.47,1.9,,GEN,2
7199,Plum Point Energy St,CAP_GEN_P56456,56456,6,18,AR,35.66,-89.94,STG1,B7,679.98,9805,0.67,0.9,5.39,1158.22,6.56,,GEN,3
7205,Hobbs Generating Sta,CAP_GEN_P56458,56458,17,21,NM,32.72,-103.3,GT1,EC,578.1,7497,0.68,0.9,2.01,146.7,2.09,,GEN,4
7214,Russell City Energy,CAP_GEN_P56467,56467,21,23,CA,37.63,-122.13,CTG1,EC,615,7616,0.14,0.9,2.17,206.45,1.96,,GEN,6
7224,Gateway Generating S,CAP_GEN_P56476,56476,21,23,CA,38.01,-121.75,A,EC,563.4,7251,0.59,0.9,1.9,165.76,2.06,,GEN,6
7269,Colusa Generating St,CAP_GEN_P56532,56532,21,23,CA,39.36,-122.27,C,EC,640,7246,0.47,0.9,2.15,270.53,1.97,,GEN,6
7300,John W Turk Jr Power,CAP_GEN_P56564,56564,17,18,AR,33.65,-93.81,1,B7,650,9124,0.7,0.9,4.79,7873.22,9999,,GEN,3
7304,J Lamar Stall Unit,CAP_GEN_P56565,56565,17,18,LA,32.51,-93.76,6STG,EC,511,7256,0.61,0.9,1.72,168.31,2.16,,GEN,2
7324,Wygen III,CAP_GEN_P56596,56596,24,19,WY,44.29,-105.38,5,B7,100,11486,0.91,0.9,0.92,364.02,11.17,,GEN,5
7338,Dry Fork Station,CAP_GEN_P56609,56609,24,19,WY,44.38,-105.46,1,B7,390,10655,0.86,0.9,3.36,471.83,10,,GEN,5
7340,Deer Creek Station,CAP_GEN_P56610,56610,19,7,SD,44.29,-96.52,2,EC,295,7639,0.27,0.9,1.04,368.79,2.69,,GEN,7
7341,Sandy Creek Energy S,CAP_GEN_P56611,56611,1,18,TX,31.47,-96.95,S01,B7,932.59,9507,0.67,0.9,7.17,7873.22,9999,,GEN,2
7385,Longview Power Plant,CAP_GEN_P56671,56671,11,11,WV,39.7,-79.95,MKA01,B5,710,8832,0.83,0.9,5.07,1034.79,6.87,,GEN,1
7440,Spiritwood Station,CAP_GEN_P56786,56786,3,7,ND,46.92,-98.5,1,B3,70.9,8800,0.5,0.9,0.5,7873.22,9999,,GEN,7
7450,Kleen Energy Systems,CAP_GEN_P56798,56798,7,1,CT,41.55,-72.59,ST,EC,268,7199,0.47,0.9,0.89,231.61,1.96,,GEN,1
7451,Kleen Energy Systems,CAP_GEN_P56798,56798,7,1,CT,41.55,-72.59,U2,EC,354,7199,0.44,0.9,1.18,152.96,1.96,,GEN,1
586,Bridgeport Station,CAP_GEN_P568,568,7,1,CT,41.17,-73.18,501,EC,496.6,7050,0.79,0.9,1.62,567.37,10,,GEN,1
7457,Cedar Bayou 4,CAP_GEN_P56806,56806,1,18,TX,29.75,-94.92,41,EC,502,7729,0.27,0.9,1.8,78.12,4.21,,GEN,2
5524,Kingsburg Cogen,CAP_GEN_P10405,10405,21,23,CA,36.54,-119.57,GEN2,EC,33.8,10995,0.03,0.9,0.17,39.28,5.95,,GEN,6
1148,Lansing,CAP_GEN_P1047,1047,3,8,IA,43.33,-91.16,4,B7,235.3,12439,0.5,0.9,2.36,683.64,8.37,,GEN,3
5578,Chambers Cogeneratio,CAP_GEN_P10566,10566,10,2,NJ,39.69,-75.48,GEN1,B7,244,14054,0.5,0.9,2.77,625.56,8.6,,GEN,1
5579,Algonquin Windsor Lo,CAP_GEN_P10567,10567,7,1,CT,41.92,-72.62,GTG,EC,35,11222,0.22,0.9,0.18,104.18,4.79,,GEN,1
5580,Algonquin Windsor Lo,CAP_GEN_P10567,10567,7,1,CT,41.92,-72.62,GTG2,EC,29,11222,0.22,0.9,0.15,38.69,4.79,,GEN,1
