"ID","x1","x2","optional","Type"
107,-74.5930232558139,42.9674418604651,TRUE,"Equal Area"
108,-100.53125,42.809375,TRUE,"Equal Area"
109,-103.52380952381,41.3904761904762,TRUE,"Equal Area"
110,-100.391891891892,39.8621621621622,TRUE,"Equal Area"
111,-91.6538461538462,38.3282051282052,TRUE,"Equal Area"
112,-118.086206896552,45.3206896551724,TRUE,"Equal Area"
113,-142.859375,66.215625,TRUE,"Equal Area"
114,-98.3571428571429,28.0285714285714,TRUE,"Equal Area"
115,-88.8611111111111,36.0611111111111,TRUE,"Equal Area"
116,-98.0128205128205,33.1102564102564,TRUE,"Equal Area"
117,-108.209677419355,44.9096774193549,TRUE,"Equal Area"
118,-114.692307692308,36.5589743589744,TRUE,"Equal Area"
119,-77.8939393939394,42.1242424242424,TRUE,"Equal Area"
120,-88.9117647058823,31.8617647058824,TRUE,"Equal Area"
121,-106.676470588235,41.7,TRUE,"Equal Area"
122,-145.662162162162,68.3081081081081,TRUE,"Equal Area"
