"IGRP","PLANT_NAME","SITE_NAME","PLANT_CODE","EMM_REGION","FuelRegion","STATE","LAT","LON","UNIT_ID","ECPT","SCAP","HeatRate","CF","R_CO2","CO2_EMIS","CAP_COST","VAR_COST","ACTIVE","SOURCE_TYPE","HR_ADJ"
2927.00,"Kyger Creek","CAP_GEN_P2876",2876.00,11.00,4.00,"OH",38.91,-82.12,"3","C7",192.20,10760.00,0.60,0.90,1.67,518.87,9.39,,"GEN",
6.00,"Barry","CAP_GEN_P3",3.00,15.00,17.00,"AL",31.00,-88.01,"5","C7",756.50,10010.00,0.50,0.90,6.12,1447.86,7.45,,"GEN",
8.00,"Barry","CAP_GEN_P3",3.00,15.00,17.00,"AL",31.00,-88.01,"A2C1","EC",1136.20,7060.00,0.81,0.90,3.73,148.56,2.14,,"GEN",
9.00,"Barry","CAP_GEN_P3",3.00,15.00,17.00,"AL",31.00,-88.01,"A3ST","EC",685.00,6431.00,0.87,0.90,2.04,721.23,10.00,,"GEN",
3029.00,"Anadarko Plant","CAP_GEN_P3006",3006.00,17.00,18.00,"OK",35.08,-98.23,"4","EC",282.00,8608.00,0.21,0.90,1.12,228.59,3.67,,"GEN",
3080.00,"Brunot Island","CAP_GEN_P3096",3096.00,11.00,3.00,"PA",40.46,-80.04,"2A","EC",243.50,10855.00,0.03,0.90,1.22,47.05,2.66,,"GEN",
3100.00,"Conemaugh","CAP_GEN_P3118",3118.00,10.00,3.00,"PA",40.38,-79.06,"1","C7",849.99,9792.00,0.61,0.90,6.73,1547.99,7.24,,"GEN",
3105.00,"Conemaugh","CAP_GEN_P3118",3118.00,10.00,3.00,"PA",40.38,-79.06,"2","C7",849.98,9722.00,0.68,0.90,6.68,1540.95,7.26,,"GEN",
3113.00,"Homer City Generatin","CAP_GEN_P3122",3122.00,11.00,3.00,"PA",40.51,-79.19,"1","CX",626.09,10780.00,0.50,0.90,5.45,1042.99,6.85,,"GEN",
3117.00,"Homer City Generatin","CAP_GEN_P3122",3122.00,11.00,3.00,"PA",40.51,-79.19,"2","CX",613.29,10866.00,0.50,0.90,5.39,2100.21,6.83,,"GEN",
3121.00,"Homer City Generatin","CAP_GEN_P3122",3122.00,11.00,3.00,"PA",40.51,-79.19,"3","C7",648.89,10493.00,0.50,0.90,5.50,1070.15,6.78,,"GEN",
3124.00,"Seward (PA)","CAP_GEN_P3130",3130.00,10.00,3.00,"PA",40.40,-79.03,"FB1","B3",521.00,11115.00,0.52,0.90,4.68,920.18,7.23,,"GEN",
3128.00,"Keystone","CAP_GEN_P3136",3136.00,10.00,3.00,"PA",40.66,-79.34,"1","C7",849.99,9925.00,0.68,0.90,6.82,1531.47,7.27,,"GEN",
3138.00,"Keystone","CAP_GEN_P3136",3136.00,10.00,3.00,"PA",40.66,-79.34,"2","C7",849.99,9912.00,0.65,0.90,6.81,1546.89,7.24,,"GEN",
3152.00,"Brunner Island","CAP_GEN_P3140",3140.00,10.00,3.00,"PA",40.09,-76.69,"1","B3",306.00,11909.00,0.50,0.90,2.94,660.66,8.39,,"GEN",
3154.00,"Brunner Island","CAP_GEN_P3140",3140.00,10.00,3.00,"PA",40.09,-76.69,"2","C4",363.00,11327.00,0.50,0.90,3.32,736.29,7.98,,"GEN",
3156.00,"Brunner Island","CAP_GEN_P3140",3140.00,10.00,3.00,"PA",40.09,-76.69,"3","C4",742.00,10850.00,0.50,0.90,6.51,1166.72,6.54,,"GEN",
3168.00,"TalenEnergy Montour","CAP_GEN_P3149",3149.00,10.00,3.00,"PA",41.07,-76.66,"1","C7",752.00,11140.00,0.50,0.90,6.77,7873.22,9999.00,,"GEN",
3172.00,"TalenEnergy Montour","CAP_GEN_P3149",3149.00,10.00,3.00,"PA",41.07,-76.66,"2","C7",752.00,10679.00,0.50,0.90,6.49,1129.20,6.57,,"GEN",
6186.00,"Sithe Independence S","CAP_GEN_P54547",54547.00,9.00,2.00,"NY",43.49,-76.45,"1","EC",980.20,7380.00,0.37,0.90,3.36,142.95,2.16,,"GEN",
6197.00,"Saranac Facility","CAP_GEN_P54574",54574.00,9.00,2.00,"NY",44.71,-73.45,"GEN2","EC",239.30,8713.00,0.02,0.90,0.97,114.68,2.60,,"GEN",
6201.00,"Tanner Street Genera","CAP_GEN_P54586",54586.00,7.00,1.00,"MA",42.63,-71.31,"TRENT","EC",75.00,9027.00,0.03,0.90,0.31,127.21,4.22,,"GEN",
6202.00,"Massena Energy Facil","CAP_GEN_P54592",54592.00,9.00,2.00,"NY",44.95,-74.89,"GEN1","EC",46.00,8804.00,7.0e-03,0.90,0.18,90.45,4.32,,"GEN",
6203.00,"Massena Energy Facil","CAP_GEN_P54592",54592.00,9.00,2.00,"NY",44.95,-74.89,"GEN2","EC",35.00,8804.00,7.0e-03,0.90,0.14,68.82,4.32,,"GEN",
6205.00,"Batavia Power Plant","CAP_GEN_P54593",54593.00,9.00,2.00,"NY",42.98,-78.15,"GEN1","EC",48.80,9476.00,0.03,0.90,0.21,106.65,5.18,,"GEN",
6210.00,"St Nicholas Cogen Pr","CAP_GEN_P54634",54634.00,10.00,3.00,"PA",40.82,-76.17,"SNCP","B3",86.00,15737.00,0.87,0.90,1.09,356.05,11.30,,"GEN",
6212.00,"NAEA Lakewood LLC","CAP_GEN_P54640",54640.00,10.00,2.00,"NJ",40.06,-74.16,"GEN1","EC",247.90,8136.00,0.12,0.90,0.93,108.49,2.60,,"GEN",
6228.00,"Oyster Creek Unit VI","CAP_GEN_P54676",54676.00,1.00,18.00,"TX",28.98,-95.34,"G81","EC",379.00,10368.00,0.70,0.90,1.82,43.65,4.54,,"GEN",
6241.00,"Yuma Cogeneration As","CAP_GEN_P54694",54694.00,20.00,21.00,"AZ",32.72,-114.65,"GEN1","EC",52.20,9756.00,0.11,0.90,0.23,96.69,4.98,,"GEN",
6258.00,"Goal Line LP","CAP_GEN_P54749",54749.00,22.00,23.00,"CA",33.11,-117.10,"STG","EC",49.40,9239.00,0.04,0.90,0.21,25.80,10.20,,"GEN",
6266.00,"Hermiston Generating","CAP_GEN_P54761",54761.00,23.00,22.00,"OR",45.80,-119.37,"GEN2","EC",464.00,7505.00,0.67,0.90,1.62,97.07,5.71,,"GEN",
6276.00,"Milford Power LP","CAP_GEN_P54805",54805.00,7.00,1.00,"MA",42.12,-71.51,"GT-1","EC",204.80,8664.00,0.13,0.90,0.82,178.35,3.23,,"GEN",
6280.00,"Johnson County","CAP_GEN_P54817",54817.00,1.00,18.00,"TX",32.39,-97.40,"GT-1","EC",163.00,8140.00,0.27,0.90,0.61,207.07,2.61,,"GEN",
6281.00,"Johnson County","CAP_GEN_P54817",54817.00,1.00,18.00,"TX",32.39,-97.40,"ST-1","EC",104.00,8140.00,0.27,0.90,0.39,132.11,2.61,,"GEN",
6282.00,"Brandywine Power Fac","CAP_GEN_P54832",54832.00,10.00,10.00,"MD",38.66,-76.86,"1","EC",230.00,8496.00,0.34,0.90,0.90,109.55,2.72,,"GEN",
6854.00,"Tracy Combined Cycle","CAP_GEN_P55933",55933.00,21.00,23.00,"CA",37.71,-121.49,"TCC1","EC",320.10,8194.00,0.28,0.90,1.22,187.47,2.44,,"GEN",
6859.00,"Warren County","CAP_GEN_P55939",55939.00,13.00,12.00,"VA",38.97,-78.17,"CT01","EC",1472.20,7050.00,0.65,0.90,4.82,1236.27,10.00,,"GEN",
6865.00,"Wansley Combined Cyc","CAP_GEN_P55965",55965.00,15.00,14.00,"GA",33.40,-85.03,"ST7","EC",1184.80,7050.00,0.80,0.90,3.88,178.50,2.00,,"GEN",
6869.00,"Cosumnes","CAP_GEN_P55970",55970.00,21.00,23.00,"CA",38.33,-121.12,"2","EC",545.00,7050.00,0.71,0.90,1.78,147.59,2.15,,"GEN",
6872.00,"Hunterstown Power Pl","CAP_GEN_P55976",55976.00,10.00,3.00,"PA",39.87,-77.16,"101","EC",810.00,7087.00,0.80,0.90,2.67,155.93,2.27,,"GEN",
6873.00,"Bluffview","CAP_GEN_P55977",55977.00,24.00,21.00,"NM",36.71,-108.21,"STG1","EC",58.00,7837.00,0.69,0.90,0.21,62.54,4.46,,"GEN",
6878.00,"Palomar Energy","CAP_GEN_P55985",55985.00,22.00,23.00,"CA",33.12,-117.11,"CTG1","EC",581.40,7117.00,0.38,0.90,1.92,153.92,2.02,,"GEN",
6883.00,"Ashtabula","CAP_GEN_P55990",55990.00,11.00,4.00,"OH",41.89,-80.76,"3","EC",23.40,18274.00,0.77,0.90,0.19,9999.00,9999.00,,"GEN",
72.00,"Lowman Energy Center","CAP_GEN_P56",56.00,15.00,17.00,"AL",31.48,-87.91,"LEC2","EC",658.90,6431.00,0.87,0.90,1.97,700.88,10.00,,"GEN",
6905.00,"Donald Von Raesfeld","CAP_GEN_P56026",56026.00,21.00,23.00,"CA",37.37,-121.95,"STG","EC",147.80,8430.00,0.52,0.90,0.57,85.01,3.24,,"GEN",
6906.00,"Fox Energy Center","CAP_GEN_P56031",56031.00,3.00,6.00,"WI",44.32,-88.20,"CTG1","EC",574.10,7050.00,0.74,0.90,1.88,147.20,2.04,,"GEN",
6913.00,"Malburg","CAP_GEN_P56041",56041.00,22.00,23.00,"CA",33.99,-118.22,"M3","EC",139.00,8253.00,0.50,0.90,0.53,88.72,3.28,,"GEN",
6916.00,"Magnolia Power Proje","CAP_GEN_P56046",56046.00,22.00,23.00,"CA",34.17,-118.31,"1","EC",301.00,7399.00,0.52,0.90,1.03,185.73,2.58,,"GEN",
6917.00,"CPV Towantic Energy","CAP_GEN_P56047",56047.00,7.00,1.00,"CT",41.48,-73.12,"STG","EC",789.10,7050.00,0.76,0.90,2.58,799.74,10.00,,"GEN",
6930.00,"Elm Road Generating","CAP_GEN_P56068",56068.00,3.00,6.00,"WI",42.84,-87.83,"1","B5",636.29,9537.00,0.70,0.90,4.90,1051.81,6.82,,"GEN",
6933.00,"Elm Road Generating","CAP_GEN_P56068",56068.00,3.00,6.00,"WI",42.84,-87.83,"2","B5",632.79,9473.00,0.68,0.90,4.84,1039.92,6.86,,"GEN",
6942.00,"Walnut Energy Center","CAP_GEN_P56078",56078.00,21.00,23.00,"CA",37.48,-120.89,"2","EC",269.00,7822.00,0.49,0.90,0.97,109.23,2.56,,"GEN",
6952.00,"Currant Creek","CAP_GEN_P56102",56102.00,25.00,20.00,"UT",39.82,-111.89,"CT1B","EC",524.00,7480.00,0.49,0.90,1.82,127.37,2.11,,"GEN",
6953.00,"Mankato Energy Cente","CAP_GEN_P56104",56104.00,3.00,7.00,"MN",44.19,-94.00,"CTG1","EC",187.00,7459.00,0.38,0.90,0.64,264.53,10.00,,"GEN",
6954.00,"Mankato Energy Cente","CAP_GEN_P56104",56104.00,3.00,7.00,"MN",44.19,-94.00,"CTG2","EC",167.00,7459.00,0.38,0.90,0.57,184.83,2.58,,"GEN",
6955.00,"Mankato Energy Cente","CAP_GEN_P56104",56104.00,3.00,7.00,"MN",44.19,-94.00,"STG1","EC",300.00,7459.00,0.38,0.90,1.04,161.72,2.58,,"GEN",
6984.00,"McIntosh Combined Cy","CAP_GEN_P56150",56150.00,15.00,14.00,"GA",32.34,-81.18,"11ST","EC",590.00,7050.00,0.74,0.90,1.93,224.35,1.93,,"GEN",
6985.00,"McIntosh Combined Cy","CAP_GEN_P56150",56150.00,15.00,14.00,"GA",32.34,-81.18,"C11B","EC",725.60,7050.00,0.74,0.90,2.38,162.37,1.93,,"GEN",
6990.00,"Faribault Energy Par","CAP_GEN_P56164",56164.00,3.00,7.00,"MN",44.33,-93.29,"EU01","EC",261.00,7410.00,0.28,0.90,0.89,186.61,2.72,,"GEN",
7000.00,"Nebo Power Station","CAP_GEN_P56177",56177.00,25.00,20.00,"UT",40.06,-111.72,"GT1","EC",130.00,8622.00,0.37,0.90,0.52,112.99,3.40,,"GEN",
7004.00,"Pinelawn Power LLC","CAP_GEN_P56188",56188.00,8.00,2.00,"NY",40.73,-73.38,"CTG","EC",47.00,8789.00,0.17,0.90,0.19,101.57,4.18,,"GEN",
7005.00,"Pinelawn Power LLC","CAP_GEN_P56188",56188.00,8.00,2.00,"NY",40.73,-73.38,"STG","EC",27.50,8789.00,0.17,0.90,0.11,60.51,4.18,,"GEN",
7009.00,"500MW CC","CAP_GEN_P56196",56196.00,8.00,2.00,"NY",40.78,-73.90,"CA01","EC",168.70,7588.00,0.52,0.90,0.59,166.87,2.22,,"GEN",
7010.00,"500MW CC","CAP_GEN_P56196",56196.00,8.00,2.00,"NY",40.78,-73.90,"CT01","EC",306.60,7588.00,0.52,0.90,1.08,150.38,2.22,,"GEN",
7031.00,"TS Power Plant","CAP_GEN_P56224",56224.00,25.00,20.00,"NV",40.74,-116.53,"001","B7",218.40,10430.00,0.55,0.90,1.84,299.50,10.00,,"GEN",
7034.00,"Port Westward","CAP_GEN_P56227",56227.00,23.00,22.00,"OR",46.17,-123.17,"2","EC",392.20,7050.00,0.73,0.90,1.28,148.71,2.37,,"GEN",
7037.00,"Caithness Long Islan","CAP_GEN_P56234",56234.00,8.00,2.00,"NY",40.81,-72.94,"CT01","EC",187.70,7437.00,0.77,0.90,0.64,196.17,2.63,,"GEN",
7038.00,"Caithness Long Islan","CAP_GEN_P56234",56234.00,8.00,2.00,"NY",40.81,-72.94,"ST01","EC",129.60,7437.00,0.77,0.90,0.44,158.09,2.63,,"GEN",
7039.00,"Lake Side Power Plan","CAP_GEN_P56237",56237.00,25.00,20.00,"UT",40.33,-111.75,"CT01","EC",1176.00,7382.00,0.48,0.90,4.03,151.54,2.04,,"GEN",
7053.00,"Empire Generating Co","CAP_GEN_P56259",56259.00,9.00,2.00,"NY",42.62,-73.75,"CT11","EC",310.00,7410.00,0.63,0.90,1.06,141.16,2.03,,"GEN",
7054.00,"Empire Generating Co","CAP_GEN_P56259",56259.00,9.00,2.00,"NY",42.62,-73.75,"ST13","EC",270.00,7410.00,0.63,0.90,0.93,245.90,2.03,,"GEN",
7079.00,"Roseville Energy Par","CAP_GEN_P56298",56298.00,21.00,23.00,"CA",38.79,-121.38,"0003","EC",151.00,8465.00,0.20,0.90,0.59,111.57,3.38,,"GEN",
7089.00,"Trigen St. Louis","CAP_GEN_P56309",56309.00,4.00,9.00,"MO",38.63,-90.18,"CT-1","EC",10.00,13098.00,0.00,0.90,0.06,9999.00,9999.00,,"GEN",
7091.00,"Trigen St. Louis","CAP_GEN_P56309",56309.00,4.00,9.00,"MO",38.63,-90.18,"ST-3","EC",18.00,10852.00,0.00,0.90,0.09,9999.00,9999.00,,"GEN",
7096.00,"Wygen 2","CAP_GEN_P56319",56319.00,24.00,19.00,"WY",44.29,-105.38,"0001","B7",90.00,11997.00,0.91,0.90,0.87,217.92,10.00,,"GEN",
7122.00,"Quail Run Energy Cen","CAP_GEN_P56349",56349.00,1.00,18.00,"TX",31.84,-102.31,"CT1B","EC",472.20,8590.00,0.28,0.90,1.88,97.73,2.68,,"GEN",
7123.00,"Colorado Bend Energy","CAP_GEN_P56350",56350.00,1.00,18.00,"TX",29.28,-96.06,"CT1A","EC",546.00,8498.00,0.46,0.90,2.15,99.15,2.63,,"GEN",
7126.00,"Clearwater Power Pla","CAP_GEN_P56356",56356.00,22.00,23.00,"CA",33.89,-117.60,"CT1","EC",28.00,7444.00,0.05,0.90,0.09,75.92,6.36,,"GEN",
569.00,"Stanton Energy Cente","CAP_GEN_P564",564.00,2.00,15.00,"FL",28.48,-81.16,"1","C4",454.99,10696.00,0.52,0.90,3.93,889.79,7.34,,"GEN",
572.00,"Stanton Energy Cente","CAP_GEN_P564",564.00,2.00,15.00,"FL",28.48,-81.16,"2","C7",466.99,10453.00,0.62,0.90,3.94,868.23,7.42,,"GEN",
574.00,"Stanton Energy Cente","CAP_GEN_P564",564.00,2.00,15.00,"FL",28.48,-81.16,"B","EC",295.00,7293.00,0.62,0.90,1.00,148.82,2.60,,"GEN",
7156.00,"Treasure Coast Energ","CAP_GEN_P56400",56400.00,2.00,15.00,"FL",27.38,-80.37,"CT1","EC",158.80,7206.00,0.62,0.90,0.53,179.53,2.52,,"GEN",
7157.00,"Treasure Coast Energ","CAP_GEN_P56400",56400.00,2.00,15.00,"FL",27.38,-80.37,"ST1","EC",159.20,7206.00,0.62,0.90,0.53,179.53,2.52,,"GEN",
7161.00,"West County Energy C","CAP_GEN_P56407",56407.00,2.00,15.00,"FL",26.69,-80.37,"1ST","EC",3777.00,7050.00,0.60,0.90,12.39,445.47,1.90,,"GEN",
7199.00,"Plum Point Energy St","CAP_GEN_P56456",56456.00,6.00,18.00,"AR",35.66,-89.94,"STG1","B7",679.98,9805.00,0.67,0.90,5.39,1158.22,6.56,,"GEN",
7205.00,"Hobbs Generating Sta","CAP_GEN_P56458",56458.00,17.00,21.00,"NM",32.72,-103.30,"GT1","EC",578.10,7497.00,0.68,0.90,2.01,146.70,2.09,,"GEN",
7214.00,"Russell City Energy","CAP_GEN_P56467",56467.00,21.00,23.00,"CA",37.63,-122.13,"CTG1","EC",615.00,7616.00,0.14,0.90,2.17,206.45,1.96,,"GEN",
7224.00,"Gateway Generating S","CAP_GEN_P56476",56476.00,21.00,23.00,"CA",38.01,-121.75,"A","EC",563.40,7251.00,0.59,0.90,1.90,165.76,2.06,,"GEN",
7269.00,"Colusa Generating St","CAP_GEN_P56532",56532.00,21.00,23.00,"CA",39.36,-122.27,"C","EC",640.00,7246.00,0.47,0.90,2.15,270.53,1.97,,"GEN",
7300.00,"John W Turk Jr Power","CAP_GEN_P56564",56564.00,17.00,18.00,"AR",33.65,-93.81,"1","B7",650.00,9124.00,0.70,0.90,4.79,7873.22,9999.00,,"GEN",
7304.00,"J Lamar Stall Unit","CAP_GEN_P56565",56565.00,17.00,18.00,"LA",32.51,-93.76,"6STG","EC",511.00,7256.00,0.61,0.90,1.72,168.31,2.16,,"GEN",
7324.00,"Wygen III","CAP_GEN_P56596",56596.00,24.00,19.00,"WY",44.29,-105.38,"5","B7",100.00,11486.00,0.91,0.90,0.92,364.02,11.17,,"GEN",
7338.00,"Dry Fork Station","CAP_GEN_P56609",56609.00,24.00,19.00,"WY",44.38,-105.46,"01","B7",390.00,10655.00,0.86,0.90,3.36,471.83,10.00,,"GEN",
7340.00,"Deer Creek Station","CAP_GEN_P56610",56610.00,19.00,7.00,"SD",44.29,-96.52,"02","EC",295.00,7639.00,0.27,0.90,1.04,368.79,2.69,,"GEN",
7341.00,"Sandy Creek Energy S","CAP_GEN_P56611",56611.00,1.00,18.00,"TX",31.47,-96.95,"S01","B7",932.59,9507.00,0.67,0.90,7.17,7873.22,9999.00,,"GEN",
7385.00,"Longview Power Plant","CAP_GEN_P56671",56671.00,11.00,11.00,"WV",39.70,-79.95,"MKA01","B5",710.00,8832.00,0.83,0.90,5.07,1034.79,6.87,,"GEN",
7440.00,"Spiritwood Station","CAP_GEN_P56786",56786.00,3.00,7.00,"ND",46.92,-98.50,"1","B3",70.90,8800.00,0.50,0.90,0.50,7873.22,9999.00,,"GEN",
7450.00,"Kleen Energy Systems","CAP_GEN_P56798",56798.00,7.00,1.00,"CT",41.55,-72.59,"ST","EC",268.00,7199.00,0.47,0.90,0.89,231.61,1.96,,"GEN",
7451.00,"Kleen Energy Systems","CAP_GEN_P56798",56798.00,7.00,1.00,"CT",41.55,-72.59,"U2","EC",354.00,7199.00,0.44,0.90,1.18,152.96,1.96,,"GEN",
586.00,"Bridgeport Station","CAP_GEN_P568",568.00,7.00,1.00,"CT",41.17,-73.18,"501","EC",496.60,7050.00,0.79,0.90,1.62,567.37,10.00,,"GEN",
7457.00,"Cedar Bayou 4","CAP_GEN_P56806",56806.00,1.00,18.00,"TX",29.75,-94.92,"41","EC",502.00,7729.00,0.27,0.90,1.80,78.12,4.21,,"GEN",
5524.00,"Kingsburg Cogen","CAP_GEN_P10405",10405.00,21.00,23.00,"CA",36.54,-119.57,"GEN2","EC",33.80,10995.00,0.03,0.90,0.17,39.28,5.95,,"GEN",
1148.00,"Lansing","CAP_GEN_P1047",1047.00,3.00,8.00,"IA",43.33,-91.16,"4","B7",235.30,12439.00,0.50,0.90,2.36,683.64,8.37,,"GEN",
5578.00,"Chambers Cogeneratio","CAP_GEN_P10566",10566.00,10.00,2.00,"NJ",39.69,-75.48,"GEN1","B7",244.00,14054.00,0.50,0.90,2.77,625.56,8.60,,"GEN",
5579.00,"Algonquin Windsor Lo","CAP_GEN_P10567",10567.00,7.00,1.00,"CT",41.92,-72.62,"GTG","EC",35.00,11222.00,0.22,0.90,0.18,104.18,4.79,,"GEN",
5580.00,"Algonquin Windsor Lo","CAP_GEN_P10567",10567.00,7.00,1.00,"CT",41.92,-72.62,"GTG2","EC",29.00,11222.00,0.22,0.90,0.15,38.69,4.79,,"GEN",
5585.00,"Ebensburg Power","CAP_GEN_P10603",10603.00,10.00,3.00,"PA",40.45,-78.74,"GEN1","B3",50.00,15014.00,0.60,0.90,0.60,141.23,10.00,,"GEN",
5589.00,"CH Resources Beaver","CAP_GEN_P10617",10617.00,9.00,2.00,"NY",43.88,-75.43,"GEN1","EC",80.30,9799.00,6.0e-03,0.90,0.36,103.92,4.06,,"GEN",
5590.00,"Carthage Energy LLC","CAP_GEN_P10620",10620.00,9.00,2.00,"NY",43.98,-75.62,"GEN1","EC",40.10,9847.00,0.01,0.90,0.18,105.55,4.77,,"GEN",
5591.00,"Carthage Energy LLC","CAP_GEN_P10620",10620.00,9.00,2.00,"NY",43.98,-75.62,"GEN2","EC",21.00,9847.00,0.01,0.90,0.09,58.33,4.77,,"GEN",
5592.00,"CH Resources Syracus","CAP_GEN_P10621",10621.00,9.00,2.00,"NY",43.06,-76.21,"GEN1","EC",88.40,8815.00,0.02,0.90,0.36,119.24,4.11,,"GEN",
5596.00,"Hopewell Cogeneratio","CAP_GEN_P10633",10633.00,13.00,12.00,"VA",37.29,-77.28,"GT1","EC",282.30,9333.00,0.28,0.90,1.22,116.91,2.28,,"GEN",
5597.00,"Hopewell Cogeneratio","CAP_GEN_P10633",10633.00,13.00,12.00,"VA",37.29,-77.28,"ST1","EC",96.00,9333.00,0.28,0.90,0.41,133.61,2.28,,"GEN",
5611.00,"River Valley","CAP_GEN_P10671",10671.00,17.00,18.00,"OK",35.19,-94.64,"GEN1","B3",161.00,11789.00,0.50,0.90,1.53,462.56,9.92,,"GEN",
5612.00,"River Valley","CAP_GEN_P10671",10671.00,17.00,18.00,"OK",35.19,-94.64,"GEN2","B3",160.00,11966.00,0.50,0.90,1.54,462.56,9.92,,"GEN",
5617.00,"CES Placerita Power","CAP_GEN_P10677",10677.00,22.00,23.00,"CA",34.38,-118.50,"UNT2","EC",69.00,9633.00,0.00,0.90,0.30,118.80,4.27,,"GEN",
5618.00,"AES Warrior Run Coge","CAP_GEN_P10678",10678.00,10.00,10.00,"MD",39.59,-78.74,"GEN1","B3",180.00,11365.00,0.79,0.90,1.65,494.04,9.61,,"GEN",
1184.00,"Walter Scott Jr Ener","CAP_GEN_P1082",1082.00,3.00,8.00,"IA",41.18,-95.84,"4","B7",811.13,9885.00,0.50,0.90,6.48,1152.58,6.58,,"GEN",
1201.00,"George Neal North","CAP_GEN_P1091",1091.00,3.00,8.00,"IA",42.30,-96.36,"3","B7",513.89,10491.00,0.50,0.90,4.36,1868.09,7.00,,"GEN",
1206.00,"Burlington (IA)","CAP_GEN_P1104",1104.00,3.00,8.00,"IA",40.74,-91.11,"1","C1",191.20,10831.00,0.62,0.90,1.67,577.06,9.27,,"GEN",
87.00,"Cholla","CAP_GEN_P113",113.00,20.00,21.00,"AZ",34.93,-110.30,"1","B3",116.00,10724.00,0.50,0.90,1.00,384.33,10.87,,"GEN",
90.00,"Cholla","CAP_GEN_P113",113.00,20.00,21.00,"AZ",34.93,-110.30,"3","B3",271.00,11048.00,0.50,0.90,2.42,654.67,8.42,,"GEN",
1270.00,"Muscatine Plant #1","CAP_GEN_P1167",1167.00,3.00,8.00,"IA",41.39,-91.05,"7","C1",20.10,8800.00,0.50,0.90,0.14,69.34,10.00,,"GEN",
1271.00,"Muscatine Plant #1","CAP_GEN_P1167",1167.00,3.00,8.00,"IA",41.39,-91.05,"8","C1",25.10,8800.00,0.50,0.90,0.17,82.77,10.00,,"GEN",
1272.00,"Muscatine Plant #1","CAP_GEN_P1167",1167.00,3.00,8.00,"IA",41.39,-91.05,"8A","C1",14.50,8800.00,0.74,0.90,0.10,53.27,10.00,,"GEN",
1273.00,"Muscatine Plant #1","CAP_GEN_P1167",1167.00,3.00,8.00,"IA",41.39,-91.05,"9","C4",160.80,8800.00,0.56,0.90,1.14,550.79,9.22,,"GEN",
97.00,"West Phoenix","CAP_GEN_P117",117.00,20.00,21.00,"AZ",33.44,-112.15,"3B","EC",820.00,10307.00,0.34,0.90,3.93,174.78,3.46,,"GEN",
1323.00,"Riverton","CAP_GEN_P1239",1239.00,18.00,9.00,"KS",37.07,-94.69,"12","EC",266.00,7328.00,0.51,0.90,0.90,9999.00,9999.00,,"GEN",
1330.00,"La Cygne","CAP_GEN_P1241",1241.00,18.00,9.00,"KS",38.34,-94.64,"1","B5",757.80,10861.00,0.50,0.90,6.65,2906.37,7.44,,"GEN",
1334.00,"La Cygne","CAP_GEN_P1241",1241.00,18.00,9.00,"KS",38.34,-94.64,"2","B5",668.80,10639.00,0.51,0.90,5.75,4404.38,7.41,,"GEN",
1344.00,"Lawrence Energy Cent","CAP_GEN_P1250",1250.00,18.00,9.00,"KS",39.00,-95.26,"4","B3",111.30,11672.00,0.56,0.90,1.05,380.02,10.93,,"GEN",
1346.00,"Lawrence Energy Cent","CAP_GEN_P1250",1250.00,18.00,9.00,"KS",39.00,-95.26,"5","B3",374.00,11195.00,0.53,0.90,3.38,809.70,7.65,,"GEN",
114.00,"Cross","CAP_GEN_P130",130.00,14.00,13.00,"SC",33.37,-80.11,"1","C7",580.00,10540.00,0.50,0.90,4.94,1014.13,6.93,,"GEN",
115.00,"Cross","CAP_GEN_P130",130.00,14.00,13.00,"SC",33.37,-80.11,"2","C7",565.00,10506.00,0.50,0.90,4.80,1065.92,6.79,,"GEN",
116.00,"Cross","CAP_GEN_P130",130.00,14.00,13.00,"SC",33.37,-80.11,"3","C7",610.00,9982.00,0.53,0.90,4.92,1049.90,6.78,,"GEN",
1533.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"4","B7",134.00,11417.00,0.50,0.90,1.23,424.62,10.35,,"GEN",
1535.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"5","B7",134.00,11503.00,0.56,0.90,1.24,424.98,10.34,,"GEN",
1538.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"6","B7",134.00,11524.00,0.52,0.90,1.24,433.02,10.25,,"GEN",
1540.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"7","B7",134.00,11462.00,0.51,0.90,1.24,431.19,10.27,,"GEN",
1543.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"8","B7",134.00,11478.00,0.52,0.90,1.24,432.67,10.25,,"GEN",
1546.00,"Shawnee","CAP_GEN_P1379",1379.00,16.00,16.00,"KY",37.15,-88.77,"9","B7",134.00,11479.00,0.56,0.90,1.24,430.89,10.27,,"GEN",
1557.00,"Cooper","CAP_GEN_P1384",1384.00,11.00,16.00,"KY",36.99,-84.59,"1","CX",116.00,10815.00,0.50,0.90,1.01,364.58,11.16,,"GEN",
1559.00,"Cooper","CAP_GEN_P1384",1384.00,11.00,16.00,"KY",36.99,-84.59,"2","B7",225.00,10903.00,0.50,0.90,1.98,549.80,9.14,,"GEN",
