"IGRP","PLANT_NAME","SITE_NAME","PLANT_CODE","EMM_REGION","FuelRegion","STATE","LAT","LON","UNIT_ID","ECPT","SCAP","HeatRate","CF","R_CO2","CO2_EMIS","CAP_COST","VAR_COST","ACTIVE","SOURCE_TYPE","HR_ADJ"
1568.00,"R S Nelson","CAP_GEN_P1393",1393.00,6.00,18.00,"LA",30.28,-93.29,"6","C1",523.99,11851.00,0.50,0.90,5.02,1073.15,6.72,,"GEN",
1574.00,"Coughlin Power Stati","CAP_GEN_P1396",1396.00,6.00,18.00,"LA",30.84,-92.26,"6","EC",736.30,7670.00,0.99,0.90,2.62,109.02,2.39,,"GEN",
1585.00,"Nine Mile Point","CAP_GEN_P1403",1403.00,6.00,18.00,"LA",29.94,-90.14,"6B","EC",336.00,7292.00,0.61,0.90,1.14,420.45,10.00,,"GEN",
1586.00,"Nine Mile Point","CAP_GEN_P1403",1403.00,6.00,18.00,"LA",29.94,-90.14,"6C","EC",554.90,7292.00,0.61,0.90,1.88,616.81,10.00,,"GEN",
131.00,"Kyrene","CAP_GEN_P147",147.00,20.00,21.00,"AZ",33.35,-111.93,"KY7","EC",254.00,7339.00,0.54,0.90,0.86,183.66,2.74,,"GEN",
1655.00,"Herbert A Wagner","CAP_GEN_P1554",1554.00,10.00,10.00,"MD",39.17,-76.52,"3","C1",305.00,12782.00,0.50,0.90,3.15,648.09,8.23,,"GEN",
1678.00,"Morgantown Generatin","CAP_GEN_P1573",1573.00,10.00,10.00,"MD",38.35,-76.97,"ST1","C7",596.00,10641.00,0.50,0.90,5.12,1067.55,6.72,,"GEN",
1680.00,"Morgantown Generatin","CAP_GEN_P1573",1573.00,10.00,10.00,"MD",38.35,-76.97,"ST2","C7",609.00,10465.00,0.50,0.90,5.15,1043.29,6.80,,"GEN",
1688.00,"Mystic Generating St","CAP_GEN_P1588",1588.00,7.00,1.00,"MA",42.39,-71.06,"GT82","EC",1413.60,7530.00,0.24,0.90,4.95,242.16,2.35,,"GEN",
1691.00,"Kendall Square Stati","CAP_GEN_P1595",1595.00,7.00,1.00,"MA",42.36,-71.07,"3","EC",22.90,10007.00,0.64,0.90,0.10,32.74,2.92,,"GEN",
1823.00,"Monroe (MI)","CAP_GEN_P1733",1733.00,5.00,5.00,"MI",41.89,-83.34,"4","C7",762.00,10409.00,0.56,0.90,6.41,1498.33,7.34,,"GEN",
1840.00,"St Clair","CAP_GEN_P1743",1743.00,5.00,5.00,"MI",42.76,-82.47,"2","C1",154.00,11733.00,0.50,0.90,1.46,464.02,9.91,,"GEN",
1841.00,"St Clair","CAP_GEN_P1743",1743.00,5.00,5.00,"MI",42.76,-82.47,"3","C1",160.00,11725.00,0.50,0.90,1.51,482.58,9.72,,"GEN",
1843.00,"St Clair","CAP_GEN_P1743",1743.00,5.00,5.00,"MI",42.76,-82.47,"6","C1",311.00,11575.00,0.50,0.90,2.91,678.43,8.28,,"GEN",
1844.00,"St Clair","CAP_GEN_P1743",1743.00,5.00,5.00,"MI",42.76,-82.47,"7","C1",440.00,10967.00,0.50,0.90,3.90,875.24,7.39,,"GEN",
1848.00,"Trenton Channel","CAP_GEN_P1745",1745.00,5.00,5.00,"MI",42.12,-83.18,"9","C1",495.00,11521.00,0.50,0.90,4.61,946.95,7.14,,"GEN",
1907.00,"Erickson Station","CAP_GEN_P1832",1832.00,5.00,5.00,"MI",42.69,-84.65,"1","C1",154.50,11274.00,0.53,0.90,1.40,520.97,9.40,,"GEN",
1958.00,"Clay Boswell","CAP_GEN_P1893",1893.00,3.00,7.00,"MN",47.26,-93.65,"3","B5",352.00,10743.00,0.62,0.90,3.05,772.37,7.82,,"GEN",
1960.00,"Clay Boswell","CAP_GEN_P1893",1893.00,3.00,7.00,"MN",47.26,-93.65,"4","B7",585.00,10746.00,0.66,0.90,5.08,892.48,6.91,,"GEN",
1974.00,"Black Dog","CAP_GEN_P1904",1904.00,3.00,7.00,"MN",44.81,-93.25,"2","EC",117.00,7450.00,0.45,0.90,0.40,148.22,2.71,,"GEN",
1977.00,"Black Dog","CAP_GEN_P1904",1904.00,3.00,7.00,"MN",44.81,-93.25,"5","EC",165.00,7450.00,0.45,0.90,0.57,218.93,2.71,,"GEN",
1981.00,"High Bridge","CAP_GEN_P1912",1912.00,3.00,7.00,"MN",44.93,-93.11,"9","EC",530.00,7050.00,0.55,0.90,1.73,172.40,2.12,,"GEN",
1985.00,"Allen S King","CAP_GEN_P1915",1915.00,3.00,7.00,"MN",45.03,-92.77,"1","B7",511.00,10029.00,0.50,0.90,4.14,932.13,7.19,,"GEN",
1991.00,"Riverside (MN)","CAP_GEN_P1927",1927.00,3.00,7.00,"MN",45.02,-93.27,"10","EC",147.00,7267.00,0.51,0.90,0.49,161.80,2.07,,"GEN",
1993.00,"Riverside (MN)","CAP_GEN_P1927",1927.00,3.00,7.00,"MN",45.02,-93.27,"9","EC",307.00,7267.00,0.51,0.90,1.03,161.80,2.07,,"GEN",
2027.00,"Hibbing","CAP_GEN_P1979",1979.00,3.00,7.00,"MN",47.42,-92.93,"3","C1",10.00,8800.00,0.50,0.90,0.07,39.29,10.00,,"GEN",
2028.00,"Hibbing","CAP_GEN_P1979",1979.00,3.00,7.00,"MN",47.42,-92.93,"5","C1",19.50,8800.00,0.50,0.90,0.13,67.68,10.00,,"GEN",
2029.00,"Hibbing","CAP_GEN_P1979",1979.00,3.00,7.00,"MN",47.42,-92.93,"6","C1",1.00,8800.00,0.50,0.90,7.11769872958258e-03,5.50,10.00,,"GEN",
2254.00,"Thomas Hill","CAP_GEN_P2168",2168.00,4.00,9.00,"MO",39.55,-92.63,"1","C1",165.00,9816.00,0.81,0.90,1.31,467.55,9.48,,"GEN",
2255.00,"Thomas Hill","CAP_GEN_P2168",2168.00,4.00,9.00,"MO",39.55,-92.63,"2","C1",269.00,9894.00,0.73,0.90,2.15,685.25,8.26,,"GEN",
2256.00,"Thomas Hill","CAP_GEN_P2168",2168.00,4.00,9.00,"MO",39.55,-92.63,"3","C1",701.00,9846.00,0.80,0.90,5.58,1493.17,7.51,,"GEN",
2315.00,"Lon Wright","CAP_GEN_P2240",2240.00,19.00,8.00,"NE",41.42,-96.46,"6","B1",15.50,12326.00,0.50,0.90,0.15,56.24,10.00,,"GEN",
2316.00,"Lon Wright","CAP_GEN_P2240",2240.00,19.00,8.00,"NE",41.42,-96.46,"7","B1",21.00,12183.00,0.50,0.90,0.20,71.82,10.00,,"GEN",
2317.00,"Lon Wright","CAP_GEN_P2240",2240.00,19.00,8.00,"NE",41.42,-96.46,"8","C1",82.00,12031.00,0.50,0.90,0.79,335.83,11.64,,"GEN",
2341.00,"Sheldon","CAP_GEN_P2277",2277.00,19.00,8.00,"NE",40.55,-96.78,"1","B1",104.00,11750.00,0.50,0.90,0.98,364.76,10.89,,"GEN",
2342.00,"Sheldon","CAP_GEN_P2277",2277.00,19.00,8.00,"NE",40.55,-96.78,"2","B1",115.00,11752.00,0.50,0.90,1.09,411.99,10.29,,"GEN",
2348.00,"North Omaha","CAP_GEN_P2291",2291.00,19.00,8.00,"NE",41.32,-95.94,"4","C1",120.10,10643.00,0.69,0.90,1.03,448.12,10.08,,"GEN",
2349.00,"North Omaha","CAP_GEN_P2291",2291.00,19.00,8.00,"NE",41.32,-95.94,"5","C1",216.20,10968.00,0.62,0.90,1.91,576.57,8.93,,"GEN",
2382.00,"Clark (NVE)","CAP_GEN_P2322",2322.00,25.00,20.00,"NV",36.08,-115.05,"10","EC",85.00,9303.00,0.13,0.90,0.36,102.43,2.08,,"GEN",
2384.00,"Clark (NVE)","CAP_GEN_P2322",2322.00,25.00,20.00,"NV",36.08,-115.05,"9","EC",85.00,9303.00,0.13,0.90,0.36,102.43,2.08,,"GEN",
2386.00,"Clark (NVE)","CAP_GEN_P2322",2322.00,25.00,20.00,"NV",36.08,-115.05,"GT5","EC",292.00,9303.00,0.13,0.90,1.26,87.97,2.08,,"GEN",
2394.00,"Tracy","CAP_GEN_P2336",2336.00,25.00,20.00,"NV",39.56,-119.52,"10","EC",263.00,7724.00,0.66,0.90,0.94,415.50,2.80,,"GEN",
2396.00,"Tracy","CAP_GEN_P2336",2336.00,25.00,20.00,"NV",39.56,-119.52,"4","EC",394.00,7724.00,0.66,0.90,1.41,94.79,2.80,,"GEN",
2421.00,"Merrimack","CAP_GEN_P2364",2364.00,7.00,1.00,"NH",43.14,-71.46,"1","C7",108.00,11621.00,0.50,0.90,1.01,345.11,11.24,,"GEN",
2423.00,"Merrimack","CAP_GEN_P2364",2364.00,7.00,1.00,"NH",43.14,-71.46,"2","C7",330.50,11362.00,0.50,0.90,3.03,728.18,7.94,,"GEN",
2426.00,"Schiller","CAP_GEN_P2367",2367.00,7.00,1.00,"NH",43.09,-70.78,"4","C1",47.50,18084.00,0.50,0.90,0.69,135.84,10.00,,"GEN",
2714.00,"Asheville","CAP_GEN_P2706",2706.00,14.00,13.00,"NC",35.47,-82.54,"ST6","EC",170.00,7050.00,0.73,0.90,0.55,244.99,10.00,,"GEN",
2726.00,"Roxboro","CAP_GEN_P2712",2712.00,14.00,13.00,"NC",36.48,-79.07,"1","C7",379.00,10629.00,0.50,0.90,3.25,794.27,7.86,,"GEN",
2728.00,"Roxboro","CAP_GEN_P2712",2712.00,14.00,13.00,"NC",36.48,-79.07,"2","C7",668.00,10748.00,0.50,0.90,5.80,1068.84,6.78,,"GEN",
2730.00,"Roxboro","CAP_GEN_P2712",2712.00,14.00,13.00,"NC",36.48,-79.07,"3","C7",694.00,10649.00,0.50,0.90,5.97,1119.24,6.65,,"GEN",
2732.00,"Roxboro","CAP_GEN_P2712",2712.00,14.00,13.00,"NC",36.48,-79.07,"4","C7",698.00,10595.00,0.50,0.90,5.98,1120.19,6.65,,"GEN",
2744.00,"G G Allen","CAP_GEN_P2718",2718.00,14.00,13.00,"NC",35.19,-81.01,"1","C4",162.00,11385.00,0.50,0.90,1.49,473.90,9.81,,"GEN",
2746.00,"G G Allen","CAP_GEN_P2718",2718.00,14.00,13.00,"NC",35.19,-81.01,"2","C4",162.00,11101.00,0.50,0.90,1.45,473.75,9.81,,"GEN",
2748.00,"G G Allen","CAP_GEN_P2718",2718.00,14.00,13.00,"NC",35.19,-81.01,"3","H4",258.00,10843.00,0.50,0.90,2.26,593.54,8.81,,"GEN",
2750.00,"G G Allen","CAP_GEN_P2718",2718.00,14.00,13.00,"NC",35.19,-81.01,"4","H4",257.00,11412.00,0.50,0.90,2.37,615.28,8.67,,"GEN",
2752.00,"G G Allen","CAP_GEN_P2718",2718.00,14.00,13.00,"NC",35.19,-81.01,"5","C4",259.00,11163.00,0.50,0.90,2.33,645.85,8.47,,"GEN",
2760.00,"Buck","CAP_GEN_P2720",2720.00,14.00,13.00,"NC",35.71,-80.37,"ST10","EC",668.00,7086.00,0.76,0.90,2.20,280.01,1.99,,"GEN",
2765.00,"James E. Rogers Ener","CAP_GEN_P2721",2721.00,14.00,13.00,"NC",35.22,-81.75,"5","C7",544.00,9779.00,0.50,0.90,4.30,959.03,7.10,,"GEN",
2767.00,"James E. Rogers Ener","CAP_GEN_P2721",2721.00,14.00,13.00,"NC",35.22,-81.75,"6","B5",844.00,9287.00,0.59,0.90,6.33,7873.22,9999.00,,"GEN",
2773.00,"Dan River","CAP_GEN_P2723",2723.00,14.00,13.00,"NC",36.48,-79.72,"CT9","EC",662.00,7133.00,0.75,0.90,2.19,160.57,1.98,,"GEN",
2775.00,"Marshall (NC)","CAP_GEN_P2727",2727.00,14.00,13.00,"NC",35.59,-80.96,"1","C4",370.00,9852.00,0.50,0.90,2.94,759.46,7.87,,"GEN",
2777.00,"Marshall (NC)","CAP_GEN_P2727",2727.00,14.00,13.00,"NC",35.59,-80.96,"2","C4",370.00,9862.00,0.50,0.90,2.95,753.03,7.90,,"GEN",
2780.00,"Marshall (NC)","CAP_GEN_P2727",2727.00,14.00,13.00,"NC",35.59,-80.96,"3","C7",658.00,9658.00,0.50,0.90,5.14,1070.88,6.78,,"GEN",
2783.00,"Marshall (NC)","CAP_GEN_P2727",2727.00,14.00,13.00,"NC",35.59,-80.96,"4","C4",660.00,9639.00,0.57,0.90,5.14,1056.78,6.81,,"GEN",
2929.00,"Kyger Creek","CAP_GEN_P2876",2876.00,11.00,4.00,"OH",38.91,-82.12,"4","C7",192.20,10678.00,0.64,0.90,1.65,505.93,9.50,,"GEN",
2931.00,"Kyger Creek","CAP_GEN_P2876",2876.00,11.00,4.00,"OH",38.91,-82.12,"5","C7",192.20,10760.00,0.63,0.90,1.67,524.34,9.34,,"GEN",
2947.00,"Dover","CAP_GEN_P2914",2914.00,11.00,4.00,"OH",40.52,-81.46,"3","H1",8.00,19842.00,0.50,0.90,0.12,32.65,10.00,,"GEN",
2948.00,"Dover","CAP_GEN_P2914",2914.00,11.00,4.00,"OH",40.52,-81.46,"4","B1",15.20,16636.00,0.50,0.90,0.20,55.35,10.00,,"GEN",
2958.00,"Orrville","CAP_GEN_P2935",2935.00,11.00,4.00,"OH",40.85,-81.76,"10","C1",23.00,15668.00,0.50,0.90,0.29,77.22,10.00,,"GEN",
2960.00,"Orrville","CAP_GEN_P2935",2935.00,11.00,4.00,"OH",40.85,-81.76,"7","C1",5.00,19842.00,0.50,0.90,0.08,22.02,10.00,,"GEN",
2961.00,"Orrville","CAP_GEN_P2935",2935.00,11.00,4.00,"OH",40.85,-81.76,"8","C1",7.50,19842.00,0.50,0.90,0.12,30.94,10.00,,"GEN",
2962.00,"Orrville","CAP_GEN_P2935",2935.00,11.00,4.00,"OH",40.85,-81.76,"9","C1",20.00,15720.00,0.50,0.90,0.25,69.07,10.00,,"GEN",
2963.00,"Painesville","CAP_GEN_P2936",2936.00,11.00,4.00,"OH",41.72,-81.25,"3","C1",7.00,19842.00,0.50,0.90,0.11,29.21,10.00,,"GEN",
2964.00,"Painesville","CAP_GEN_P2936",2936.00,11.00,4.00,"OH",41.72,-81.25,"5","C1",15.50,17850.00,0.50,0.90,0.22,56.24,10.00,,"GEN",
2965.00,"Painesville","CAP_GEN_P2936",2936.00,11.00,4.00,"OH",41.72,-81.25,"7","C1",17.50,16949.00,0.50,0.90,0.23,62.04,10.00,,"GEN",
2966.00,"Painesville","CAP_GEN_P2936",2936.00,11.00,4.00,"OH",41.72,-81.25,"ST2","C1",7.00,19842.00,0.50,0.90,0.11,29.21,10.00,,"GEN",
2984.00,"Muskogee","CAP_GEN_P2952",2952.00,17.00,18.00,"OK",35.76,-95.28,"6","C1",503.00,11259.00,0.50,0.90,4.58,1002.70,6.98,,"GEN",
2991.00,"Northeastern","CAP_GEN_P2963",2963.00,17.00,18.00,"OK",36.43,-95.70,"1","EC",444.00,7959.00,0.45,0.90,1.64,138.20,2.18,,"GEN",
2993.00,"Northeastern","CAP_GEN_P2963",2963.00,17.00,18.00,"OK",36.43,-95.70,"3","B7",460.00,10520.00,0.53,0.90,3.91,903.82,7.29,,"GEN",
261.00,"Limestone","CAP_GEN_P298",298.00,1.00,18.00,"TX",31.42,-96.25,"1","C4",831.00,10830.00,0.50,0.90,7.27,1637.05,7.07,,"GEN",
262.00,"Limestone","CAP_GEN_P298",298.00,1.00,18.00,"TX",31.42,-96.25,"2","C4",858.00,10799.00,0.55,0.90,7.49,1704.61,6.95,,"GEN",
4.00,"Barry","CAP_GEN_P3",3.00,15.00,17.00,"AL",31.00,-88.01,"4","C1",362.00,10168.00,0.50,0.90,2.97,756.60,7.88,,"GEN",
3214.00,"Hunlock Power Statio","CAP_GEN_P3176",3176.00,10.00,3.00,"PA",41.20,-76.07,"3","EC",125.50,8272.00,0.31,0.90,0.48,191.47,10.00,,"GEN",
3222.00,"Manchester Street","CAP_GEN_P3236",3236.00,7.00,1.00,"RI",41.81,-71.40,"G10A","EC",471.00,8034.00,0.32,0.90,1.76,167.29,3.23,,"GEN",
3252.00,"W S Lee","CAP_GEN_P3264",3264.00,14.00,13.00,"SC",34.60,-82.43,"ST10","EC",786.00,7050.00,0.79,0.90,2.57,797.46,10.00,,"GEN",
3277.00,"Urquhart","CAP_GEN_P3295",3295.00,14.00,13.00,"SC",33.43,-81.91,"1","EC",128.00,7986.00,0.47,0.90,0.47,86.90,2.71,,"GEN",
3279.00,"Urquhart","CAP_GEN_P3295",3295.00,14.00,13.00,"SC",33.43,-81.91,"CT1","EC",330.00,7986.00,0.47,0.90,1.22,219.98,2.71,,"GEN",
3281.00,"Wateree","CAP_GEN_P3297",3297.00,14.00,13.00,"SC",33.82,-80.62,"1","B5",342.00,10344.00,0.50,0.90,2.86,734.48,7.99,,"GEN",
3283.00,"Wateree","CAP_GEN_P3297",3297.00,14.00,13.00,"SC",33.82,-80.62,"2","B5",342.00,10271.00,0.50,0.90,2.84,733.46,8.00,,"GEN",
3286.00,"Williams","CAP_GEN_P3298",3298.00,14.00,13.00,"SC",33.01,-79.93,"ST1","C7",605.00,10054.00,0.50,0.90,4.91,1019.35,6.92,,"GEN",
3318.00,"Allen","CAP_GEN_P3393",3393.00,16.00,16.00,"TN",35.07,-90.14,"CTG2","EC",623.80,7050.00,0.45,0.90,2.04,673.06,10.00,,"GEN",
3320.00,"Allen","CAP_GEN_P3393",3393.00,16.00,16.00,"TN",35.07,-90.14,"STG1","EC",428.30,7050.00,0.45,0.90,1.40,506.99,10.00,,"GEN",
3323.00,"Bull Run","CAP_GEN_P3396",3396.00,16.00,16.00,"TN",36.02,-84.15,"1","C7",865.00,9896.00,0.50,0.90,6.92,1518.26,7.30,,"GEN",
3327.00,"Cumberland (TN)","CAP_GEN_P3399",3399.00,16.00,16.00,"TN",36.39,-87.65,"1","C7",1239.00,10155.00,0.50,0.90,10.17,1923.43,6.61,,"GEN",
3329.00,"Cumberland (TN)","CAP_GEN_P3399",3399.00,16.00,16.00,"TN",36.39,-87.65,"2","C7",1231.00,10168.00,0.50,0.90,10.12,1983.81,6.52,,"GEN",
3333.00,"Gallatin (TN)","CAP_GEN_P3403",3403.00,16.00,16.00,"TN",36.31,-86.40,"1","C1",225.00,10997.00,0.52,0.90,2.00,571.70,8.97,,"GEN",
3334.00,"Gallatin (TN)","CAP_GEN_P3403",3403.00,16.00,16.00,"TN",36.31,-86.40,"2","C1",225.00,10937.00,0.50,0.90,1.99,576.70,8.93,,"GEN",
3335.00,"Gallatin (TN)","CAP_GEN_P3403",3403.00,16.00,16.00,"TN",36.31,-86.40,"3","C1",263.00,10998.00,0.50,0.90,2.33,641.00,8.50,,"GEN",
3336.00,"Gallatin (TN)","CAP_GEN_P3403",3403.00,16.00,16.00,"TN",36.31,-86.40,"4","C1",263.00,10879.00,0.50,0.90,2.31,645.71,8.47,,"GEN",
3343.00,"John Sevier","CAP_GEN_P3405",3405.00,16.00,16.00,"TN",36.37,-82.96,"STG1","EC",878.00,7085.00,0.60,0.90,2.89,384.39,2.22,,"GEN",
3355.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"1","C7",132.00,11376.00,0.50,0.90,1.21,436.20,10.21,,"GEN",
3357.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"2","C7",132.00,11426.00,0.50,0.90,1.21,437.85,10.19,,"GEN",
3359.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"3","C7",132.00,11478.00,0.50,0.90,1.22,436.50,10.21,,"GEN",
3361.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"4","C7",132.00,11406.00,0.50,0.90,1.21,436.69,10.21,,"GEN",
3363.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"5","C7",174.00,11420.00,0.50,0.90,1.60,519.23,9.39,,"GEN",
3366.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"6","C7",174.00,11415.00,0.50,0.90,1.60,516.35,9.41,,"GEN",
3369.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"7","C7",174.00,11407.00,0.50,0.90,1.60,518.99,9.39,,"GEN",
3372.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"8","C7",174.00,11413.00,0.50,0.90,1.60,522.11,9.36,,"GEN",
3375.00,"Kingston","CAP_GEN_P3407",3407.00,16.00,16.00,"TN",35.89,-84.51,"9","C7",174.00,11527.00,0.50,0.90,1.62,520.38,9.38,,"GEN",
3401.00,"Nueces Bay","CAP_GEN_P3441",3441.00,1.00,18.00,"TX",27.81,-97.41,"7","EC",633.00,7556.00,0.26,0.90,2.22,385.83,2.33,,"GEN",
3403.00,"Victoria","CAP_GEN_P3443",3443.00,1.00,18.00,"TX",28.78,-97.01,"5","EC",288.00,7871.00,0.35,0.90,1.05,153.64,2.56,,"GEN",
3408.00,"Newman","CAP_GEN_P3456",3456.00,20.00,18.00,"TX",31.98,-106.43,"4","EC",351.00,9108.00,0.46,0.90,1.48,119.83,2.61,,"GEN",
3410.00,"Newman","CAP_GEN_P3456",3456.00,20.00,18.00,"TX",31.98,-106.43,"CT1","EC",138.00,9108.00,0.46,0.90,0.58,103.95,2.61,,"GEN",
3420.00,"T H Wharton","CAP_GEN_P3469",3469.00,1.00,18.00,"TX",29.94,-95.53,"3","EC",664.00,9689.00,0.12,0.90,2.99,137.92,2.21,,"GEN",
3423.00,"W A Parish","CAP_GEN_P3470",3470.00,1.00,18.00,"TX",29.48,-95.63,"5","B1",664.00,10679.00,0.62,0.90,5.73,1156.69,6.56,,"GEN",
3424.00,"W A Parish","CAP_GEN_P3470",3470.00,1.00,18.00,"TX",29.48,-95.63,"6","B1",663.00,10647.00,0.53,0.90,5.70,1141.62,6.57,,"GEN",
3425.00,"W A Parish","CAP_GEN_P3470",3470.00,1.00,18.00,"TX",29.48,-95.63,"7","B1",577.00,10708.00,0.66,0.90,4.99,991.76,7.00,,"GEN",
3426.00,"W A Parish","CAP_GEN_P3470",3470.00,1.00,18.00,"TX",29.48,-95.63,"8","B5",610.00,10671.00,0.62,0.90,5.26,1074.33,6.77,,"GEN",
3670.00,"John E Amos","CAP_GEN_P3935",3935.00,11.00,11.00,"WV",38.47,-81.82,"2","C7",800.00,9918.00,0.50,0.90,6.41,1453.93,7.44,,"GEN",
3672.00,"John E Amos","CAP_GEN_P3935",3935.00,11.00,11.00,"WV",38.47,-81.82,"3","C7",1300.00,10009.00,0.50,0.90,10.52,2008.87,6.49,,"GEN",
3684.00,"FirstEnergy Fort Mar","CAP_GEN_P3943",3943.00,11.00,11.00,"WV",39.71,-79.92,"1","C4",552.00,10441.00,0.60,0.90,4.66,994.24,6.99,,"GEN",
3686.00,"FirstEnergy Fort Mar","CAP_GEN_P3943",3943.00,11.00,11.00,"WV",39.71,-79.92,"2","C4",546.00,10470.00,0.61,0.90,4.62,1008.15,6.95,,"GEN",
3688.00,"FirstEnergy Harrison","CAP_GEN_P3944",3944.00,11.00,11.00,"WV",39.38,-80.33,"1","C7",652.00,10114.00,0.69,0.90,5.33,1076.81,6.76,,"GEN",
3689.00,"FirstEnergy Harrison","CAP_GEN_P3944",3944.00,11.00,11.00,"WV",39.38,-80.33,"2","C7",651.00,10049.00,0.73,0.90,5.29,1050.85,6.83,,"GEN",
3690.00,"FirstEnergy Harrison","CAP_GEN_P3944",3944.00,11.00,11.00,"WV",39.38,-80.33,"3","C7",651.00,10067.00,0.72,0.90,5.30,1075.26,6.76,,"GEN",
3698.00,"Mitchell (WV)","CAP_GEN_P3948",3948.00,11.00,11.00,"WV",39.83,-80.81,"1","C7",770.00,10574.00,0.50,0.90,6.58,1424.97,7.51,,"GEN",
3704.00,"Mitchell (WV)","CAP_GEN_P3948",3948.00,11.00,11.00,"WV",39.83,-80.81,"2","C7",790.00,10374.00,0.50,0.90,6.62,1474.74,7.39,,"GEN",
3710.00,"Mt Storm","CAP_GEN_P3954",3954.00,13.00,11.00,"WV",39.20,-79.26,"1","C7",554.00,10405.00,0.50,0.90,4.66,969.98,7.24,,"GEN",
3712.00,"Mt Storm","CAP_GEN_P3954",3954.00,13.00,11.00,"WV",39.20,-79.26,"2","C7",555.00,10305.00,0.50,0.90,4.62,952.95,7.12,,"GEN",
3714.00,"Mt Storm","CAP_GEN_P3954",3954.00,13.00,11.00,"WV",39.20,-79.26,"3","C7",520.00,10625.00,0.50,0.90,4.46,974.23,7.10,,"GEN",
354.00,"Harbor","CAP_GEN_P399",399.00,22.00,23.00,"CA",33.77,-118.26,"10B","EC",146.00,11701.00,0.03,0.90,0.79,117.24,2.67,,"GEN",
355.00,"Harbor","CAP_GEN_P399",399.00,22.00,23.00,"CA",33.77,-118.26,"5","EC",56.00,11701.00,0.03,0.90,0.30,95.26,2.67,,"GEN",
358.00,"Haynes","CAP_GEN_P400",400.00,22.00,23.00,"CA",33.76,-118.09,"10","EC",162.50,7141.00,0.52,0.90,0.53,144.25,2.04,,"GEN",
361.00,"Haynes","CAP_GEN_P400",400.00,22.00,23.00,"CA",33.76,-118.09,"8","EC",235.00,7141.00,0.52,0.90,0.78,214.55,2.04,,"GEN",
362.00,"Haynes","CAP_GEN_P400",400.00,22.00,23.00,"CA",33.76,-118.09,"9","EC",162.50,7141.00,0.52,0.90,0.53,144.25,2.04,,"GEN",
367.00,"Scattergood","CAP_GEN_P404",404.00,22.00,23.00,"CA",33.91,-118.42,"4","EC",313.00,7175.00,0.55,0.90,1.04,397.85,10.00,,"GEN",
458.00,"Cherokee","CAP_GEN_P469",469.00,24.00,20.00,"CO",39.80,-104.96,"7","EC",576.00,7154.00,0.54,0.90,1.91,634.28,10.00,,"GEN",
459.00,"Comanche (CO)","CAP_GEN_P470",470.00,24.00,20.00,"CO",38.20,-104.57,"1","B7",325.00,11141.00,0.71,0.90,2.92,719.34,8.07,,"GEN",
461.00,"Comanche (CO)","CAP_GEN_P470",470.00,24.00,20.00,"CO",38.20,-104.57,"2","B7",335.00,10942.00,0.71,0.90,2.96,730.24,8.01,,"GEN",
463.00,"Comanche (CO)","CAP_GEN_P470",470.00,24.00,20.00,"CO",38.20,-104.57,"3","B7",749.99,10500.00,0.57,0.90,6.36,1472.20,7.40,,"GEN",
3900.00,"Thomas C Ferguson","CAP_GEN_P4937",4937.00,1.00,18.00,"TX",30.55,-98.37,"STG","EC",515.97,7050.00,0.71,0.90,1.69,9999.00,9999.00,,"GEN",
3902.00,"Barney M Davis","CAP_GEN_P4939",4939.00,1.00,18.00,"TX",27.60,-97.31,"2","EC",633.00,7688.00,0.23,0.90,2.26,374.02,2.33,,"GEN",
5709.00,"Pittsfield Generatin","CAP_GEN_P50002",50002.00,7.00,1.00,"MA",42.45,-73.21,"GEN3","EC",110.10,9330.00,0.04,0.90,0.47,60.63,3.05,,"GEN",
5710.00,"Pittsfield Generatin","CAP_GEN_P50002",50002.00,7.00,1.00,"MA",42.45,-73.21,"GEN4","EC",47.60,9330.00,0.04,0.90,0.20,84.89,3.05,,"GEN",
5712.00,"Linden Cogen Plant","CAP_GEN_P50006",50006.00,8.00,2.00,"NJ",40.63,-74.21,"GTG2","EC",654.80,9464.00,0.66,0.90,2.88,121.92,2.87,,"GEN",
5713.00,"Linden Cogen Plant","CAP_GEN_P50006",50006.00,8.00,2.00,"NJ",40.63,-74.21,"STG1","EC",296.30,9464.00,0.66,0.90,1.30,121.92,2.87,,"GEN",
5734.00,"Paris Energy Center","CAP_GEN_P50109",50109.00,1.00,18.00,"TX",33.69,-95.55,"GEN2","EC",158.00,8936.00,0.19,0.90,0.65,133.87,2.59,,"GEN",
5735.00,"Paris Energy Center","CAP_GEN_P50109",50109.00,1.00,18.00,"TX",33.69,-95.55,"GEN3","EC",78.00,8936.00,0.19,0.90,0.32,127.34,2.59,,"GEN",
