PLANT_NAME,EMM_REGION,PLANT_CODE,STATE,LAT,LON,UID,IGRP,SUM_CAP,HEATRATE,CF,FuelRegion,GROUP,CCSROV,CCSF,CCSV,CCSHR,old22emm
Union Power Partners,6,55380,AR,92.589,-33.296,STG2,6716,215,7338,0.421,99,Gas,726.1,0,2.66,8637,12
Union Power Partners,6,55380,AR,92.589,-33.296,STG3,6716,215,7338,0.421,99,Gas,717.1,0,2.67,8637,12
Union Power Partners,6,55380,AR,92.589,-33.296,STG4,6716,215,7338,0.421,99,Gas,712.9,0,2.68,8637,12
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,1GT1,6718,175,7480,0.271,99,Gas,789.7,0,3.08,8834.4,15
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,1GT2,6718,175,7480,0.271,99,Gas,801.7,0,3.09,8834.4,15
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,1STG,6718,293,7480,0.271,99,Gas,789.7,0,3.08,8834.4,15
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,2GT1,6718,175,7480,0.271,99,Gas,789.7,0,3.08,8834.4,15
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,2GT2,6718,175,7480,0.271,99,Gas,801.7,0,3.09,8834.4,15
Thomas A Smith Energ,16,55382,GA,84.918,-34.709,2STG,6718,293,7480,0.271,99,Gas,801.7,0,3.09,8834.4,15
Columbia Energy Cent,14,55386,SC,81.018,-33.87,CT1,6719,151.5,8159,0.146,99,Gas,704.7,0,3.27,9797.3,16
Columbia Energy Cent,14,55386,SC,81.018,-33.87,CT2,6720,151.5,8159,0.146,99,Gas,704.7,0,3.27,9797.3,16
Columbia Energy Cent,14,55386,SC,81.018,-33.87,ST1,6721,240,8159,0.146,99,Gas,704.7,0,3.27,9797.3,16
Metcalf Energy Cente,21,55393,CA,121.746,-37.221,CTG1,6724,172,7175,0.526,99,Gas,630,0,2.66,8412,20
Metcalf Energy Cente,21,55393,CA,121.746,-37.221,CTG2,6724,172,7175,0.526,99,Gas,630,0,2.66,8412,20
Metcalf Energy Cente,21,55393,CA,121.746,-37.221,STG1,6724,202.1,7175,0.526,99,Gas,630,0,2.66,8412,20
Washington Energy Fa,11,55397,OH,81.656,-39.58,CT1,6727,179,7220,0.717,99,Gas,629.2,0,2.58,8474,11
Washington Energy Fa,11,55397,OH,81.656,-39.58,CT2,6727,179,7220,0.717,99,Gas,629.2,0,2.58,8474,11
Washington Energy Fa,11,55397,OH,81.656,-39.58,ST1,6727,303,7220,0.717,99,Gas,629.2,0,2.58,8474,11
Elk Hills Power LLC,21,55400,CA,119.471,-35.28,CTG1,6729,156,7279,0.842,99,Gas,1255,0,5.39,8555.4,20
Elk Hills Power LLC,21,55400,CA,119.471,-35.28,CTG2,6729,156,7279,0.842,99,Gas,1255,0,5.39,8555.4,20
Elk Hills Power LLC,21,55400,CA,119.471,-35.28,STG,6729,213,7279,0.842,99,Gas,1255,0,5.39,8555.4,20
Carville Energy LLC,6,55404,LA,91.065,-30.229,CTG1,6732,170,8599,0.578,99,Gas,676.1,0,3.29,10438.7,12
Carville Energy LLC,6,55404,LA,91.065,-30.229,CTG2,6732,170,8599,0.578,99,Gas,676.1,0,3.29,10438.7,12
Carville Energy LLC,6,55404,LA,91.065,-30.229,STG,6732,185,8599,0.578,99,Gas,676.1,0,3.29,10438.7,12
Athens Generating Pl,9,55405,NY,73.849,-42.273,CT1,6733,219.7,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Athens Generating Pl,9,55405,NY,73.849,-42.273,CT2,6733,216.6,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Athens Generating Pl,9,55405,NY,73.849,-42.273,CT3,6733,213.4,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Athens Generating Pl,9,55405,NY,73.849,-42.273,ST1,6733,104.8,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Athens Generating Pl,9,55405,NY,73.849,-42.273,ST2,6733,107.2,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Athens Generating Pl,9,55405,NY,73.849,-42.273,ST3,6733,107.2,7234,0.385,99,Gas,730.8,0,3.03,8493.3,8
Effingham County Pow,15,55406,GA,81.284,-32.277,STG,6734,176,7211,0.438,99,Gas,662.5,0,2.7,8461.6,14
Effingham County Pow,15,55406,GA,81.284,-32.277,UNT1,6734,169,7211,0.438,99,Gas,662.5,0,2.7,8461.6,14
Effingham County Pow,15,55406,GA,81.284,-32.277,UNT2,6734,164,7211,0.438,99,Gas,662.5,0,2.7,8461.6,14
Hillabee Energy Cent,15,55411,AL,85.903,-33.001,HEC1,6736,220.5,7050,0.692,99,Gas,769.4,0,2.82,8240.7,14
Hillabee Energy Cent,15,55411,AL,85.903,-33.001,HEC2,6736,220.5,7050,0.692,99,Gas,769.4,0,2.82,8240.7,14
Hillabee Energy Cent,15,55411,AL,85.903,-33.001,HECS,6736,280.8,7050,0.692,99,Gas,769.4,0,2.82,8240.7,14
Osprey Energy Center,2,55412,FL,81.808,-28.053,OEC1,6737,175,7371,0.449,99,Gas,619.5,0,2.67,8682.7,2
Osprey Energy Center,2,55412,FL,81.808,-28.053,OEC2,6737,175,7371,0.449,99,Gas,619.5,0,2.67,8682.7,2
Osprey Energy Center,2,55412,FL,81.808,-28.053,OECS,6737,240,7371,0.449,99,Gas,619.5,0,2.67,8682.7,2
Hot Spring Generatin,6,55418,AR,92.868,-34.298,CT1,6741,162.7,7433,0.26,99,Gas,602.7,0,2.65,8768.9,12
Hot Spring Generatin,6,55418,AR,92.868,-34.298,CT2,6741,163.3,7433,0.26,99,Gas,602.7,0,2.65,8768.9,12
Hot Spring Generatin,6,55418,AR,92.868,-34.298,ST1,6741,276.4,7433,0.26,99,Gas,602.7,0,2.65,8768.9,12
Tenaska Virginia Gen,11,55439,VA,78.381,-37.867,CTG1,6745,180,7352,0.564,99,Gas,666.7,0,2.78,8656.4,11
Tenaska Virginia Gen,11,55439,VA,78.381,-37.867,CTG2,6745,180,7352,0.564,99,Gas,666.7,0,2.78,8656.4,11
Tenaska Virginia Gen,11,55439,VA,78.381,-37.867,CTG3,6745,186,7352,0.564,99,Gas,666.7,0,2.78,8656.4,11
Tenaska Virginia Gen,11,55439,VA,78.381,-37.867,STG1,6745,395.1,7352,0.564,99,Gas,1333.4,0,5.55,8656.4,11
Tenaska Central Alab,15,55440,AL,86.74,-32.65,CTG1,6746,174.3,7315,0.552,99,Gas,685.3,0,2.74,8605.1,14
Tenaska Central Alab,15,55440,AL,86.74,-32.65,CTG2,6746,173.601,7315,0.552,99,Gas,685.3,0,2.74,8605.1,14
Tenaska Central Alab,15,55440,AL,86.74,-32.65,CTG3,6746,177.4,7315,0.552,99,Gas,685.3,0,2.74,8605.1,14
Tenaska Central Alab,15,55440,AL,86.74,-32.65,ST1,6747,398.501,7315,0.552,99,Gas,685.3,0,2.74,8605.1,14
Magnolia Power Plant,16,55451,MS,89.203,-34.835,CTG1,6749,156,7278,0.499,99,Gas,860.9,0,3.11,8554,15
Magnolia Power Plant,16,55451,MS,89.203,-34.835,CTG2,6749,156,7278,0.499,99,Gas,861.2,0,3.11,8554,15
Magnolia Power Plant,16,55451,MS,89.203,-34.835,CTG3,6749,156,7278,0.499,99,Gas,860.2,0,3.11,8554,15
Magnolia Power Plant,16,55451,MS,89.203,-34.835,STG1,6749,150,7278,0.499,99,Gas,860.9,0,3.11,8554,15
Magnolia Power Plant,16,55451,MS,89.203,-34.835,STG2,6749,150,7278,0.499,99,Gas,861.2,0,3.11,8554,15
Magnolia Power Plant,16,55451,MS,89.203,-34.835,STG3,6749,150,7278,0.499,99,Gas,860.2,0,3.11,8554,15
Red Hawk,20,55455,AZ,112.841,-33.335,CT1A,6751,148,7467,0.476,99,Gas,660.5,0,2.9,8816.2,19
Red Hawk,20,55455,AZ,112.841,-33.335,CT1B,6751,148,7467,0.476,99,Gas,660.5,0,2.9,8816.2,19
Red Hawk,20,55455,AZ,112.841,-33.335,CT2A,6751,148,7467,0.476,99,Gas,674.1,0,2.88,8816.2,19
Red Hawk,20,55455,AZ,112.841,-33.335,CT2B,6751,148,7467,0.476,99,Gas,674.1,0,2.88,8816.2,19
Red Hawk,20,55455,AZ,112.841,-33.335,ST1,6751,171,7467,0.476,99,Gas,660.5,0,2.9,8816.2,19
Red Hawk,20,55455,AZ,112.841,-33.335,ST2,6751,171,7467,0.476,99,Gas,674.1,0,2.88,8816.2,19
McClain Energy Facil,17,55457,OK,97.59,-35.298,CT1,6752,162,7050,0.828,99,Gas,710.1,0,2.68,8240.7,18
McClain Energy Facil,17,55457,OK,97.59,-35.298,CT2,6754,157.7,7050,0.828,99,Gas,710.1,0,2.68,8240.7,18
McClain Energy Facil,17,55457,OK,97.59,-35.298,ST1,6756,173.9,7050,0.828,99,Gas,710.1,0,2.68,8240.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,CT01,6758,171.7,7134,0.529,99,Gas,1681.1,0,6.13,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,CT02,6760,168.5,7134,0.529,99,Gas,1700.6,0,6.13,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,CT03,6762,169.7,7134,0.529,99,Gas,1667.4,0,6.17,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,CT04,6764,166.8,7134,0.529,99,Gas,1696.6,0,6.12,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,ST01,6766,137.7,7134,0.529,99,Gas,840.6,0,3.06,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,ST02,6768,135.2,7134,0.529,99,Gas,850.3,0,3.06,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,ST03,6770,136.1,7134,0.529,99,Gas,833.7,0,3.08,8355.7,18
Redbud Power Plant,17,55463,OK,97.226,-35.686,ST04,6772,133.8,7134,0.529,99,Gas,848.3,0,3.06,8355.7,18
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,CTG1,6775,169.8,10822,0.699,99,Gas,670,0,4.07,13906.5,1
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,CTG2,6775,169.8,10822,0.699,99,Gas,670,0,4.07,13906.5,1
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,CTG3,6775,169.8,10822,0.699,99,Gas,670,0,4.07,13906.5,1
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,CTG4,6775,169.8,10822,0.699,99,Gas,670,0,4.07,13906.5,1
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,CTG6,6775,154.8,10822,0.699,99,Gas,1330.8,0,5.03,13906.5,1
Deer Park Energy Cen,1,55464,TX,95.135,-29.713,STG1,6775,282,10822,0.699,99,Gas,670,0,4.07,13906.5,1
Ouachita,6,55467,LA,92.068,-32.706,CTG1,6776,145.1,7409,0.373,99,Gas,850.8,0,3.36,8735.5,12
Ouachita,6,55467,LA,92.068,-32.706,CTG2,6776,143.3,7409,0.373,99,Gas,849.6,0,3.35,8735.5,12
Ouachita,6,55467,LA,92.068,-32.706,CTG3,6776,146.9,7409,0.373,99,Gas,843.1,0,3.36,8735.5,12
Ouachita,6,55467,LA,92.068,-32.706,STG1,6776,103,7409,0.373,99,Gas,850.8,0,3.36,8735.5,12
Ouachita,6,55467,LA,92.068,-32.706,STG2,6776,101.8,7409,0.373,99,Gas,849.6,0,3.35,8735.5,12
Ouachita,6,55467,LA,92.068,-32.706,STG3,6776,101,7409,0.373,99,Gas,843.1,0,3.36,8735.5,12
Forney Energy Center,1,55480,TX,96.492,-32.756,ST1,6781,415,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,ST2,6781,415,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U1,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U2,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U3,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U4,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U5,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Forney Energy Center,1,55480,TX,96.492,-32.756,U6,6781,168,7610,0.54,99,Gas,665,0,2.93,9016.3,1
Mesquite Generating,20,55481,AZ,112.864,-33.345,GT3,6782,153,7464,0.631,99,Gas,634.6,0,2.79,8812.1,19
Mesquite Generating,20,55481,AZ,112.864,-33.345,GT4,6782,153,7464,0.631,99,Gas,637.2,0,2.78,8812.1,19
Mesquite Generating,20,55481,AZ,112.864,-33.345,ST2,6782,289,7464,0.631,99,Gas,637.2,0,2.78,8812.1,19
Goldendale Generatin,23,55482,WA,120.833,-45.811,G1,6783,153.1,7082,0.449,99,Gas,833.9,0,3.24,8284.5,21
Goldendale Generatin,23,55482,WA,120.833,-45.811,G2,6783,110.6,7082,0.449,99,Gas,833.9,0,3.24,8284.5,21
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,CTG1,6789,158.2,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,CTG2,6789,158.201,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,CTG3,6789,158.201,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,CTG4,6789,158.201,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,STG1,6789,272.8,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Kiamichi Energy Faci,18,55501,OK,95.935,-34.683,STG2,6789,272.8,7610,0.289,99,Gas,598.8,0,2.74,9016.3,18
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,100,6790,238,7174,0.48,99,Gas,597.3,0,2.57,8410.7,11
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,1100,6790,151,7174,0.48,99,Gas,677.2,0,2.8,8410.7,11
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,1200,6790,151,7174,0.48,99,Gas,677.2,0,2.8,8410.7,11
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,200,6790,238,7174,0.48,99,Gas,597.3,0,2.57,8410.7,11
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,2100,6790,151,7174,0.48,99,Gas,677.2,0,2.8,8410.7,11
Lawrenceburg Energy,4,55502,IN,84.867,-39.091,2200,6790,151,7174,0.48,99,Gas,677.2,0,2.8,8410.7,11
AEP Waterford Facili,11,55503,OH,81.718,-39.533,CTG1,6791,155,7195,0.589,99,Gas,686.6,0,2.83,8439.5,11
AEP Waterford Facili,11,55503,OH,81.718,-39.533,CTG2,6791,155,7195,0.589,99,Gas,686.6,0,2.83,8439.5,11
AEP Waterford Facili,11,55503,OH,81.718,-39.533,CTG3,6791,155,7195,0.589,99,Gas,686.6,0,2.83,8439.5,11
AEP Waterford Facili,11,55503,OH,81.718,-39.533,ST1,6791,345,7195,0.589,99,Gas,686.6,0,2.83,8439.5,11
Apex Generating Stat,20,55514,NV,114.961,-36.416,CTG1,6798,149.6,7254,0.313,99,Gas,677.2,0,2.8,8520.8,19
Apex Generating Stat,20,55514,NV,114.961,-36.416,CTG2,6798,149.6,7254,0.313,99,Gas,677.2,0,2.8,8520.8,19
Apex Generating Stat,20,55514,NV,114.961,-36.416,STG1,6798,195.2,7254,0.313,99,Gas,677.2,0,2.8,8520.8,19
Fayette Energy Facil,11,55516,PA,79.918,-39.859,CTG1,6799,174,7292,0.747,99,Gas,630.3,0,2.61,8573.3,11
Fayette Energy Facil,11,55516,PA,79.918,-39.859,CTG2,6799,174,7292,0.747,99,Gas,630.3,0,2.61,8573.3,11
Fayette Energy Facil,11,55516,PA,79.918,-39.859,STG1,6799,314,7292,0.747,99,Gas,630.3,0,2.61,8573.3,11
High Desert Power Pl,22,55518,CA,117.365,-34.595,CTG1,6801,156.3,7247,0.557,99,Gas,728.2,0,2.88,8511.2,20
High Desert Power Pl,22,55518,CA,117.365,-34.595,CTG2,6801,156.7,7247,0.557,99,Gas,728.2,0,2.88,8511.2,20
High Desert Power Pl,22,55518,CA,117.365,-34.595,CTG3,6801,156.5,7247,0.557,99,Gas,728.2,0,2.88,8511.2,20
High Desert Power Pl,22,55518,CA,117.365,-34.595,STG1,6801,304.8,7247,0.557,99,Gas,728.2,0,2.88,8511.2,20
York Energy Center,10,55524,PA,76.307,-39.738,CTG1,6803,113,7299,0.414,99,Gas,667.9,0,2.65,8583,9
York Energy Center,10,55524,PA,76.307,-39.738,CTG2,6803,122,7299,0.414,99,Gas,667.9,0,2.65,8583,9
York Energy Center,10,55524,PA,76.307,-39.738,CTG3,6803,122,7299,0.414,99,Gas,667.9,0,2.65,8583,9
York Energy Center,10,55524,PA,76.307,-39.738,STG1,6805,188,7299,0.409,99,Gas,667.9,0,2.65,8583,9
Hidalgo Energy Cente,1,55545,TX,98.176,-26.342,CTG1,6814,149,7288,0.545,99,Gas,686.5,0,2.78,8567.8,1
Hidalgo Energy Cente,1,55545,TX,98.176,-26.342,CTG2,6814,149,7288,0.545,99,Gas,686.5,0,2.78,8567.8,1
Hidalgo Energy Cente,1,55545,TX,98.176,-26.342,STG1,6814,172,7288,0.545,99,Gas,686.5,0,2.78,8567.8,1
Perryville Power Sta,6,55620,LA,92.018,-32.691,CT-1,6868,157.2,7050,0.527,99,Gas,710.2,0,2.52,8240.7,12
Perryville Power Sta,6,55620,LA,92.018,-32.691,CT-2,6868,159.4,7050,0.527,99,Gas,710.2,0,2.52,8240.7,12
Perryville Power Sta,6,55620,LA,92.018,-32.691,ST-1,6868,229,7050,0.527,99,Gas,710.2,0,2.52,8240.7,12
Riverside Energy Cen,3,55641,WI,89.036,-42.583,CTG1,6874,151.1,7050,0.272,99,Gas,608.2,0,2.56,8240.7,3
Riverside Energy Cen,3,55641,WI,89.036,-42.583,CTG2,6874,150.7,7050,0.272,99,Gas,608.2,0,2.56,8240.7,3
Riverside Energy Cen,3,55641,WI,89.036,-42.583,STG1,6874,271.7,7050,0.272,99,Gas,608.2,0,2.56,8240.7,3
Pastoria Energy Faci,22,55656,CA,118.844,-34.956,CT01,6881,156,7064,0.689,99,Gas,804.4,0,3.1,8259.9,20
Pastoria Energy Faci,22,55656,CA,118.844,-34.956,CT02,6881,156,7064,0.689,99,Gas,614.8,0,2.58,8259.9,20
Pastoria Energy Faci,22,55656,CA,118.844,-34.956,CT04,6881,156,7064,0.689,99,Gas,804.4,0,3.1,8259.9,20
Pastoria Energy Faci,22,55656,CA,118.844,-34.956,ST03,6881,169,7064,0.689,99,Gas,614.8,0,2.58,8259.9,20
Pastoria Energy Faci,22,55656,CA,118.844,-34.956,ST05,6881,87,7064,0.689,99,Gas,804.4,0,3.1,8259.9,20
Essential Power Newi,7,55661,NH,70.806,-43.105,GT-1,6882,167.9,7481,0.266,99,Gas,652.2,0,2.83,8835.8,5
Essential Power Newi,7,55661,NH,70.806,-43.105,GT-2,6882,165.6,7481,0.266,99,Gas,652.2,0,2.83,8835.8,5
Essential Power Newi,7,55661,NH,70.806,-43.105,ST,6883,223.7,7481,0.315,99,Gas,652.2,0,2.83,8835.8,5
Chehalis Generating,23,55662,WA,122.913,-46.623,CA,6884,157,7645,0.314,99,Gas,672.6,0,2.92,9065.5,21
Chehalis Generating,23,55662,WA,122.913,-46.623,CT1,6884,160,7645,0.314,99,Gas,672.6,0,2.92,9065.5,21
Chehalis Generating,23,55662,WA,122.913,-46.623,CT2,6884,160,7645,0.314,99,Gas,672.6,0,2.92,9065.5,21
Harrison County Powe,17,55664,TX,94.437,-32.396,GT-1,6885,144.5,7562,0.197,99,Gas,656.8,0,2.83,8949,18
Harrison County Powe,17,55664,TX,94.437,-32.396,GT-2,6887,144.5,7562,0.197,99,Gas,656.8,0,2.83,8949,18
Harrison County Powe,17,55664,TX,94.437,-32.396,ST-1,6889,225.4,7562,0.197,99,Gas,1313.5,0,5.66,8949,18
Lower Mount Bethel E,10,55667,PA,75.108,-40.802,G1,6891,160.9,7295,0.813,99,Gas,627.7,0,2.7,8577.5,9
Lower Mount Bethel E,10,55667,PA,75.108,-40.802,G2,6891,162.6,7295,0.813,99,Gas,627.7,0,2.7,8577.5,9
Lower Mount Bethel E,10,55667,PA,75.108,-40.802,G3,6891,214,7295,0.813,99,Gas,627.7,0,2.7,8577.5,9
Higgins Generating S,20,55687,NV,115.356,-35.614,A01,6895,157,7484,0.44,99,Gas,647.5,0,2.78,8840,19
Higgins Generating S,20,55687,NV,115.356,-35.614,A02,6895,157,7484,0.44,99,Gas,647.5,0,2.78,8840,19
Higgins Generating S,20,55687,NV,115.356,-35.614,ST1,6895,236,7484,0.44,99,Gas,647.5,0,2.78,8840,19
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG1,6896,118,8087,0.536,99,Gas,666.2,0,2.9,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG2,6896,127,8087,0.536,99,Gas,666.2,0,2.9,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG3,6896,127,8087,0.536,99,Gas,666.2,0,2.9,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG5,6896,118,8087,0.536,99,Gas,859.3,0,3.37,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG6,6896,127,8087,0.536,99,Gas,859.3,0,3.37,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,CTG7,6896,127,8087,0.536,99,Gas,859.3,0,3.37,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,STG4,6896,195,8087,0.536,99,Gas,666.2,0,2.9,9693.7,9
Bethlehem Power Plan,10,55690,PA,75.315,-40.618,STG8,6896,195,8087,0.536,99,Gas,859.3,0,3.37,9693.7,9
Quantum Choctaw Powe,16,55694,MS,89.209,-33.379,CT1,6897,220,7248,0.26,99,Gas,730.3,0,2.97,8512.6,15
Quantum Choctaw Powe,16,55694,MS,89.209,-33.379,CT2,6897,220,7248,0.26,99,Gas,730.3,0,2.97,8512.6,15
Quantum Choctaw Powe,16,55694,MS,89.209,-33.379,ST1,6897,270,7248,0.26,99,Gas,730.3,0,2.97,8512.6,15
Mint Farm Generating,23,55700,WA,122.986,-46.139,1STG,6900,120.5,7292,0.506,99,Gas,821.5,0,3.25,8573.3,21
Mint Farm Generating,23,55700,WA,122.986,-46.139,CTG1,6900,155.4,7292,0.506,99,Gas,821.5,0,3.25,8573.3,21
Fremont Energy Cente,11,55701,OH,83.161,-41.377,CA01,6901,348.5,8928,0.405,99,Gas,647.5,0,3.28,10927.6,11
Fremont Energy Cente,11,55701,OH,83.161,-41.377,CT01,6901,163.6,8928,0.405,99,Gas,647.5,0,3.28,10927.6,11
Fremont Energy Cente,11,55701,OH,83.161,-41.377,CT02,6901,161,8928,0.405,99,Gas,647.5,0,3.28,10927.6,11
Choctaw County,16,55706,MS,89.42,-33.288,CTG1,6902,164,7535,0.3,99,Gas,689.1,0,2.97,8911.2,15
Choctaw County,16,55706,MS,89.42,-33.288,CTG2,6902,164,7261,0.3,99,Gas,689.1,0,2.86,8530.5,15
Choctaw County,16,55706,MS,89.42,-33.288,CTG3,6902,164,7261,0.3,99,Gas,689.1,0,2.86,8530.5,15
Choctaw County,16,55706,MS,89.42,-33.288,STG1,6902,289,7261,0.3,99,Gas,689.1,0,2.86,8530.5,15
Allegheny Energy Uni,11,55710,PA,79.769,-40.545,UNT3,6904,167,7254,0.641,99,Gas,639.9,0,2.76,8520.8,11
Allegheny Energy Uni,11,55710,PA,79.769,-40.545,UNT4,6904,167,7254,0.641,99,Gas,639.9,0,2.76,8520.8,11
Allegheny Energy Uni,11,55710,PA,79.769,-40.545,UNT5,6904,175,7254,0.641,99,Gas,639.9,0,2.76,8520.8,11
Magnet Cove,6,55714,AR,92.832,-34.43,GT1,6905,208.1,7091,0.174,99,Gas,592.1,0,2.53,8296.8,12
Magnet Cove,6,55714,AR,92.832,-34.43,GT2,6905,208.1,7091,0.174,99,Gas,592.1,0,2.53,8296.8,12
Magnet Cove,6,55714,AR,92.832,-34.43,ST1,6905,225.3,7091,0.174,99,Gas,592.1,0,2.53,8296.8,12
Hanging Rock Energy,11,55736,OH,82.783,-38.573,1GT1,6910,181,7678,0.672,99,Gas,775.8,0,3.16,9111.9,11
Hanging Rock Energy,11,55736,OH,82.783,-38.573,1GT2,6910,181,7678,0.672,99,Gas,778.9,0,3.16,9111.9,11
Hanging Rock Energy,11,55736,OH,82.783,-38.573,1ST,6910,299,7678,0.672,99,Gas,775.8,0,3.16,9111.9,11
Hanging Rock Energy,11,55736,OH,82.783,-38.573,2GT1,6910,181,7678,0.672,99,Gas,775.8,0,3.16,9111.9,11
Hanging Rock Energy,11,55736,OH,82.783,-38.573,2GT2,6910,181,7678,0.672,99,Gas,778.9,0,3.16,9111.9,11
Hanging Rock Energy,11,55736,OH,82.783,-38.573,2ST,6910,299,7678,0.672,99,Gas,778.9,0,3.16,9111.9,11
Los Esteros Critical,21,55748,CA,121.932,-37.425,CAG5,6917,126.1,8263,0.122,99,Gas,1123,0,3.06,9947.7,20
Los Esteros Critical,21,55748,CA,121.932,-37.425,CTG1,6917,45,8263,0.122,99,Gas,1123,0,3.06,9947.7,20
Los Esteros Critical,21,55748,CA,121.932,-37.425,CTG2,6917,45,8263,0.122,99,Gas,1123,0,3.06,9947.7,20
Los Esteros Critical,21,55748,CA,121.932,-37.425,CTG3,6917,45,8263,0.122,99,Gas,1123,0,3.06,9947.7,20
Los Esteros Critical,21,55748,CA,121.932,-37.425,CTG4,6917,45,8263,0.122,99,Gas,1123,0,3.06,9947.7,20
FPL Energy Marcus Ho,10,55801,PA,75.422,-39.807,CT13,6942,172,7385,0.634,99,Gas,773.6,0,2.91,8702.2,9
FPL Energy Marcus Ho,10,55801,PA,75.422,-39.807,CT1A,6942,178.7,7385,0.634,99,Gas,773.6,0,2.91,8702.2,9
FPL Energy Marcus Ho,10,55801,PA,75.422,-39.807,CTIB,6942,172,7385,0.634,99,Gas,773.6,0,2.91,8702.2,9
FPL Energy Marcus Ho,10,55801,PA,75.422,-39.807,STG,6942,263,7385,0.634,99,Gas,773.6,0,2.91,8702.2,9
Frederickson Power L,23,55818,WA,122.366,-47.086,FICT,6953,160,7161,0.31,99,Gas,876.7,0,3.29,8392.8,21
Frederickson Power L,23,55818,WA,122.366,-47.086,FIST,6953,82,7161,0.31,99,Gas,876.7,0,3.29,8392.8,21
Curtis H Stanton Ene,2,55821,FL,81.167,-28.488,A,6954,193.901,7206,0.307,99,Gas,1488.7,0,5.99,8454.7,2
Curtis H Stanton Ene,2,55821,FL,81.167,-28.488,B,6954,193.901,7206,0.307,99,Gas,1488.7,0,5.99,8454.7,2
Curtis H Stanton Ene,2,55821,FL,81.167,-28.488,C,6955,269,7206,0.307,99,Gas,1488.7,0,5.99,8454.7,2
Rocky Mountain Energ,24,55835,CO,104.595,-40.091,CTG1,6957,145,7595,0.428,99,Gas,635,0,2.74,8995.2,22
Rocky Mountain Energ,24,55835,CO,104.595,-40.091,CTG2,6957,145,7595,0.428,99,Gas,635,0,2.74,8995.2,22
Rocky Mountain Energ,24,55835,CO,104.595,-40.091,STG1,6957,290,7595,0.428,99,Gas,635,0,2.74,8995.2,22
Silverhawk,20,55841,NV,114.961,-36.408,CT1,6959,157,7732,0.382,99,Gas,656.8,0,2.87,9188,19
