PLANT_NAME,EMM_REGION,PLANT_CODE,STATE,LAT,LON,UID,IGRP,SUM_CAP,HEATRATE,CF,FuelRegion,GROUP,CCSROV,CCSF,CCSV,CCSHR,old22emm
Silverhawk,20,55841,NV,114.961,-36.408,CT2,6959,157,7732,0.382,99,Gas,656.8,0,2.87,9188,19
Silverhawk,20,55841,NV,114.961,-36.408,ST1,6959,246,7732,0.382,99,Gas,1313.6,0,5.74,9188,19
Inland Empire Energy,22,55853,CA,117.17,-33.739,1,6961,345,7050,0.372,99,Gas,746.2,0,2.96,8240.7,20
Inland Empire Energy,22,55853,CA,117.17,-33.739,2,6961,345,7050,0.365,99,Gas,729,0,2.92,8240.7,20
Jasper,14,55927,SC,81.124,-32.359,CT1,6990,158,7354,0.633,99,Gas,668.2,0,2.84,8659.1,16
Jasper,14,55927,SC,81.124,-32.359,CT2,6990,168,7354,0.633,99,Gas,668.2,0,2.84,8659.1,16
Jasper,14,55927,SC,81.124,-32.359,CT3,6990,151,7354,0.633,99,Gas,668.2,0,2.84,8659.1,16
Jasper,14,55927,SC,81.124,-32.359,ST1,6991,385,7354,0.633,99,Gas,668.2,0,2.84,8659.1,16
Tracy Combined Cycle,21,55933,CA,121.491,-37.711,TCC1,6997,156.2,8119,0.232,99,Gas,826.9,0,3.4,9739.7,20
Tracy Combined Cycle,21,55933,CA,121.491,-37.711,TPP1,6997,82.1,8119,0.232,99,Gas,826.9,0,3.4,9739.7,20
Tracy Combined Cycle,21,55933,CA,121.491,-37.711,TPP2,6997,81.8,8119,0.232,99,Gas,826.9,0,3.4,9739.7,20
Warren County,13,55939,VA,78.177,-38.972,CT01,7002,297.5,7050,0.477,99,Gas,794,0,3.08,8240.7,16
Warren County,13,55939,VA,78.177,-38.972,CT02,7002,297.5,7050,0.477,99,Gas,794,0,3.08,8240.7,16
Warren County,13,55939,VA,78.177,-38.972,CT03,7002,297.5,7050,0.477,99,Gas,794,0,3.08,8240.7,16
Warren County,13,55939,VA,78.177,-38.972,ST01,7002,579.7,7535,0.477,99,Gas,638.5,0,2.72,8911.2,16
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,CT6A,7008,186.9,7050,0.612,99,Gas,620.6,0,2.59,8240.7,14
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,CT6B,7008,186.9,7050,0.612,99,Gas,620.6,0,2.59,8240.7,14
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,CT7A,7008,188.7,7050,0.612,99,Gas,620,0,2.58,8240.7,14
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,CT7B,7008,188.7,7050,0.612,99,Gas,620,0,2.58,8240.7,14
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,ST6,7008,196.3,7050,0.612,99,Gas,620.6,0,2.59,8240.7,14
Wansley Combined Cyc,15,55965,GA,85.037,-33.406,ST7,7008,198.2,7050,0.612,99,Gas,620,0,2.58,8240.7,14
Cosumnes,21,55970,CA,121.124,-38.338,1,7012,171,7050,0.844,99,Gas,663.8,0,2.71,8240.7,20
Cosumnes,21,55970,CA,121.124,-38.338,2,7012,166,7050,0.844,99,Gas,663.8,0,2.71,8240.7,20
Cosumnes,21,55970,CA,121.124,-38.338,3,7012,166,7050,0.844,99,Gas,663.8,0,2.71,8240.7,20
Hunterstown Power Pl,10,55976,PA,77.167,-39.873,101,7015,153,7084,0.63,99,Gas,701.3,0,2.83,8287.2,9
Hunterstown Power Pl,10,55976,PA,77.167,-39.873,201,7015,153,7084,0.63,99,Gas,701.3,0,2.83,8287.2,9
Hunterstown Power Pl,10,55976,PA,77.167,-39.873,301,7015,153,7084,0.63,99,Gas,701.3,0,2.83,8287.2,9
Hunterstown Power Pl,10,55976,PA,77.167,-39.873,401,7015,299,7084,0.63,99,Gas,701.3,0,2.83,8287.2,9
Palomar Energy,22,55985,CA,117.118,-33.12,CTG1,7021,170,7050,0.577,99,Gas,623,0,2.6,8240.7,20
Palomar Energy,22,55985,CA,117.118,-33.12,CTG2,7021,170,7050,0.577,99,Gas,623,0,2.6,8240.7,20
Palomar Energy,22,55985,CA,117.118,-33.12,STG,7021,222,7050,0.577,99,Gas,623,0,2.6,8240.7,20
Ashtabula,11,55990,OH,80.761,-41.89,1,7026,8.8,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,2,7026,8.8,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,3,7026,8.8,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,4,7026,8.8,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,5,7026,8.8,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,6,7026,1.4,19321,0.589,99,Gas,9999,0,0,31988.2,11
Ashtabula,11,55990,OH,80.761,-41.89,7,7026,1.4,19321,0.589,99,Gas,9999,0,0,31988.2,11
Donald Von Raesfeld,21,56026,CA,121.951,-37.377,CTG1,7048,50,8563,0.599,99,Gas,1083.3,0,4.4,10385.7,20
Donald Von Raesfeld,21,56026,CA,121.951,-37.377,CTG2,7048,50,8563,0.599,99,Gas,1083.3,0,4.4,10385.7,20
Donald Von Raesfeld,21,56026,CA,121.951,-37.377,STG,7048,54,8563,0.599,99,Gas,1083.3,0,4.4,10385.7,20
Fox Energy Center,3,56031,WI,88.209,-44.32,CTG1,7049,160.7,7075,0.441,99,Gas,629.1,0,2.63,8274.9,11
Fox Energy Center,3,56031,WI,88.209,-44.32,CTG2,7049,160.2,7075,0.441,99,Gas,629.1,0,2.63,8274.9,11
Fox Energy Center,3,56031,WI,88.209,-44.32,STG,7050,233.3,7075,0.441,99,Gas,629.1,0,2.63,8274.9,11
Malburg,22,56041,CA,118.222,-33.999,M1,7057,42,7678,0.609,99,Gas,1151.9,0,3.98,9111.9,20
Malburg,22,56041,CA,118.222,-33.999,M2,7057,42,7678,0.609,99,Gas,1151.9,0,3.98,9111.9,20
Malburg,22,56041,CA,118.222,-33.999,M3,7057,50,7678,0.609,99,Gas,1151.9,0,3.98,9111.9,20
Magnolia Power Proje,22,56046,CA,118.315,-34.179,1,7060,161,7115,0.536,99,Gas,793.8,0,3.09,8329.7,20
Magnolia Power Proje,22,56046,CA,118.315,-34.179,2,7060,140,7115,0.536,99,Gas,793.8,0,3.09,8329.7,20
Walnut Energy Center,21,56078,CA,120.896,-37.488,1,7085,84,7830,0.597,99,Gas,894.8,0,3.39,9326.8,20
Walnut Energy Center,21,56078,CA,120.896,-37.488,2,7085,84,7830,0.597,99,Gas,894.8,0,3.39,9326.8,20
Walnut Energy Center,21,56078,CA,120.896,-37.488,3,7085,101,7830,0.597,99,Gas,894.8,0,3.39,9326.8,20
Currant Creek,25,56102,UT,111.893,-39.821,CT1A,7095,135,7497,0.489,99,Gas,649.2,0,2.84,8858.1,21
Currant Creek,25,56102,UT,111.893,-39.821,CT1B,7095,135,7497,0.489,99,Gas,649.2,0,2.84,8858.1,21
Currant Creek,25,56102,UT,111.893,-39.821,ST1,7095,254,7497,0.489,99,Gas,649.2,0,2.84,8858.1,21
Mankato Energy Cente,3,56104,MN,94.003,-44.199,CTG2,7096,160,7497,0.142,99,Gas,794.9,0,3.26,8858.1,4
Mankato Energy Cente,3,56104,MN,94.003,-44.199,STG1,7097,140,7497,0.142,99,Gas,794.9,0,3.26,8858.1,4
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,10ST,7128,257.4,7050,0.699,99,Gas,600.2,0,2.52,8240.7,14
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,11ST,7128,257.3,7050,0.699,99,Gas,601.2,0,2.52,8240.7,14
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,C10A,7129,185.5,7050,0.699,99,Gas,600.2,0,2.52,8240.7,14
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,C10B,7129,185.5,7050,0.699,99,Gas,600.2,0,2.52,8240.7,14
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,C11A,7129,185.5,7050,0.699,99,Gas,601.2,0,2.52,8240.7,14
McIntosh Combined Cy,15,56150,GA,81.182,-32.348,C11B,7129,185.5,7050,0.699,99,Gas,601.2,0,2.52,8240.7,14
Faribault Energy Par,3,56164,MN,93.291,-44.336,EU01,7134,153,7420,0.201,99,Gas,839.3,0,3.35,8750.8,4
Faribault Energy Par,3,56164,MN,93.291,-44.336,HRSG,7134,108,7420,0.201,99,Gas,839.3,0,3.35,8750.8,4
Nebo Power Station,25,56177,UT,111.729,-40.061,GT1,7144,65,8506,0.338,99,Gas,1196.1,0,4.53,10302,21
Nebo Power Station,25,56177,UT,111.729,-40.061,ST1,7144,65,8506,0.338,99,Gas,1196.1,0,4.53,10302,21
500MW CC,8,56196,NY,73.907,-40.789,CA01,7153,161.7,7360,0.754,99,Gas,708.8,0,2.89,8667.5,6
500MW CC,8,56196,NY,73.907,-40.789,CT01,7153,146.2,7360,0.754,99,Gas,708.8,0,2.89,8667.5,6
500MW CC,8,56196,NY,73.907,-40.789,CT02,7153,146.2,7360,0.754,99,Gas,708.8,0,2.89,8667.5,6
Port Westward,23,56227,OR,123.172,-46.179,1,7178,256.2,7050,0.564,99,Gas,730.9,0,2.89,8240.7,21
Port Westward,23,56227,OR,123.172,-46.179,2,7178,136,7050,0.564,99,Gas,730.9,0,2.89,8240.7,21
Caithness Long Islan,8,56234,NY,72.94,-40.814,CT01,7181,179.9,7343,0.746,99,Gas,794,0,3.24,8643.9,7
Caithness Long Islan,8,56234,NY,72.94,-40.814,ST01,7181,137,7343,0.746,99,Gas,794,0,3.24,8643.9,7
Lake Side Power Plan,25,56237,UT,111.754,-40.332,CT01,7182,169,7188,0.438,99,Gas,617,0,2.67,8429.9,21
Lake Side Power Plan,25,56237,UT,111.754,-40.332,CT02,7182,169,7188,0.438,99,Gas,617,0,2.67,8429.9,21
Lake Side Power Plan,25,56237,UT,111.754,-40.332,CT21,7182,178,7188,0.438,99,Gas,982.8,0,3.61,8429.9,21
Lake Side Power Plan,25,56237,UT,111.754,-40.332,CT22,7182,178,7188,0.438,99,Gas,982.8,0,3.61,8429.9,21
Lake Side Power Plan,25,56237,UT,111.754,-40.332,ST01,7182,209,7188,0.438,99,Gas,617,0,2.67,8429.9,21
Lake Side Power Plan,25,56237,UT,111.754,-40.332,ST2,7182,273,7188,0.438,99,Gas,830.9,0,3.2,8429.9,21
Empire Generating Co,9,56259,NY,73.75,-42.625,CT11,7196,155,7431,0.602,99,Gas,626.7,0,2.75,8766.1,8
Empire Generating Co,9,56259,NY,73.75,-42.625,CT12,7196,155,7431,0.602,99,Gas,626.7,0,2.75,8766.1,8
Empire Generating Co,9,56259,NY,73.75,-42.625,ST13,7196,270,7431,0.602,99,Gas,626.7,0,2.75,8766.1,8
Roseville Energy Par,21,56298,CA,121.381,-38.793,1,7221,38,7722,0.36,99,Gas,1112.7,0,4.1,9173.9,20
Roseville Energy Par,21,56298,CA,121.381,-38.793,2,7221,38,7722,0.36,99,Gas,1112.7,0,4.1,9173.9,20
Roseville Energy Par,21,56298,CA,121.381,-38.793,3,7221,75,7722,0.36,99,Gas,1112.7,0,4.1,9173.9,20
Trigen St. Louis,4,56309,MO,90.181,-38.636,CT-1,7230,4.8,12719,0.074,99,Gas,9999,0,0,17203.7,13
Trigen St. Louis,4,56309,MO,90.181,-38.636,CT-2,7230,5,13634,0.114,99,Gas,9999,0,0,18921.3,13
Trigen St. Louis,4,56309,MO,90.181,-38.636,ST-3,7232,18,25000,0,99,Gas,9999,0,0,51270.5,13
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,CT1A,7262,72,8740,0.139,99,Gas,949.7,0,3.87,10647.3,1
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,CT1B,7262,72,8740,0.139,99,Gas,949.7,0,3.87,10647.3,1
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,CT2A,7262,70,8740,0.139,99,Gas,918.4,0,3.94,10647.3,1
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,CT2B,7262,70,8740,0.139,99,Gas,918.4,0,3.94,10647.3,1
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,ST1,7262,98,8740,0.139,99,Gas,949.7,0,3.87,10647.3,1
Quail Run Energy Cen,1,56349,TX,102.315,-31.841,ST2,7262,100,8740,0.139,99,Gas,918.4,0,3.94,10647.3,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,CT1A,7263,75,8386,0.344,99,Gas,915.6,0,3.68,10126.5,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,CT1B,7263,75,8386,0.344,99,Gas,915.6,0,3.68,10126.5,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,CT2A,7263,75,8386,0.344,99,Gas,903.8,0,3.7,10126.5,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,CT2B,7263,75,8386,0.344,99,Gas,903.8,0,3.7,10126.5,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,ST1,7263,105,8386,0.344,99,Gas,915.6,0,3.68,10126.5,1
Colorado Bend Energy,1,56350,TX,96.068,-29.288,ST2,7263,105,8386,0.344,99,Gas,903.8,0,3.7,10126.5,1
Clearwater Power Pla,22,56356,CA,117.609,-33.891,ST1,7266,14,8916,0.057,99,Gas,9999,0,0,10909.6,20
Treasure Coast Energ,2,56400,FL,80.378,-27.384,CT1,7296,158.8,7050,0.618,99,Gas,777,0,3.02,8240.7,2
Treasure Coast Energ,2,56400,FL,80.378,-27.384,ST1,7297,159.2,7050,0.618,99,Gas,777,0,3.02,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,1A,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,1B,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,1C,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,1ST,7301,523,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,2A,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,2B,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,2C,7301,232,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,2ST,7301,523,7050,0.649,99,Gas,586.8,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,3A,7301,232,7050,0.649,99,Gas,584.6,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,3B,7301,244,7050,0.649,99,Gas,584.6,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,3C,7301,232,7050,0.649,99,Gas,584.6,0,2.5,8240.7,2
West County Energy C,2,56407,FL,80.375,-26.699,3ST,7301,523,7050,0.649,99,Gas,584.6,0,2.5,8240.7,2
Hobbs Generating Sta,17,56458,NM,103.309,-32.728,GT1,7345,156.5,7468,0.622,99,Gas,673,0,2.82,8817.6,18
Hobbs Generating Sta,17,56458,NM,103.309,-32.728,GT2,7345,156.9,7468,0.622,99,Gas,673,0,2.82,8817.6,18
Hobbs Generating Sta,17,56458,NM,103.309,-32.728,ST3,7345,235.6,7468,0.622,99,Gas,673,0,2.82,8817.6,18
Russell City Energy,21,56467,CA,122.134,-37.635,CTG1,7354,185,7121,0.498,99,Gas,767.9,0,2.58,8337.9,20
Russell City Energy,21,56467,CA,122.134,-37.635,CTG2,7354,185,7121,0.498,99,Gas,767.9,0,2.58,8337.9,20
Russell City Energy,21,56467,CA,122.134,-37.635,STG1,7354,245,7121,0.498,99,Gas,767.9,0,2.58,8337.9,20
Gateway Generating S,21,56476,CA,121.759,-38.018,A,7362,177,7133,0.618,99,Gas,644.4,0,2.66,8354.4,20
Gateway Generating S,21,56476,CA,121.759,-38.018,B,7362,177,7133,0.618,99,Gas,644.4,0,2.66,8354.4,20
Gateway Generating S,21,56476,CA,121.759,-38.018,C,7362,209.4,7133,0.618,99,Gas,644.4,0,2.66,8354.4,20
Colusa Generating St,21,56532,CA,122.27,-39.366,A,7410,167,7138,0.463,99,Gas,608.3,0,2.59,8361.2,20
Colusa Generating St,21,56532,CA,122.27,-39.366,B,7410,167,7138,0.463,99,Gas,608.3,0,2.59,8361.2,20
Colusa Generating St,21,56532,CA,122.27,-39.366,C,7410,306,7138,0.463,99,Gas,608.3,0,2.59,8361.2,20
J Lamar Stall Unit,17,56565,LA,93.76,-32.519,6A,7444,160,7135,0.694,99,Gas,619.3,0,2.75,8357.1,18
J Lamar Stall Unit,17,56565,LA,93.76,-32.519,6B,7444,160,7135,0.694,99,Gas,619.3,0,2.75,8357.1,18
J Lamar Stall Unit,17,56565,LA,93.76,-32.519,6STG,7444,187,7135,0.694,99,Gas,619.3,0,2.75,8357.1,18
Deer Creek Station,19,56610,SD,96.527,-44.291,1,7487,150,7704,0.154,99,Gas,906.3,0,3.45,9148.5,4
Deer Creek Station,19,56610,SD,96.527,-44.291,2,7487,140,7704,0.154,99,Gas,1126.9,0,4.08,9148.5,4
Kleen Energy Systems,7,56798,CT,72.597,-41.553,ST,7603,268,7103,0.688,99,Gas,594.7,0,2.56,8313.2,5
Kleen Energy Systems,7,56798,CT,72.597,-41.553,U1,7604,177,7103,0.803,99,Gas,594.7,0,2.56,8313.2,5
Kleen Energy Systems,7,56798,CT,72.597,-41.553,U2,7604,177,7103,0.803,99,Gas,594.7,0,2.56,8313.2,5
Cedar Bayou 4,6,56806,TX,94.923,-29.752,4,7610,172,7720,0.224,99,Gas,1311.1,0,5.84,9171.1,12
Cedar Bayou 4,6,56806,TX,94.923,-29.752,41,7610,165,7720,0.224,99,Gas,1311.1,0,5.84,9171.1,12
Cedar Bayou 4,6,56806,TX,94.923,-29.752,42,7610,165,7720,0.224,99,Gas,1311.1,0,5.84,9171.1,12
Bear Garden,13,56807,VA,78.285,-37.696,1A,7611,165,7102,0.676,99,Gas,611.9,0,2.59,8311.9,16
Bear Garden,13,56807,VA,78.285,-37.696,1B,7611,170,7102,0.676,99,Gas,611.9,0,2.59,8311.9,16
Bear Garden,13,56807,VA,78.285,-37.696,1C,7612,254,7102,0.676,99,Gas,611.9,0,2.59,8311.9,16
OREG 1 Inc,19,56833,MT,104.398,-48.214,CS10,7632,5.5,9527,0.879,99,Gas,9999,0,0,11838.6,4
OREG 1 Inc,19,56833,MT,104.398,-48.214,CS11,7632,5.5,9527,0.879,99,Gas,9999,0,0,11838.6,4
OREG 1 Inc,19,56833,MT,104.398,-48.214,CS7,7632,5.5,9527,0.879,99,Gas,9999,0,0,11838.6,4
OREG 1 Inc,19,56833,MT,104.398,-48.214,CS9,7632,5.5,9527,0.879,99,Gas,9999,0,0,11838.6,4
OREG 2 Inc,19,56880,MT,104.398,-48.214,CS12,7674,5.5,9487,0.694,99,Gas,9999,0,0,11776.9,4
OREG 2 Inc,19,56880,MT,104.398,-48.214,CS3,7674,5.5,9487,0.694,99,Gas,9999,0,0,11776.9,4
OREG 2 Inc,19,56880,MT,104.398,-48.214,CS5,7674,5.5,9487,0.694,99,Gas,9999,0,0,11776.9,4
OREG 2 Inc,19,56880,MT,104.398,-48.214,CS8,7674,5.5,9487,0.694,99,Gas,9999,0,0,11776.9,4
West Deptford Energy,10,56963,NJ,75.221,-39.841,E101,7741,208.1,7050,0.577,99,Gas,913.3,0,3.41,8240.7,9
West Deptford Energy,10,56963,NJ,75.221,-39.841,E102,7741,207,7050,0.577,99,Gas,915.2,0,3.41,8240.7,9
West Deptford Energy,10,56963,NJ,75.221,-39.841,STG1,7741,295.9,7050,0.577,99,Gas,795.7,0,3.08,8240.7,9
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,4,7773,37,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,43,7773,20,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,5,7773,37,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,53,7773,20,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,6,7773,37,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Pueblo Airport Gener,24,56998,CO,104.526,-38.321,7,7773,37,7693,0.611,99,Gas,1467.8,0,4.55,9133,22
Langley Gulch Power,25,57028,ID,116.82,-43.904,GTG,7802,176.9,7050,0.468,99,Gas,902.2,0,3.09,8240.7,21
Langley Gulch Power,25,57028,ID,116.82,-43.904,STG,7802,122.8,7535,0.468,99,Gas,902.2,0,3.3,8911.2,21
OREG 4 Peetz,24,57134,CO,102.853,-40.993,1,7871,3.2,9530,0.334,99,Gas,9999,0,0,11843.3,22
Glen Ullin Station 6,3,57172,ND,101.756,-46.821,1,7895,5.3,9524,0.92,99,Gas,9999,0,0,11834,4
OREG 3 Inc,3,57281,MN,94.751,-43.76,CS13,7973,5,9470,0.992,99,Gas,9999,0,0,11750.7,4
Garrison Energy Cent,10,57349,DE,75.499,-39.187,CTG1,8023,193,7050,0.87,99,Gas,940.8,0,3.48,8240.7,9
Garrison Energy Cent,10,57349,DE,75.499,-39.187,STG2,8023,123,7050,0.87,99,Gas,1124.5,0,3.98,8240.7,9
Algonquin Power Sang,21,57564,CA,119.552,-36.684,STG2,8183,12.5,7869,0.243,99,Gas,9999,0,0,9382.2,20
Astoria Energy II,8,57664,NY,73.897,-40.781,CT3,8252,156,7387,0.625,99,Gas,645,0,2.79,8704.9,6
Astoria Energy II,8,57664,NY,73.897,-40.781,CT4,8252,156,7387,0.625,99,Gas,645,0,2.79,8704.9,6
Astoria Energy II,8,57664,NY,73.897,-40.781,ST2,8252,228,7387,0.625,99,Gas,645,0,2.79,8704.9,6
Cheyenne Prairie Gen,24,57703,WY,104.72,-41.124,01A,8280,37,8329,0.131,99,Gas,2015.9,0,6.59,10043.5,22
Cheyenne Prairie Gen,24,57703,WY,104.72,-41.124,01B,8280,37,8329,0.131,99,Gas,2015.9,0,6.59,10043.5,22
Cheyenne Prairie Gen,24,57703,WY,104.72,-41.124,01C,8280,20,8329,0.131,99,Gas,9999,0,0,10043.5,22
Woodbridge Energy Ce,10,57839,NJ,74.319,-40.515,CT001,8392,205,7050,0.87,99,Gas,918.7,0,3.42,8240.7,9
Woodbridge Energy Ce,10,57839,NJ,74.319,-40.515,CT002,8392,205,7050,0.87,99,Gas,918.7,0,3.42,8240.7,9
Woodbridge Energy Ce,10,57839,NJ,74.319,-40.515,ST001,8392,315,7050,0.87,99,Gas,776.5,0,3.03,8240.7,9
El Segundo Energy Ce,22,57901,CA,118.425,-33.911,5,8450,195,8291,0.384,99,Gas,1033.9,0,3.9,9988.3,20
El Segundo Energy Ce,22,57901,CA,118.425,-33.911,6,8450,60,8291,0.384,99,Gas,1652.1,0,5.59,9988.3,20
El Segundo Energy Ce,22,57901,CA,118.425,-33.911,7,8450,195,8291,0.384,99,Gas,1033.9,0,3.9,9988.3,20
El Segundo Energy Ce,22,57901,CA,118.425,-33.911,8,8450,60,8291,0.384,99,Gas,1652.1,0,5.59,9988.3,20
Lodi Energy Center,21,57978,CA,121.388,-38.088,CT1,8491,162,7062,0.588,99,Gas,1009.2,0,3.67,8257.1,20
Lodi Energy Center,21,57978,CA,121.388,-38.088,ST1,8491,95,7062,0.588,99,Gas,1247.9,0,4.32,8257.1,20
Panda Temple Power S,1,58001,TX,97.317,-31.056,CTG-1,8512,211,7083,0.532,99,Gas,911,0,3.4,8285.9,1
Panda Temple Power S,1,58001,TX,97.317,-31.056,CTG-2,8512,211,7083,0.532,99,Gas,911,0,3.4,8285.9,1
Panda Temple Power S,1,58001,TX,97.317,-31.056,CTG-3,8512,211,7050,0.87,99,Gas,908.4,0,3.39,8240.7,1
Panda Temple Power S,1,58001,TX,97.317,-31.056,CTG-4,8512,211,7050,0.87,99,Gas,908.4,0,3.39,8240.7,1
Panda Temple Power S,1,58001,TX,97.317,-31.056,STG-1,8512,312,7083,0.532,99,Gas,781.6,0,3.05,8285.9,1
Panda Temple Power S,1,58001,TX,97.317,-31.056,STG-2,8512,312,7050,0.87,99,Gas,779.4,0,3.04,8240.7,1
Panda Sherman Power,1,58005,TX,96.618,-33.583,CTG-1,8516,204,7189,0.463,99,Gas,931.5,0,3.47,8431.3,1
Panda Sherman Power,1,58005,TX,96.618,-33.583,CTG-2,8516,204,7189,0.463,99,Gas,931.5,0,3.47,8431.3,1
Panda Sherman Power,1,58005,TX,96.618,-33.583,STG-1,8516,309,7189,0.463,99,Gas,791.7,0,3.09,8431.3,1
Newark Energy Center,10,58079,NJ,74.126,-40.707,GT-1,8556,200,7050,0.87,99,Gas,927.7,0,3.45,8240.7,9
Newark Energy Center,10,58079,NJ,74.126,-40.707,GT-2,8556,200,7050,0.87,99,Gas,927.7,0,3.45,8240.7,9
Newark Energy Center,10,58079,NJ,74.126,-40.707,STG-1,8556,285,7050,0.87,99,Gas,807.4,0,3.12,8240.7,9
Lee Combined Cycle P,14,58215,NC,78.089,-35.374,1A,8623,177,7768,0.724,99,Gas,637.3,0,2.95,9238.9,16
Lee Combined Cycle P,14,58215,NC,78.089,-35.374,1B,8623,176,7768,0.724,99,Gas,637.3,0,2.95,9238.9,16
Lee Combined Cycle P,14,58215,NC,78.089,-35.374,1C,8623,179,7768,0.724,99,Gas,637.3,0,2.95,9238.9,16
Lee Combined Cycle P,14,58215,NC,78.089,-35.374,ST1,8623,378,7768,0.724,99,Gas,637.3,0,2.95,9238.9,16
Lansing BWL REO Town,5,58427,MI,84.552,-42.72,CTG1,8777,31,9385,0.621,99,Gas,1627.7,0,5.66,11620.2,10
Lansing BWL REO Town,5,58427,MI,84.552,-42.72,CTG2,8777,31,9385,0.621,99,Gas,1627.7,0,5.66,11620.2,10
Lansing BWL REO Town,5,58427,MI,84.552,-42.72,ST,8777,12.9,9385,0.621,99,Gas,1627.7,0,5.66,11620.2,10
L V Sutton Combined,14,58697,NC,77.985,-34.283,CA1,9001,264,7050,0.682,99,Gas,831.9,0,3.18,8240.7,16
L V Sutton Combined,14,58697,NC,77.985,-34.283,CT1,9001,179,7050,0.682,99,Gas,969.2,0,3.56,8240.7,16
L V Sutton Combined,14,58697,NC,77.985,-34.283,CT2,9001,179,7050,0.682,99,Gas,969.2,0,3.56,8240.7,16
Port Arthur Steam En,6,58823,TX,93.962,-29.835,STG,9097,5,9470,0.071,99,Gas,9999,0,0,11750.7,12
Rentech Nitrogen Pas,1,58870,TX,95.195,-29.739,MG202,9138,14,7050,0.87,99,Gas,9999,0,0,8240.7,1
