ID,Capacity_MMT,INJ_TYPE,SITE_NAME,T_NODE,EMM_REGION,Fuel_Region,OGSM_Region,State,LAT,LON,SiteMax_MMT,THICKNESS,Dtop,PA,Sdrill,MaxUse,ASMDisc,FormA,FormInjRate,Rdrill,Asdrill,MidDensity,lith_coeff,porosity,DCMW,S2DL,Mwells,ASMWell,ASMWell_Str_D,S3D,Maxprojinjrate,MaxWellInjRate,Inj_W_D,Str_D,Rdepth,Mwells_Rdepth,Rdepth_Cdia_Mwells,Mwells_Rdrill,AS_ASM,FpipeCC,INJ_R,PADepCC,Plume_R,Fin_ind,S5YR_ind,ResMWells,Tonnes,I_Wells,PA_B,MW_depth,M_Wells,Pdia,DCM_Wells,Inj_depth,DCMW_AC,wellPa_ETUC,ResmWell_ETUC,PlumeR_ETUC,W_PlumeR_ETUC,StratT,PreopSite,PreopWell,PreopPA,DiscPISC,FiveETUC,ThreeTRC
82,6926.767336,General,TX_SAL_Frio12b,S_TX_WG,1,18,2,TX,26.857,-97.945,160.5,1000,6000,18.7,1.76193144,0.4,76.05,2121,3660,1.76193144,1.27443137,679.38,0.07,0.25,67.51,2.98,6.68,4.675,32960.8,28.5082,10958.9,1.3359,6.55,0.00705,6.05,40385.51,302891.35,11761405.87,5958338.06,949590.26,3.2,30.1737,1.0546,0.0176,0.032608,5,3.2,4,44.55,5850,10,7.53,9,7050,279544,430100,47755,16599,22110,13677584,11789583,10805180,532126,73249099,2669391,1922127
83,5376.358993,General,TX_SAL_Frio13a,S_TX_WG,1,18,2,TX,26.763,-97.658,150,1000,7000,20.02,2.23587276,0.4,76.05,1762,3660,2.23587276,1.67452768,689.95,0.07,0.23,73.09,3.19,7,5.005,40282.1,32.1846,10958.9,1.3359,7.55,0.00805,7.05,49378.12,370335.87,15660026.05,8379316.49,1016351.25,3.2,33.509,1.1284,0.0189,0.032608,6,3.2,4,51.26,6850,11,8.08,10,8050,304804,467500,50855,17173,22874,16595479,12388702,13129600,568414,82864650,3250046,2450559
84,4968.803082,General,TX_SAL_Frio13b,S_TX_WG,1,18,2,TX,26.763,-97.658,138.6,1000,8000,21.66,2.77135157,0.4,76.05,1762,3660,2.77135157,2.13616149,698.38,0.07,0.21,73.09,3.45,7.41,5.415,49000.59,36.6996,10958.9,1.3359,8.55,0.00905,8.05,59686.16,447646.21,20547992.01,11566096.72,1099715.39,3.2,37.2316,1.2212,0.0204,0.032608,6,3.2,4,58.91,7850,11,8.66,10,9050,304804,504900,53955,17863,23794,19867215,13017832,15737092,613727,89285282,3901469,2863355
85,4540.51764,General,TX_SAL_Frio13c,S_TX_WG,1,18,2,TX,26.763,-97.658,126.6,1000,9000,23.7,3.36836788,0.4,76.05,1762,3660,3.36836788,2.65933281,705.36,0.07,0.19,73.09,3.77,7.93,5.925,59547.73,42.2766,10958.9,1.3359,9.55,0.01005,9.05,71722.58,537919.38,26694811.83,15756938.76,1203446.31,3.2,41.524,1.3369,0.0224,0.032608,6,3.2,4,67.65,8850,12,9.28,10,10050,304804,551650,57055,18687,24890,23492792,13752967,18627657,670110,97643371,4623661,3442386
86,55785.39395,General,TX_SAL_Fusselman1,E_TX_OGSM_4,1,18,4,TX,31.793,-102.444,54.6,443,10810,55.06,4.20328978,0.4,76.05,51068,13.74,4.20328978,3.76276582,707.83,0.07,0.17,120.9,8.76,15.77,13.765,155594.31,104.2971,10958.9,0.0050151,11.0815,0.011303,10.86,171216.08,1284120.58,66268028.29,51797304.75,2795938,3.2,72.8165,3.0999,0.0518,0.032608,14,3.2,878,125.39,10660,28,12.64,18,11303,516988,1280950,60939,28483,8327550,28535087,548637800,4971476014,1535713,390926437,5628456,8743767
87,10209.33445,General,NM_SAL_Fusselman2,E_NM_OGSM_4,20,21,4,NM,32.965,-103.619,54.6,443,10810,55.06,3.5298365,0.4,76.05,9346,13.74,3.5298365,3.11929895,707.83,0.07,0.17,120.9,8.76,15.77,13.765,155594.31,104.2971,10958.9,0.0050151,11.0815,0.011303,10.86,171216.08,1284120.58,55650530.21,42939498.8,2795938,3.2,72.8165,3.0999,0.0518,0.032608,14,3.2,878,125.39,10660,28,12.64,18,11303,516988,1280950,60939,28483,8327550,24562358,548637800,4291490234,1535713,390926437,4853985,7588429
88,606.6625325,General,NM_SAL_Glorieta1,E_NM_OGSM_4,20,21,4,NM,35.332,-106.359,17.4,262,4688,172.17,0.96911306,0.4,76.05,1834,319.39,0.96911306,0.90963682,723.64,0.08,0.09,185.12,27.4,45.04,43.0425,215212,234.4736,10958.9,0.11657735,4.869,0.005,4.738,213410.89,1600581.65,43651177.39,39152951.21,8742266.37,1.858632534,84.444,9.7274,0.1627,0.032608,44,1.8586,22,135.99,4538,50,13.16,29,5000,801584,2337500,41400,38384,281200,8251694,33851831,37743314,2775974,228048447,1684624,5517698
89,207.2864699,General,UT_SAL_Green River1,E_UT_OGSM_5,25,20,5,UT,39.986,-109.987,1.8,25,5250,1599.88,1.57942276,0.4,76.05,5420,28.4,1.57942276,1.49965862,688.5,0.06,0.12,185.12,254.63,401.97,399.97,2129840.78,2309.1859,10958.9,0.010366,5.3125,0.005325,5.3,2130441.53,15978311.48,634880723.7,599818607.8,32494890.84,0.20001496,81.4039,94.0316,1.5728,0.032608,400,0.2,28,138.55,5100,50,13.28,29,5325,801584,2337500,42408,38384,357891,12451385,34834914,68017177,2775974,233159623,2398058,7343008
90,1071.580731,General,CO_SAL_Hermosa1a,E_CO_OGSM_5,24,20,5,CO,37.164,-108.33,35.7,880,7395,84.1,3.30703422,0.4,76.05,1466,2175.64,3.30703422,2.56489197,640.74,0.06,0.08,168.24,13.38,23.02,21.025,175027.21,137.2046,10958.9,0.7941086,7.885,0.008325,7.445,171415.83,1285618.75,76142112.3,53925030.58,4270206.58,3.2,85.5986,4.7411,0.0793,0.032608,22,3.2,7,142.76,7245,43,13.48,26,8325,725804,1963500,51708,35200,82051,23472290,24638167,31669089,2337055,225725604,4491678,10031881
91,1220.885494,General,CO_SAL_Hermosa1b,E_CO_OGSM_5,24,20,5,CO,37.164,-108.33,40.5,1000,8275,73.81,4.10086797,0.4,76.05,1466,2270.22,4.10086797,3.16057497,685.24,0.06,0.08,150.83,11.75,20.45,18.4525,172075.93,127.3815,10958.9,0.8286303,8.825,0.009325,8.325,170272.75,1277045.6,83875802.24,58322667.69,3747993.66,3.2,81.2372,4.1792,0.0699,0.032608,19,3.2,6,137.01,8125,37,13.21,23,9325,648340,1720400,54808,32977,65889,28347514,22604356,32838821,2053205,209637134,5440210,10346514
92,5507.271431,General,IL_SAL_Knox1,E_IL_OGSM_1,4,5,1,IL,38.885,-88.809,23.7,500,4630,126.61,1.12845621,0.4,76.05,10500,3660,1.12845621,0.91214165,653.83,0.08,0.07,185.12,20.15,33.65,31.6525,163961.52,173.9337,10958.9,1.3359,4.93,0.00518,4.68,157495.12,1181213.38,37975714.53,28871839.7,6428945.41,2.527422411,85.5317,7.1416,0.1195,0.032608,32,2.5274,4,137.41,4480,50,13.23,29,5180,801584,2337500,41958,38384,51127,9681768,23044424,7621371,2775974,224916450,1874281,5704484
93,1991.097421,General,IL_SAL_Knox2,E_IL_OGSM_1,4,5,1,IL,38.153,-88.499,16.2,600,7300,185.44,2.28019001,0.4,76.05,5560,3660,2.28019001,1.89906776,690.87,0.08,0.04,185.12,29.51,48.36,46.36,368560.48,296.4301,10958.9,1.3359,7.65,0.00795,7.35,355444.6,2665834.47,110269553.4,88040418.68,9416059.67,1.725632723,94.7487,10.448,0.1748,0.032608,47,1.7256,4,160.07,7150,50,14.28,29,7950,801584,2337500,50545,38384,51127,16838107,23700276,13319030,2775974,251826251,3297449,8989623
94,2950.942313,General,IN_SAL_Knox3,E_IN_OGSM_1,4,5,1,IN,38.699,-87.114,27,500,4315,110.94,0.58031321,0.4,76.05,4930,3660,0.58031321,0.53190269,646.67,0.08,0.08,185.12,17.66,29.74,27.735,134936.18,149.9331,10958.9,1.3359,4.615,0.004865,4.365,129798.12,973485.91,17256257.74,14752911.64,5633432.82,2.884326699,84.7172,6.2688,0.1049,0.032608,28,2.8843,4,134.94,4165,50,13.11,29,4865,801584,2337500,40982,38384,51127,5732745,23142727,5054462,2775974,221901338,1232695,4353346
95,455.387434,General,IN_SAL_Knox4,E_IN_OGSM_1,4,5,1,IN,38.085,-87.639,16.2,600,7105,185.93,0.79082049,0.4,76.05,1275,3660,0.79082049,0.73083373,689.05,0.08,0.04,185.12,29.59,48.48,46.4825,360470.97,293.3707,10958.9,1.3359,7.455,0.007755,7.155,346891.54,2601686.53,38340871.45,33970902.42,9440957.93,1.721081781,94.0334,10.448,0.1748,0.032608,47,1.7211,4,158.42,6955,50,14.2,29,7755,801584,2337500,49941,38384,51127,7005903,23613265,6439794,2775974,249877918,1577728,5086781
96,1370.702417,General,KY_SAL_Knox5,E_KY_OGSM_1,16,16,1,KY,37.482,-87.295,23.7,500,4670,126.45,0.48976424,0.4,76.05,2610,3660,0.48976424,0.42639908,654.67,0.08,0.07,185.12,20.13,33.61,31.6125,165016.43,174.3324,10958.9,1.3359,4.97,0.00522,4.72,158650.26,1189876.94,16462123.76,13479473.98,6420727.66,2.530657204,85.6704,7.1416,0.1195,0.032608,32,2.5307,4,137.72,4520,50,13.24,29,5220,801584,2337500,42082,38384,51127,5307430,23062855,4689160,2775974,225300374,1141210,4065115
97,607.6432419,General,KY_SAL_Knox6,E_KY_OGSM_1,16,16,1,KY,37.542,-87.624,16.2,600,7160,185.79,0.80287043,0.4,76.05,1700,3660,0.80287043,0.69293984,689.57,0.08,0.04,185.12,29.57,48.45,46.4475,362752.69,294.232,10958.9,1.3359,7.51,0.00781,7.21,349304.36,2619782.73,38896830,32185120.26,9433810.97,1.722385657,94.2348,10.448,0.1748,0.032608,47,1.7224,4,158.89,7010,50,14.22,29,7810,801584,2337500,50111,38384,51127,7286212,23637788,6503159,2775974,250426877,1593544,5029816
98,265.3847348,General,CO_SAL_Leadville1,E_CO_OGSM_5,24,20,5,CO,37.164,-108.33,8.7,180,9275,339.57,4.25465019,0.4,76.05,1466,421.02,4.25465019,3.93389622,775.78,0.06,0.08,185.12,54.04,86.89,84.8925,806904.99,598.4601,10958.9,0.1536723,9.415,0.009505,9.325,810274.3,6077057.28,369697986.2,333959020.1,13793924.05,0.942366256,99.0047,19.4548,0.3254,0.032608,85,0.9424,9,173.55,9125,50,14.87,29,9505,801584,2337500,55366,38384,115036,29287684,24443775,50908315,2775974,269754826,5623471,15153349
99,69900.01334,General,TX_SAL_Leonard1,E_TX_OGSM_4,1,18,4,TX,31.793,-102.444,68.1,1000,5808,44.14,1.67797657,0.4,76.05,51294,1689.47,1.67797657,1.20465474,717.15,0.07,0.09,108.35,7.02,13.03,11.035,75676.04,66.4894,10958.9,0.61665655,6.358,0.006858,5.858,76357.33,572680,21871938.46,13293016,2241240.69,3.2,50.8669,2.4854,0.0416,0.032608,12,3.2,8,79.73,5658,23,10.08,16,6858,461416,1028500,47160,25501,67935,13157839,18678514,20782567,1234205,130007205,2566004,3545916
100,12736.10022,General,NM_SAL_Leonard2,E_NM_OGSM_4,20,21,4,NM,32.947,-103.619,68.1,1000,5808,44.14,1.38514611,0.4,76.05,9346,1689.47,1.38514611,1.08405543,717.15,0.07,0.09,108.35,7.02,13.03,11.035,75676.04,66.4894,10958.9,0.61665655,6.358,0.006858,5.858,76357.33,572680,18054978.24,11962237.6,2241240.69,3.2,50.8669,2.4854,0.0416,0.032608,12,3.2,8,79.73,5658,23,10.08,16,6858,461416,1028500,47160,25501,67935,11111554,18678514,18088527,1234205,130007205,2229249,3259985
101,14128.88153,General,AL_SAL_Lower Tuscaloosa1,E_AL_OGSM_2,15,17,2,AL,31.454,-87.054,70.2,400,4500,42.69,0.76808012,0.4,76.05,10592,3660,0.76808012,0.68122595,649.87,0.08,0.25,103.83,6.8,12.67,10.6725,52834.76,57.9502,10958.9,1.3359,4.75,0.00495,4.55,57665.28,432489.6,9734407.73,7271193.25,2167914.08,3.2,44.8831,2.4111,0.0403,0.032608,11,3.2,4,66.9,4350,22,9.23,15,4950,439524,991100,41245,25080,33407,7075865,15550355,5930455,1194349,113210630,1451655,2386005
102,4706.000058,General,AL_SAL_Lower Tuscaloosa2,E_AL_OGSM_2,15,17,2,AL,30.737,-87.981,90,600,7000,33.35,1.31803075,0.4,76.05,2571,3660,1.31803075,1.12315172,688.04,0.07,0.23,91.43,5.31,10.34,8.3375,63787.8,52.5114,10958.9,1.3359,7.35,0.00765,7.05,72884.83,546636.24,13626163.04,9365146.76,1693572.24,3.2,44.1889,1.8806,0.0315,0.032608,9,3.2,4,69.33,6850,17,9.4,13,7650,385636,776050,49615,22167,29527,10613348,14849802,8849811,936519,109451786,2180279,2587975
103,12043.17012,General,FL_SAL_Lower Tuscaloosa3,E_FL_OGSM_2,2,15,2,FL,30.513,-85.803,62.7,370,7000,47.92,1.96101346,0.4,76.05,9454,3660,1.96101346,1.67987632,686.9,0.07,0.26,108.35,7.63,13.98,11.98,88900.6,74.4507,10958.9,1.3359,7.235,0.00742,7.05,98567.55,739256.64,27417346.91,20126955.96,2433483.21,3.2,55.2842,2.6995,0.0452,0.032608,12,3.2,4,88.3,6850,24,10.6,16,7420,461416,1112650,48902,26572,35394,15022474,17190863,11774344,1338699,137809628,2911516,4232589
104,1375.994372,General,FL_SAL_Lower Tuscaloosa4,E_FL_OGSM_2,2,15,2,FL,30.432,-84.247,38.4,200,4000,78.18,0.65109239,0.4,76.05,1889,3660,0.65109239,0.52974044,633.71,0.08,0.28,154.48,12.44,21.55,19.545,83070.83,101.7078,10958.9,1.3359,4.15,0.00425,4.05,87261.61,654462.1,14028487.02,10354347.63,3969969.57,3.2,68.1742,4.4077,0.0737,0.032608,20,3.2,4,105.11,3850,40,11.57,24,4250,666864,1823250,39075,33940,45208,6879465,20380767,5291308,2173860,177674306,1292183,3603086
105,1749.331695,General,GA_SAL_Lower Tuscaloosa5,E_GA_OGSM_1,15,14,1,GA,31.008,-84.459,32.4,180,3500,92.95,0.49525483,0.4,76.05,2855,3660,0.49525483,0.39189644,614.22,0.08,0.27,179.02,14.79,25.24,23.2375,86673.65,116.8824,10958.9,1.3359,3.64,0.00373,3.55,89591.01,671932.56,12498698.41,9106459.9,4719606.88,3.2,76.5267,5.224,0.0874,0.032608,24,3.2,4,118.29,3350,47,12.27,28,3730,774640,2169200,37463,37006,49291,5883178,22053563,4499425,2581328,201305115,1094447,3742148
106,8101.462162,General,LA_SAL_Lower Tuscaloosa6,S_LowerTuscaloosa_LA,6,18,2,LA,31.797,-92.129,29.4,200,4500,102.19,2.94160532,0.4,76.05,13556,3660,2.94160532,2.58275964,647.52,0.07,0.24,185.12,16.26,27.55,25.5475,121355.76,136.78,10958.9,1.3359,4.65,0.00475,4.55,125346.04,940095.3,81037050.23,65985842.07,5189127.43,3.131289589,84.5051,5.757,0.0963,0.032608,26,3.1313,4,134.04,4350,50,13.06,29,4750,801584,2337500,40625,38384,51127,21764806,23252955,15899813,2775974,221517195,3944085,10907629
107,2571.782841,General,LA_SAL_Lower Tuscaloosa7,E_LA_OGSM_2,6,18,2,LA,30.77,-90.442,44.1,300,10000,67.85,8.99927477,0.4,76.05,2857,3660,8.99927477,8.37995111,709.32,0.07,0.22,139.1,10.8,18.96,16.9625,175555.69,123.2025,10958.9,1.3359,10.2,0.01035,10.05,190567.12,1429253.41,170643371.7,142139914.6,3445102.36,3.2,80.0448,3.838,0.0642,0.032608,17,3.2,4,136.76,9850,34,13.2,21,10350,596136,1580150,57985,31617,42113,57675709,21314130,44573116,1888567,204073472,11109890,20262818
108,13446.13618,General,MS_SAL_Lower Tuscaloosa8,E_MS_OGSM_2,6,17,2,MS,32.332,-89.913,49.5,350,4500,60.77,0.94348269,0.4,76.05,13379,3660,0.94348269,0.87838628,649.29,0.07,0.23,133.29,9.67,17.19,15.1925,74442.48,81.9472,10958.9,1.3359,4.725,0.0049,4.55,78225.16,586688.72,16220678.43,13344745.9,3085690.28,3.2,57.9086,3.4193,0.0572,0.032608,16,3.2,4,88.8,4350,31,10.63,20,4900,569192,1411850,41090,29922,39856,8114238,18251437,6730092,1693208,149599241,1651587,3587952
109,9609.321765,General,MS_SAL_Lower Tuscaloosa9,E_MS_OGSM_2,6,17,2,MS,31.364,-90.094,59.1,400,10000,50.86,3.33649146,0.4,76.05,8003,3660,3.33649146,2.92548249,709.61,0.07,0.22,115.57,8.1,14.72,12.715,132884.7,92.3921,10958.9,1.3359,10.25,0.01045,10.05,147898.21,1109236.56,49100607.49,37201136.16,2582773.16,3.2,66.5952,2.8639,0.0479,0.032608,13,3.2,4,112.85,9850,26,11.99,17,10450,491728,1187450,58295,27375,36464,23598310,18786587,18538742,1419846,166605092,4601252,6777999
110,8036.682654,General,MS_SAL_Lower Tuscaloosa10,S_LowerTuscaloosa_MS,6,17,2,MS,30.725,-89.078,90,650,8000,33.38,2.24091883,0.4,76.05,4393,3660,2.24091883,1.82211512,697.02,0.07,0.21,91.43,5.31,10.35,8.345,72610.97,55.5021,10958.9,1.3359,8.375,0.0087,8.05,83286.02,624645.11,23184745.29,15207534.64,1695159.5,3.2,46.8703,1.8806,0.0315,0.032608,9,3.2,4,75.37,7850,17,9.8,13,8700,385636,776050,52870,22178,29541,16755078,15201122,13246600,937382,115338255,3279004,3521373
111,790.9309172,General,CO_SAL_Lyons1,E_CO_OGSM_5,24,20,5,CO,40.16,-104.668,7.8,100,7500,388.1,2.82917631,0.4,76.05,5044,2318.21,2.82917631,2.63179478,614.18,0.07,0.12,185.12,61.77,99.03,97.025,742248.85,605.9004,10958.9,0.84614665,7.6,0.00765,7.55,747646.25,5607346.9,280161995.5,255352503.6,15765423.86,0.82452135,92.0246,21.6996,0.3629,0.032608,98,0.8245,4,157.53,7350,50,14.16,29,7650,801584,2337500,49615,38384,51127,20514898,20939624,15801080,2775974,250019395,3918096,10997345
112,436.5487061,General,CO_SAL_Lyons2,E_CO_OGSM_5,24,20,5,CO,40.183,-103.683,7.8,100,7500,388.1,2.82917631,0.4,76.05,2784,2318.21,2.82917631,2.63179478,614.18,0.07,0.12,185.12,61.77,99.03,97.025,742248.85,605.9004,10958.9,0.84614665,7.6,0.00765,7.55,747646.25,5607346.9,280161995.5,255352503.6,15765423.86,0.82452135,92.0246,21.6996,0.3629,0.032608,98,0.8245,4,157.53,7350,50,14.16,29,7650,801584,2337500,49615,38384,51127,20514898,20939624,15801080,2775974,250019395,3918096,10997345
113,258.5332907,General,CO_SAL_Lyons3,E_CO_OGSM_5,24,20,5,CO,38.489,-104.935,8.1,240,5625,374.28,1.81532933,0.4,76.05,1590,34.88,1.81532933,1.60729155,723.71,0.07,0.04,185.12,59.57,95.57,93.57,553460.94,530.5666,10958.9,0.0127312,5.795,0.005915,5.675,542354.36,4067657.73,173489301,150392745.1,15203716.96,0.854983593,85.8813,20.8959,0.3495,0.032608,94,0.855,93,143.25,5475,50,13.51,29,5915,801584,2337500,44237,38384,1188709,14146249,86580090,253123700,2775974,253844004,2690367,7833565
114,20635.09839,General,ND_SAL_Madison Gp-Mission Canyon Fm1,E_ND_OGSM_7,3,7,7,ND,47.524,-102.248,34.8,407,6000,86.33,1.95263575,0.4,76.05,29617,2697.64,1.95263575,1.68127985,675.67,0.07,0.12,168.24,13.74,23.58,21.5825,139359.61,127.2771,10958.9,0.9846386,6.2535,0.006457,6.05,142675.45,1070065.85,46048459.37,36286589.77,4383628.2,3.2,80.8455,4.8637,0.0814,0.032608,22,3.2,6,130.92,5850,44,12.91,26,6457,725804,2010250,45917,35664,71257,14790080,23181615,17395283,2398706,212453000,2867577,7240122
115,2137.326627,General,ND_SAL_Madison Gp-Mission Canyon Fm2,E_ND_OGSM_7,3,7,7,ND,47.254,-103.438,30,407,9000,99.51,3.48169251,0.4,76.05,3536,965.12,3.48169251,3.14866022,703.41,0.07,0.1,185.12,15.84,26.88,24.8775,235269.9,173.1291,10958.9,0.3522688,9.2535,0.009457,9.05,243244.62,1824334.62,93580437.2,78331922.22,5052898.22,3.2,101.0685,5.6419,0.0944,0.032608,25,3.2,14,172.49,8850,50,14.82,29,9457,801584,2318800,55217,38290,178508,23911806,30470382,66721853,2762489,269493055,4732860,12784603
116,2620.387408,General,SD_SAL_Madison Gp-Mission Canyon Fm3,E_SD_OGSM_7,3,7,7,SD,45.335,-102.735,12.6,184,4500,239.18,0.81109284,0.4,76.05,10420,251.36,0.81109284,0.68296882,647.33,0.07,0.1,185.12,38.07,61.8,59.795,283075.38,318.8572,10958.9,0.0917464,4.642,0.004734,4.55,281172.87,2108796.53,50122484.18,40838963.93,12145108.69,1.337876927,83.1749,13.4331,0.2247,0.032608,60,1.3379,21,133.92,4350,50,13.06,29,4734,801584,2337500,40575,38384,268418,7892750,32653990,32010019,2775974,225455457,1493425,4897457
117,39724.98096,General,MT_SAL_Madison Gp-Mission Canyon Fm4,E_MT_OGSM_7,23,19,7,MT,47.238,-105.803,47.1,545,6500,63.82,2.66503979,0.4,76.05,42151,879.35,2.66503979,2.36588443,682.53,0.07,0.12,133.29,10.16,17.96,15.955,113205.68,97.3834,10958.9,0.32096275,6.8225,0.007095,6.55,117609.82,882073.67,47852649.88,37749337.7,3240733.92,3.2,66.4735,3.5936,0.0601,0.032608,16,3.2,15,107.2,6350,32,11.68,20,7095,569192,1486650,47895,30665,153169,18714820,24624712,56122392,1777482,171625836,3709569,6839846
118,34885.0536,General,WY_SAL_Madison1,E_WY_OGSM_5,24,19,6,WY,43.852,-105.661,62.7,833,11000,47.76,7.22852977,0.4,76.05,27700,1292.18,7.22852977,6.0418697,716.08,0.07,0.1,108.35,7.6,13.94,11.94,141885.53,93.4084,10958.9,0.4716457,11.4665,0.011883,11.05,154039.33,1155294.98,100767230.1,72141198.87,2425155.36,3.2,68.4317,2.6995,0.0452,0.032608,12,3.2,10,118.44,10850,24,12.28,16,11883,461416,1112650,62737,26527,88334,47397271,22688031,91622214,1334173,169154986,9128143,11572071
119,1966.341145,General,CO_SAL_Mesaverde1,E_CO_OGSM_5,24,20,5,CO,37.189,-107.79,51.3,560,4864,58.62,1.60684135,0.4,76.05,2024,21.28,1.60684135,1.29434983,704.33,0.08,0.12,123.7,9.33,16.66,14.655,80223.34,81.7141,10958.9,0.0077672,5.194,0.005474,4.914,81844.35,613832.63,26762492.12,18969139.24,2976620.85,3.2,57.9503,3.2994,0.0552,0.032608,15,3.2,568,89.82,4714,30,10.69,19,5474,532144,1365100,42869,29388,5558647,12810433,366566345,1400739729,1633923,282449898,2434897,4405824
120,3383.042792,General,NM_SAL_Mesaverde2,S_NM_SanJuan,20,21,5,NM,36.363,-107.652,21,319,3000,142.33,0.83736378,0.4,76.05,8455,14.31,0.83736378,0.84121763,436.49,0.08,0.14,185.12,22.65,37.58,35.5825,119881.3,176.4637,10958.9,0.00522315,3.2095,0.003369,3.05,114630.12,859725.88,31471183.02,29933589.41,7227331.88,2.248223958,79.3136,8.0599,0.1348,0.032608,36,2.2482,593,123.52,2850,50,12.54,29,3369,801584,2337500,36344,38384,7579621,7083603,466700268,892618734,2775974,348627830,1475012,5172200
121,362.9441929,General,UT_SAL_Mesaverde3,E_UT_OGSM_5,25,20,5,UT,39.847,-109.942,3.6,70,8200,842.05,3.33354381,0.4,76.05,5006,1.8,3.33354381,3.12258711,671.59,0.07,0.08,185.12,134.02,212.51,210.5125,1751460.44,1360.255,10958.9,0.000657,8.285,0.00832,8.25,1753224.59,13149184.44,708418301.6,657342281.2,25654043.12,0.380025728,93.174,47.0158,0.7864,0.032608,211,0.38,798,163.23,8050,50,14.42,29,8320,801584,2337500,51692,38384,10199894,23821318,621347615,3634460063,2775974,446084024,4521986,12526683
122,7148.801871,General,WY_SAL_Minnelusa1,E_WY_OGSM_5,24,19,6,WY,43.969,-105.723,35.4,295,11000,84.79,6.59684487,0.4,76.05,9960,3660,6.59684487,6.0418697,714.73,0.07,0.16,168.24,13.49,23.2,21.1975,240481.77,161.1944,10958.9,1.3359,11.1975,0.011345,11.05,256328.6,1922464.53,153028057.6,128070471,4305317.82,3.2,97.0152,4.7813,0.08,0.032608,22,3.2,4,168.99,10850,43,14.67,26,11345,725804,1972850,61070,35344,47078,43597937,24151982,33665507,2356140,255239099,8382540,19157892
123,2995.367708,General,MT_SAL_Minnelusa2,E_MT_OGSM_7,23,19,7,MT,45.384,-106.228,40.8,295,8000,73.36,3.1720745,0.4,76.05,3611,3660,3.1720745,2.97057204,695.6,0.07,0.19,150.83,11.68,20.34,18.34,153057.73,120.1802,10958.9,1.3359,8.1975,0.008345,8.05,163747.06,1228102.94,64523958.81,54484002.98,3725259.09,3.2,77.6214,4.1485,0.0694,0.032608,19,3.2,4,128.82,7850,37,12.81,23,8345,648340,1711050,51770,32877,43792,21663503,21306056,17478693,2040847,201654414,4337187,9232291
124,7008.743613,General,CA_SAL_Mokelumne River1,S_CA_Mokelumne River,21,23,6,CA,38.05,-121.37,178.5,1000,4700,16.81,2.83635189,0.4,76.05,2069,3660,2.83635189,2.14387436,660.14,0.08,0.25,67.51,2.68,6.2,4.2025,24167.54,23.8538,10958.9,1.3359,5.25,0.00575,4.75,29464.49,220983.68,17594034.64,9010812.66,853674.28,3.2,25.9754,0.9482,0.0159,0.032608,5,3.2,4,36.16,4550,9,6.79,9,5750,279544,392700,43725,15738,20964,20226562,11019801,15559937,479990,65062436,3858666,2514991
125,2867.17409,General,CO_SAL_Morrison1,E_CO_OGSM_5,24,20,5,CO,37.196,-107.79,71.7,846,5390,41.78,2.00617255,0.4,76.05,1958,1987.14,2.00617255,1.50431496,719.08,0.06,0.13,103.83,6.65,12.45,10.445,65664.74,61.1924,10958.9,0.7253061,5.863,0.006286,5.44,67707.26,507804.45,24969199.87,15714356.2,2121706.88,3.2,47.5112,2.3606,0.0395,0.032608,11,3.2,7,73.23,5240,21,9.66,15,6286,439524,972400,45387,24812,57836,15358860,17295510,20682290,1169233,119552177,2923053,3745671
126,13012.39182,General,NM_SAL_Morrison2,S_NM_SanJuan,20,21,5,NM,36.368,-107.653,75,883,5511,40.06,1.26792013,0.4,76.05,8520,2121.2,1.26792013,1.02777557,718.56,0.06,0.13,103.83,6.38,12.02,10.015,64541.22,59.0142,10958.9,0.774238,6.0025,0.006444,5.561,66819.35,501145.15,15234958.13,10293900.11,2034272.94,3.2,46.6152,2.2568,0.0377,0.032608,11,3.2,7,71.84,5361,21,9.56,15,6444,439524,935000,45876,24295,56632,10333298,17072832,14779254,1121708,118944568,2079691,2940598
127,8997.295236,General,CO_SAL_Morrison3,E_CO_OGSM_5,24,20,5,CO,39.885,-103.78,17.7,210,6320,169.48,2.1674328,0.4,76.05,24922,1198.84,2.1674328,1.94498499,714.2,0.06,0.13,185.12,26.97,44.37,42.37,278802.08,251.9433,10958.9,0.4375766,6.475,0.00658,6.37,282644.14,2119831.06,96171457.21,82411225.19,8605927.44,1.888077817,89.9357,9.5625,0.1599,0.032608,43,1.8881,7,148.65,6170,50,13.76,29,6580,801584,2337500,46298,38384,89473,16377446,25201497,22054672,2775974,239899337,3118975,8899990
128,855.2021356,General,WY_SAL_Morrison4,E_WY_OGSM_5,24,19,6,WY,41.673,-104.516,8.4,99,8091,361.74,3.53122277,0.4,76.05,5056,721.84,3.53122277,3.28820857,709.8,0.06,0.13,185.12,57.57,92.44,90.435,745186.02,580.5182,10958.9,0.2634716,8.1905,0.00824,8.141,752514.93,5643861.98,326409269.2,297369786.5,14694507.53,0.884611378,94.2266,20.1496,0.337,0.032608,91,0.8846,6,162.55,7941,50,14.39,29,8240,801584,2337500,51444,38384,76691,25005949,21574379,28673437,2775974,256401610,4746467,13060263
