ID,Capacity_MMT,INJ_TYPE,SITE_NAME,T_NODE,EMM_REGION,Fuel_Region,OGSM_Region,State,LAT,LON,SiteMax_MMT,THICKNESS,Dtop,PA,Sdrill,MaxUse,ASMDisc,FormA,FormInjRate,Rdrill,Asdrill,MidDensity,lith_coeff,porosity,DCMW,S2DL,Mwells,ASMWell,ASMWell_Str_D,S3D,Maxprojinjrate,MaxWellInjRate,Inj_W_D,Str_D,Rdepth,Mwells_Rdepth,Rdepth_Cdia_Mwells,Mwells_Rdrill,AS_ASM,FpipeCC,INJ_R,PADepCC,Plume_R,Fin_ind,S5YR_ind,ResMWells,Tonnes,I_Wells,PA_B,MW_depth,M_Wells,Pdia,DCM_Wells,Inj_depth,DCMW_AC,wellPa_ETUC,ResmWell_ETUC,PlumeR_ETUC,W_PlumeR_ETUC,StratT,PreopSite,PreopWell,PreopPA,DiscPISC,FiveETUC,ThreeTRC
35,502.7122853,General,WY_SAL_Crow Mountain 4,E_WY_OGSM_5,24,19,6,WY,44.225,-108.406,7.5,75,8000,394.47,3.43667066,0.4,76.05,3482,3596.74,3.43667066,3.2160677,694.69,0.08,0.14,185.12,62.78,100.62,98.6175,801266.44,646.2489,10958.9,1.3128101,8.0875,0.008125,8.05,809970.13,6074775.98,345788892.1,317160258.5,16024007.25,0.811215844,93.751,22.5676,0.3775,0.032608,99,0.8112,4,161.56,7850,50,14.34,29,8125,801584,2337500,51088,38384,51127,24426547,22312141,18664092,2775974,254827211,4633636,12812399
36,1682.225612,General,CO_SAL_Dakota1,E_CO_OGSM_5,24,20,5,CO,39.538,-108.068,9.3,95,3530,324.26,0.96299393,0.4,76.05,8935,3660,0.96299393,0.8890938,734.31,0.07,0.14,185.12,51.61,83.07,81.065,297915.89,405.8661,10958.9,1.3359,3.6275,0.003675,3.58,297374.67,2230309.99,79991619.26,72074877.01,13172065.44,0.986855753,78.4232,18.1997,0.3044,0.032608,82,0.9869,4,125.82,3380,50,12.66,29,3675,801584,2337500,37293,38384,51127,8549398,20576162,6643088,2775974,211606185,1630387,5418671
37,926.8334254,General,CO_SAL_Dakota2,E_CO_OGSM_5,24,20,5,CO,40.638,-106.287,15,155,4650,201.17,1.34784945,0.4,76.05,3054,3660,1.34784945,1.21704765,725.46,0.07,0.14,185.12,32.02,52.29,50.2925,244164.54,269.7235,10958.9,1.3359,4.7775,0.004855,4.7,245769.38,1843270.35,70480877.35,61206978.27,10214589.58,1.590730647,83.7628,11.2838,0.1887,0.032608,51,1.5907,4,134.86,4500,50,13.1,29,4855,801584,2337500,40951,38384,51127,11128919,22316645,8583686,2775974,222625749,2115006,6523108
38,563.7714537,General,CO_SAL_Dakota3,E_CO_OGSM_5,24,20,5,CO,37.196,-107.842,9.6,187,5275,314.47,1.62402098,0.4,76.05,2904,10.34,1.62402098,1.45598622,718.03,0.07,0.08,185.12,50.05,80.62,78.6175,433339.97,437.6028,10958.9,0.0037741,5.4185,0.005512,5.325,429288.49,3219663.67,130924603.7,114466079.5,12774299.49,1.017584453,84.6045,17.6309,0.2949,0.032608,79,1.0176,372,140.03,5125,50,13.35,29,5512,801584,2337500,42987,38384,4754838,12921022,298212163,925245245,2775974,316583533,2456007,7314841
39,6016.723081,General,NM_SAL_Dakota4,S_NM_SanJuan,20,21,5,NM,36.357,-107.86,26.1,225,5646,115.52,1.13993464,0.4,76.05,11385,36.99,1.13993464,1.05246011,716.7,0.07,0.17,185.12,18.39,30.88,28.88,170999.2,164.714,10958.9,0.01350135,5.8085,0.005921,5.696,175893.17,1319198.81,35201320.75,30395176.36,5865791.04,2.770071518,88.2539,6.4849,0.1085,0.032608,29,2.7701,283,143.3,5496,50,13.51,29,5921,801584,2337500,44255,38384,3617256,9465739,232847713,550512191,2775974,299232993,1913877,6019734
40,2268.473471,General,UT_SAL_Dakota5,E_UT_OGSM_5,25,20,5,UT,39.731,-110.419,10.5,130,8640,287.37,3.75184497,0.4,76.05,10678,655.2,3.75184497,3.47173857,706.42,0.07,0.12,185.12,45.74,73.84,71.8425,633652,478.7075,10958.9,0.239148,8.755,0.00882,8.69,641692.46,4812693.43,277046100.7,249418830.8,11673464.73,1.113545023,96.5433,16.1197,0.2696,0.032608,72,1.1135,7,167.55,8490,50,14.61,29,8820,801584,2337500,53242,38384,89473,26440862,22732081,35374807,2775974,262419647,5020844,13680878
41,489.9446342,General,CO_SAL_Dakota6,E_CO_OGSM_5,24,20,5,CO,37.354,-104.972,9.6,99,5138,316.5,1.52445715,0.4,76.05,2540,11.02,1.52445715,1.40018243,721.92,0.07,0.14,185.12,50.37,81.12,79.125,418332.91,432.0344,10958.9,0.0040223,5.2375,0.005287,5.188,420875.55,3156566.66,123671309,110789179.7,12856722.63,1.011060822,83.8288,17.6309,0.2949,0.032608,80,1.0111,347,138.25,4988,50,13.27,29,5287,801584,2337500,42290,38384,4435292,12278627,279146408,820517479,2775974,308666551,2333493,7088873
42,229.7382386,General,NM_SAL_Dakota7,E_NM_OGSM_4,20,21,4,NM,36.768,-104.972,7.8,83,5158,379.21,1.01556489,0.4,76.05,1427,9.96,1.01556489,0.97029721,718.69,0.07,0.14,185.12,60.35,96.8,94.8025,501596.46,531.8561,10958.9,0.0036354,5.2495,0.005291,5.208,504143.91,3781079.29,98308534.92,91985946.23,15404026.24,0.843865646,83.7235,21.6996,0.3629,0.032608,95,0.8439,321,138.28,5008,50,13.27,29,5291,801584,2337500,42302,38384,4102965,8592038,259313913,571226521,2775974,302544741,1748410,5699546
43,9279.854185,General,CO_SAL_Dakota8,E_CO_OGSM_5,24,20,5,CO,39.955,-103.829,20.1,210,5850,150.2,1.91387779,0.4,76.05,22831,178.45,1.91387779,1.71119378,717.15,0.07,0.14,185.12,23.91,39.55,37.55,229430.42,216.1556,10958.9,0.06513425,6.005,0.00611,5.9,233344.92,1750086.94,75693842.14,64255304.48,7626712.21,2.130493489,88.457,8.4207,0.1408,0.032608,38,2.1305,46,144.82,5700,50,13.58,29,6110,801584,2337500,44841,38384,587964,14773485,52692630,130737754,2775974,244605843,2810644,8150633
44,1195.040826,General,WY_SAL_Dakota9,E_WY_OGSM_5,24,19,6,WY,41.663,-104.531,11.7,125,7355,256.86,2.96913002,0.4,76.05,5028,81.41,2.96913002,2.72908377,704.52,0.07,0.14,185.12,40.88,66.22,64.215,483541.23,401.3449,10958.9,0.02971465,7.4675,0.00753,7.405,490324.32,3677432.41,196601845,175248942.2,13042657.91,1.245809007,92.878,14.4664,0.242,0.032608,65,1.2458,59,156.52,7205,50,14.12,29,7530,801584,2337500,49243,38384,754128,21553333,62594805,242306398,2775974,261877424,4074768,11334177
45,3650.849447,General,NE_SAL_Dakota10,E_NE_OGSM_3,19,8,3,NE,41.67,-103.237,21,220,5075,143.21,1.00130298,0.4,76.05,8564,162.75,1.00130298,0.88276357,717.97,0.07,0.14,185.12,22.79,37.8,35.8025,191362.33,198.1561,10958.9,0.05940375,5.235,0.005345,5.125,193735.87,1453019,37851375.5,31604807.47,7271705.99,2.234504628,85.8866,8.0599,0.1348,0.032608,36,2.2345,53,138.71,4925,50,13.29,29,5345,801584,2337500,42470,38384,677437,8890418,57753554,93548635,2775974,238848454,1733932,5516663
46,1588.578932,General,NM_SAL_Devonian1,E_NM_OGSM_4,20,21,4,NM,33.043,-103.945,5.1,100,10328,587.04,3.00925694,0.4,76.05,15504,241.41,3.00925694,2.83380122,808.83,0.07,0.06,185.12,93.43,148.76,146.76,1537747.33,1072.1535,10958.9,0.08811465,10.428,0.010478,10.378,1543827.37,11578705.26,447655927.7,415887598.5,17884854.12,0.545109082,101.4763,33.1876,0.5551,0.032608,147,0.5451,9,182.27,10178,50,15.23,29,10478,801584,2337500,58382,38384,115036,21361368,23745506,38334382,2775974,279975258,4225930,11701376
47,2863.297148,General,CA_SAL_Domengine1,S_CA_Domengine,21,23,6,CA,38.05,-121.37,72.9,375,4200,41.15,2.18620014,0.4,76.05,2069,3660,2.18620014,1.86527994,642.12,0.08,0.28,103.83,6.55,12.29,10.2875,47582.81,54.7632,10958.9,1.3359,4.4375,0.004625,4.25,52224.75,391685.61,26864411.95,19190328.18,2089613.41,3.2,42.9605,2.3218,0.0388,0.032608,11,3.2,4,63.22,4050,21,8.97,15,4625,439524,953700,40238,24623,32798,16402236,15203504,12406912,1151788,109108391,3070916,4108213
48,1837.259385,General,MT_SAL_Duperow-Lower1,E_MT_OGSM_7,23,19,7,MT,48.433,-111.576,18.6,300,3800,160.9,1.49874418,0.4,76.05,4809,801.72,1.49874418,1.30582632,628.7,0.06,0.13,185.12,25.61,42.23,40.225,166933.94,208.7436,10958.9,0.2926278,4,0.00415,3.85,162566.43,1219248.2,63284541.78,52526923.77,8170038.7,1.988810738,81.6881,9.0998,0.1522,0.032608,41,1.9888,10,129.42,3650,50,12.84,29,4150,801584,2337500,38765,38384,127818,11919191,24485803,22940193,2775974,217017788,2263421,6830359
49,1341.232116,General,MT_SAL_Duperow-Upper1,E_MT_OGSM_7,23,19,7,MT,48.433,-111.576,13.5,400,3400,220.41,1.3827749,0.4,76.05,4809,492.75,1.3827749,1.15287149,614.68,0.06,0.07,185.12,35.08,57.1,55.1025,212140.61,282.5329,10958.9,0.17985375,3.65,0.00385,3.45,197000.03,1477500.19,78958460.94,63524898.17,11191560.44,1.451867306,80.3163,12.5375,0.2097,0.032608,56,1.4519,13,127.14,3250,50,12.72,29,3850,801584,2337500,37835,38384,166164,11241839,26301068,27947828,2775974,214669279,2119369,6394817
50,3747.936002,General,CO_SAL_Entrada1,E_CO_OGSM_5,24,20,5,CO,39.587,-108.044,20.1,160,4675,149.99,1.35949542,0.4,76.05,9237,3660,1.35949542,1.22583597,722.39,0.07,0.17,185.12,23.87,39.5,37.4975,183170.24,201.6355,10958.9,1.3359,4.805,0.004885,4.725,186620.81,1399656.06,53695266.39,45964518.37,7615841.83,2.133534422,84.2504,8.4207,0.1408,0.032608,38,2.1335,4,135.1,4525,50,13.12,29,4885,801584,2337500,41044,38384,51127,11205204,22673769,8641586,2775974,222900342,2129467,6554082
51,18200.6473,General,UT_SAL_Entrada2,E_UT_OGSM_5,25,20,5,UT,39.646,-110.409,83.1,670,7240,36.11,3.05459432,0.4,76.05,10799,3660,3.05459432,2.45729289,716.57,0.07,0.17,95.54,5.75,11.03,9.0275,71855.72,57.8185,10958.9,1.3359,7.625,0.00796,7.29,80387.56,602906.72,33683318.84,22182230.05,1833478.6,3.2,47.2926,2.0368,0.0341,0.032608,10,3.2,4,75.07,7090,19,9.78,14,7960,405844,841500,50576,23065,30723,22063052,15459214,16882733,1012565,118804926,4188370,4739153
52,597.3585439,General,CO_SAL_Entrada3,E_CO_OGSM_5,24,20,5,CO,37.394,-104.923,8.7,71,7366,343.22,2.72078718,0.4,76.05,3369,3660,2.72078718,2.54661334,711.38,0.07,0.17,185.12,54.63,87.81,85.805,642429.3,538.495,10958.9,1.3359,7.4515,0.007487,7.416,651169.07,4883768.06,238901357.7,218514627.8,13942320.34,0.932336099,91.5105,19.4548,0.3254,0.032608,86,0.9323,4,156.16,7216,50,14.1,29,7487,801584,2337500,49110,38384,51127,19841020,22114131,15278971,2775974,248466572,3787642,10707178
53,422.5928408,General,NM_SAL_Entrada4,E_NM_OGSM_4,20,21,4,NM,36.781,-104.833,11.1,89,5625,272.46,1.10589435,0.4,76.05,1892,2926.02,1.10589435,1.04852208,714.89,0.07,0.17,185.12,43.36,70.12,68.115,392621.92,383.8977,10958.9,1.0679973,5.7195,0.005764,5.675,397909.58,2984321.82,77541137.07,71421365.73,13834967.25,1.174463257,86.5739,15.2484,0.255,0.032608,69,1.1745,4,142.04,5475,50,13.45,29,5764,801584,2337500,43768,38384,51127,9230490,21249154,7601852,2775974,231522035,1869138,5969341
54,5034.362757,General,CO_SAL_Entrada5,E_CO_OGSM_5,24,20,5,CO,39.716,-103.745,8.7,75,7501,341.28,2.8130461,0.4,76.05,28232,506.79,2.8130461,2.63243738,711.79,0.07,0.16,185.12,54.32,87.32,85.32,650647.12,542.5239,10958.9,0.18497835,7.5885,0.007626,7.551,659350.16,4945126.17,245634006.3,224598454.2,13863288.63,0.937651153,92.018,19.4548,0.3254,0.032608,86,0.9377,8,157.33,7351,50,14.15,29,7626,801584,2337500,49541,38384,102255,20414693,22860334,31446836,2775974,250793357,3898692,10979926
55,4566.62767,General,WY_SAL_Entrada6,E_WY_OGSM_5,24,19,6,WY,41.663,-104.531,44.7,382,7163,67.01,3.01843925,0.4,76.05,5028,2470.82,3.01843925,2.59236221,711.79,0.07,0.16,139.1,10.66,18.75,16.7525,127226.92,105.4168,10958.9,0.9018493,7.404,0.007595,7.213,135253.88,1014404.13,56599976.87,43425709.39,3402348.56,3.2,70.4178,3.7865,0.0633,0.032608,17,3.2,6,114.89,7013,34,12.09,21,7595,596136,1561450,49445,31420,62777,21857056,20937420,24995631,1865329,181312357,4133790,7823502
56,3066.531095,General,NE_SAL_Entrada7,E_NE_OGSM_3,19,8,3,NE,41.67,-103.237,17.7,151,7522,169.96,2.04357787,0.4,76.05,8564,1026.99,2.04357787,1.83933138,709.91,0.07,0.16,185.12,27.05,44.49,42.49,328145.83,268.0506,10958.9,0.37485135,7.6475,0.007723,7.572,336873.93,2526554.48,90917605.43,78152134.01,8629952.88,1.882821485,94.032,9.5625,0.1599,0.032608,43,1.8828,8,158.15,7372,50,14.19,29,7723,801584,2337500,49841,38384,102255,15890987,24385473,24395721,2775974,251579354,3017259,8607593
57,865.1760728,General,CO_SAL_Entrada8,E_CO_OGSM_5,24,20,5,CO,37.153,-107.908,24.9,161,3391,119.93,0.94387571,0.4,76.05,1705,3660,0.94387571,0.85736665,740.69,0.07,0.2,185.12,19.09,31.98,29.9825,107997.86,150.9269,10958.9,1.3359,3.5215,0.003602,3.441,110052.64,825394.81,30187740.57,25706209.7,6089743.8,2.668201033,80.3702,6.7975,0.1137,0.032608,30,2.6682,4,125.27,3241,50,12.63,29,3602,801584,2337500,37066,38384,51127,8416788,22498463,6544611,2775974,210765579,1605801,5332881
58,1836.4499,General,NM_SAL_Entrada9,S_NM_SanJuan,20,21,5,NM,36.505,-107.604,15.9,130,3000,189.05,0.83620847,0.4,76.05,5705,3660,0.83620847,0.84121763,581.92,0.07,0.2,185.12,30.09,49.26,47.2625,150298.71,230.4119,10958.9,1.3359,3.115,0.00318,3.05,150254.42,1126908.19,41194761.65,39759096.02,9599656.71,1.69262935,78.3073,10.6451,0.1781,0.032608,48,1.6926,4,122.12,2850,50,12.47,29,3180,801584,2337500,35758,38384,51127,7029387,21712107,5988452,2775974,206902056,1466951,5165166
59,6713.470429,General,MS_SAL_Eutaw1,E_MS_OGSM_2,6,17,2,MS,31.994,-89.894,11.1,70,6055,268.43,1.21371309,0.4,76.05,29518,2212.03,1.21371309,1.14257266,674.16,0.07,0.25,185.12,42.72,69.11,67.1075,414383.85,392.8375,10958.9,0.80739095,6.14,0.006175,6.105,421896.38,3164222.87,83875701.98,76674276.77,13629923.71,1.192131449,88.0163,15.2484,0.255,0.032608,68,1.1921,4,145.35,5905,50,13.6,29,6175,801584,2337500,45043,38384,51127,10064179,21431261,8157122,2775974,235558908,2007771,6286623
60,1346.552433,General,AL_SAL_Eutaw2,E_AL_OGSM_2,15,17,2,AL,31.182,-87.648,7.8,50,5120,384.38,0.81069674,0.4,76.05,8478,1385.46,0.81069674,0.77115859,659.11,0.07,0.25,185.12,61.18,98.09,96.095,501610.55,529.7024,10958.9,0.5056929,5.195,0.00522,5.17,507145.85,3803593.85,79524465,74103693.89,15613983.17,0.832518417,83.473,21.6996,0.3629,0.032608,97,0.8325,4,137.72,4970,50,13.24,29,5220,801584,2337500,42082,38384,51127,7350951,18749087,6165449,2775974,226369793,1510282,5087547
61,1550.495526,General,FL_SAL_Eutaw3,E_FL_OGSM_2,2,15,2,FL,30.504,-85.406,6,40,4430,512.42,0.73857102,0.4,76.05,13014,993.09,0.73857102,0.6605907,643.77,0.07,0.24,185.12,81.55,130.11,128.105,579034.89,661.3125,10958.9,0.36247785,4.5,0.00452,4.48,582870.69,4371530.14,96091830.19,84625014.27,15611517.2,0.62448744,79.9714,28.2095,0.4718,0.032608,129,0.6245,4,132.26,4280,50,12.98,29,4520,801584,2337500,39912,38384,51127,7434505,17449412,5732668,2775974,219709140,1402402,4766677
62,255.8766903,General,GA_SAL_Eutaw4,E_GA_OGSM_1,15,14,1,GA,30.86,-82.756,10.2,50,3100,291.08,0.35354319,0.4,76.05,1220,273.97,0.35354319,0.29269799,1087.96,0.07,0.2,185.12,46.33,74.77,72.77,232865.47,359.6081,10958.9,0.09999905,3.175,0.0032,3.15,235526.95,1766452.11,26434587.12,21299767.33,11824224.58,1.099347232,76.9608,16.5938,0.2775,0.032608,73,1.0993,16,122.27,2950,50,12.48,29,3200,801584,2337500,35820,38384,204509,4966187,27213456,15084309,2775974,210138920,912598,3578965
63,1255.999431,General,CO_SAL_Fountain1a,E_CO_OGSM_5,24,20,5,CO,40.16,-104.668,12.3,220,8790,245.72,3.88051373,0.4,76.05,5044,93.24,3.88051373,3.54602664,555.71,0.06,0.11,185.12,39.11,63.43,61.43,556561.33,413.7556,10958.9,0.0340326,8.95,0.00906,8.84,560726.6,4205449.47,246143354.4,217834581.4,12477063.79,1.30228241,98.5666,13.7607,0.2302,0.032608,62,1.3023,53,169.64,8640,50,14.7,29,9060,801584,2337500,53986,38384,677437,26998147,58743731,276139025,2775974,275608601,5177362,13975226
64,5361.466434,General,CO_SAL_Fountain1b,E_CO_OGSM_5,24,20,5,CO,40.16,-104.668,52.2,1000,9010,57.56,4.74973091,0.4,76.05,5044,402.19,4.74973091,3.71897779,574.06,0.06,0.1,123.7,9.16,16.39,14.39,144773.36,102.5845,10958.9,0.14679935,9.56,0.01006,9.06,148502.37,1113767.79,77852793.59,53519773.48,2922928.87,3.2,70.8668,3.2425,0.0542,0.032608,15,3.2,31,119.84,8860,29,12.35,19,10060,532144,1337050,57086,29122,300628,32306825,34553846,193621119,1604739,185408047,6212584,9444247
65,695.7300575,General,CO_SAL_Fountain2a,E_CO_OGSM_5,24,20,5,CO,40.183,-103.683,12.3,220,8790,245.72,3.88051373,0.4,76.05,2794,93.24,3.88051373,3.54602664,555.71,0.06,0.11,185.12,39.11,63.43,61.43,556561.33,413.7556,10958.9,0.0340326,8.95,0.00906,8.84,560726.6,4205449.47,246143354.4,217834581.4,12477063.79,1.30228241,98.5666,13.7607,0.2302,0.032608,62,1.3023,53,169.64,8640,50,14.7,29,9060,801584,2337500,53986,38384,677437,26998147,58743731,276139025,2775974,275608601,5177362,13975226
66,2969.852739,General,CO_SAL_Fountain2b,E_CO_OGSM_5,24,20,5,CO,40.183,-103.683,52.2,1000,9010,57.56,4.74973091,0.4,76.05,2794,402.19,4.74973091,3.71897779,574.06,0.06,0.1,123.7,9.16,16.39,14.39,144773.36,102.5845,10958.9,0.14679935,9.56,0.01006,9.06,148502.37,1113767.79,77852793.59,53519773.48,2922928.87,3.2,70.8668,3.2425,0.0542,0.032608,15,3.2,31,119.84,8860,29,12.35,19,10060,532144,1337050,57086,29122,300628,32306825,34553846,193621119,1604739,185408047,6212584,9444247
67,5856.103245,General,TX_SAL_Frio1,S_TX_WG,1,18,2,TX,29.796,-95.662,59.1,400,3000,50.73,0.56527322,0.4,76.05,4855,3660,0.56527322,0.44336743,592.21,0.06,0.28,115.57,8.07,14.68,12.6825,43752.09,63.01,10958.9,1.3359,3.25,0.00345,3.05,44779.38,335845.38,8299208.62,5622681.62,2575771.12,3.2,46.9952,2.8639,0.0479,0.032608,13,3.2,4,68.29,2850,26,9.32,17,3450,491728,1178100,36595,27338,36414,6102961,16297172,4781108,1416040,119543964,1164993,2333988
68,12126.12774,General,TX_SAL_Frio2,S_TX_WG,1,18,2,TX,27.505,-97.929,136.5,900,3000,21.98,0.68378419,0.4,76.05,4357,3660,0.68378419,0.44336743,607.31,0.06,0.28,73.09,3.5,7.5,5.495,21710.09,28.1094,10958.9,1.3359,3.5,0.00395,3.05,22863.49,171476.18,5125801.1,2436847.8,1116328.93,3.2,26.9252,1.24,0.0207,0.032608,6,3.2,4,35.98,2850,11,6.77,10,3950,304804,504900,38145,17997,23973,6880766,11608465,5398403,622757,67169347,1319092,1283911
69,4590.729071,General,TX_SAL_Frio3a,S_TX_WG,1,18,2,TX,30.231,-94.24,189,1000,5000,15.87,1.34952763,0.4,76.05,1193,3660,1.34952763,0.93587256,665.37,0.07,0.3,61.52,2.53,5.97,3.9675,23996.07,22.9111,10958.9,1.3359,5.55,0.00605,5.05,30129.78,225973.35,8051677.25,3711944.76,805586.83,3.2,25.6411,0.8955,0.015,0.032608,4,3.2,4,35.97,4850,8,6.77,8,6050,252600,364650,44655,15289,20365,11113529,10856790,8763832,453852,61599894,2159504,1412172
70,2177.454114,General,TX_SAL_Frio3b,S_TX_WG,1,18,2,TX,30.231,-94.24,89.7,500,6000,33.45,1.54803735,0.4,76.05,1193,3660,1.54803735,1.27443137,676.27,0.07,0.28,91.43,5.32,10.36,8.3625,54772.02,49.6325,10958.9,1.3359,6.3,0.00655,6.05,62690.95,470182.11,16040980.04,10656973.77,1698419.66,3.2,41.5898,1.8869,0.0316,0.032608,9,3.2,4,63.45,5850,17,8.99,13,6550,385636,776050,46205,22199,29569,12351327,14512279,9749122,939154,103617748,2405602,2782495
71,1917.360153,General,TX_SAL_Frio4,S_TX_WG,1,18,2,TX,30.027,-94.055,135.9,800,7000,22.1,2.13616149,0.4,76.05,694,3660,2.13616149,1.67452768,689,0.07,0.26,73.09,3.52,7.52,5.525,43366.21,35.1488,10958.9,1.3359,7.45,0.00785,7.05,53046.72,397850.41,16073243.02,9250689.76,1122042.61,3.2,34.9535,1.2455,0.0208,0.032608,6,3.2,4,53.57,6850,12,8.26,10,7850,304804,514250,50235,18043,24034,15983593,12759105,12642070,625863,85331331,3128254,2488752
72,442.0357768,General,TX_SAL_Frio5,S_TX_WG,1,18,2,TX,29.782,-94.046,67.2,500,10000,44.61,3.6899526,0.4,76.05,323,3660,3.6899526,3.24404162,709.9,0.07,0.2,108.35,7.1,13.15,11.1525,117658.57,81.6604,10958.9,1.3359,10.3,0.01055,10.05,132182.34,991367.52,48531995.61,36179080.99,2265158.93,3.2,61.6475,2.5187,0.0421,0.032608,12,3.2,4,104.12,9850,23,11.51,16,10550,461416,1037850,58605,25637,34148,25438271,17816731,20179092,1247206,154249273,5011294,6660841
73,6749.821466,General,TX_SAL_Frio6,S_TX_WG,1,18,2,TX,29.671,-95.376,175.5,800,5000,17.09,1.27443137,0.4,76.05,1889,3660,1.27443137,0.93587256,663.69,0.07,0.35,67.51,2.72,6.27,4.2725,24997.36,24.3985,10958.9,1.3359,5.45,0.00585,5.05,31678.92,237591.89,7994575.67,3999033.14,867892.34,3.2,26.4013,0.9644,0.0161,0.032608,5,3.2,4,36.98,4850,9,6.86,9,5850,279544,392700,44035,15869,21137,10643179,11104957,8389531,487719,65808906,2066019,1560897
74,6321.062453,General,TX_SAL_Frio7a,S_TX_WG,1,18,2,TX,29.543,-95.043,201.9,1000,7000,14.85,2.23587276,0.4,76.05,1537,3660,2.23587276,1.67452768,689.95,0.07,0.31,61.52,2.36,5.71,3.7125,29886.72,23.9113,10958.9,1.3359,7.55,0.00805,7.05,40274.09,302055.64,12772727.85,6216912.24,754067.06,3.2,28.5499,0.8383,0.014,0.032608,4,3.2,4,42.76,6850,8,7.38,8,8050,252600,345950,50855,14792,19703,16595479,11181821,13129600,425849,68314333,3250046,1930756
75,1191.666713,General,TX_SAL_Frio7b,S_TX_WG,1,18,2,TX,29.543,-95.043,38.1,200,8000,78.77,2.33804552,0.4,76.05,1537,3660,2.33804552,2.13616149,695.21,0.07,0.29,154.48,12.54,21.69,19.6925,162469.42,128.0557,10958.9,1.3359,8.15,0.00825,8.05,174630.77,1309730.75,50719836.1,42067989.88,3999864.16,3.2,81.3538,4.4424,0.0743,0.032608,20,3.2,4,135.21,7850,40,13.12,24,8250,666864,1832600,51475,34067,45378,17221519,22009245,13628452,2190110,212013640,3374670,7753627
76,2663.353785,General,TX_SAL_Frio8,S_TX_WG,1,18,2,TX,29.322,-95.014,108.9,650,10000,27.52,3.78942797,0.4,76.05,1200,3660,3.78942797,3.24404162,710.33,0.07,0.25,80.16,4.38,8.88,6.88,73609.66,50.7669,10958.9,1.3359,10.375,0.0107,10.05,89238.04,669285.3,33647873.34,22317082.71,1397264.32,3.2,46.7841,1.5542,0.026,0.032608,7,3.2,4,77.81,9850,14,9.95,11,10700,335116,635800,59070,20135,26820,26039164,14747475,20658322,775460,110944387,5131034,4413597
77,8711.738951,General,TX_SAL_Frio9a,S_TX_WG,1,18,2,TX,28.605,-96.775,182.7,1000,5000,16.41,1.34952763,0.4,76.05,2342,3660,1.34952763,0.93587256,665.37,0.07,0.29,61.52,2.61,6.1,4.1025,24823.52,23.7011,10958.9,1.3359,5.55,0.00605,5.05,30820.46,231153.46,8236250.43,3839942.86,833365.69,3.2,26.1531,0.9264,0.0155,0.032608,5,3.2,4,36.79,4850,9,6.84,8,6050,252600,383350,44655,15550,20713,11113529,10994890,8763832,468951,63163382,2159504,1461938
78,4121.9355,General,TX_SAL_Frio9b,S_TX_WG,1,18,2,TX,28.605,-96.775,86.4,500,6000,34.69,1.54803735,0.4,76.05,2342,3660,1.54803735,1.27443137,676.27,0.07,0.27,91.43,5.52,10.67,8.6725,56800.61,51.5282,10958.9,1.3359,6.3,0.00655,6.05,64564.69,484235.15,16520420.98,11051676.5,1761324.09,3.2,42.5882,1.959,0.0328,0.032608,9,3.2,4,65.15,5850,18,9.11,13,6550,385636,804100,46205,22607,30112,12351327,14731016,9749122,973346,105808177,2405602,2845455
79,7704.463922,General,TX_SAL_Frio10,S_TX_WG,1,18,2,TX,28.516,-96.504,163.5,1000,7000,18.36,2.23587276,0.4,76.05,2317,3660,2.23587276,1.67452768,689.95,0.07,0.25,67.51,2.92,6.59,4.59,36949.24,29.5271,10958.9,1.3359,7.55,0.00805,7.05,46459.27,348444.54,14734329.03,7686027.81,932260.29,3.2,31.9379,1.0352,0.0173,0.032608,5,3.2,4,48.59,6850,10,7.87,9,8050,279544,420750,50855,16447,21907,16595479,12007568,13129600,522706,77186069,3250046,2250615
80,659.5414201,General,TX_SAL_Frio11,S_TX_WG,1,18,2,TX,28.902,-95.674,125.1,600,10000,23.97,3.75611567,0.4,76.05,259,3660,3.75611567,3.24404162,710.18,0.07,0.31,73.09,3.82,7.99,5.9925,63831.24,44.0836,10958.9,1.3359,10.35,0.01065,10.05,80335.12,602513.38,30024676.05,19443306.33,1217338.24,3.2,43.2699,1.353,0.0226,0.032608,6,3.2,4,71.48,9850,12,9.54,10,10650,304804,551650,58915,18794,25034,25837982,14001086,20497871,677661,101251109,5090944,3868882
81,7326.600879,General,TX_SAL_Frio12a,S_TX_WG,1,18,2,TX,26.857,-97.945,169.8,1000,5000,17.68,1.34952763,0.4,76.05,2121,3660,1.34952763,0.93587256,665.37,0.07,0.27,67.51,2.81,6.42,4.42,26741.89,25.5017,10958.9,1.3359,5.55,0.00605,5.05,32421.74,243163.08,8664166.34,4136694.66,897768.41,3.2,27.2836,0.9968,0.0167,0.032608,5,3.2,4,38.68,4850,9,7.02,9,6050,279544,411400,44655,16140,21498,11113529,11280675,8763832,503958,67084058,2159504,1588694
