TECH,MNUMCR,MNUMYR,CAPAVAIL,CAPLAN,CAPNEW
SMR,7,32,60,0,0.1
SMR,7,33,60,0,0.1
SMR,7,34,60,0,0.1
SMR,7,35,60,0,0.1
SMR,7,36,60,0,0.1
SMR,7,37,60,0,0.1
SMR,7,38,60,0,0.1
SMR,7,39,60,0,0.1
SMR,7,40,60,0,0.1
SMR,7,41,60,0,0.1
SMR,7,42,60,0,0.1
SMR,7,43,60,0,0.1
SMR,7,44,60,0,0.1
SMR,7,45,60,0,0.1
SMR,7,46,60,0,0.1
SMR,7,47,60,0,0.1
SMR,7,48,60,0,0.1
SMR,7,49,60,0,0.1
SMR,7,50,60,0,0.1
SMR,7,51,60,0,0.1
SMR,7,52,60,0,0.1
SMR,7,53,60,0,0.1
SMR,7,54,60,0,0.1
SMR,7,55,60,0,0.1
SMR,7,56,60,0,0.1
SMR,7,57,60,0,0.1
SMR,7,58,60,0,0.1
SMR,7,59,60,0,0.1
SMR,7,60,60,0,0.1
SMR,7,61,60,0,0.1
SMR,8,1,5,0,0.1
SMR,8,2,5,0,0.1
SMR,8,3,5,0,0.1
SMR,8,4,5,0,0.1
SMR,8,5,5,0,0.1
SMR,8,6,5,0,0.1
SMR,8,7,5,0,0.1
SMR,8,8,5,0,0.1
SMR,8,9,5,0,0.1
SMR,8,10,5,0,0.1
SMR,8,11,5,0,0.1
SMR,8,12,5,0,0.1
SMR,8,13,5,0,0.1
SMR,8,14,5,0,0.1
SMR,8,15,5,0,0.1
SMR,8,16,5,0,0.1
SMR,8,17,5,0,0.1
SMR,8,18,5,0,0.1
SMR,8,19,5,0,0.1
SMR,8,20,5,0,0.1
SMR,8,21,5,0,0.1
SMR,8,22,5,0,0.1
SMR,8,23,5,0,0.1
SMR,8,24,5,0,0.1
SMR,8,25,5,0,0.1
SMR,8,26,5,0,0.1
SMR,8,27,5,0,0.1
SMR,8,28,5,0,0.1
SMR,8,29,5,0,0.1
SMR,8,30,5,0,0.1
SMR,8,31,5,0,0.1
SMR,8,32,5,0,0.1
SMR,8,33,5,0,0.1
SMR,8,34,5,0,0.1
SMR,8,35,5,0,0.1
SMR,8,36,5,0,0.1
SMR,8,37,5,0,0.1
SMR,8,38,5,0,0.1
SMR,8,39,5,0,0.1
SMR,8,40,5,0,0.1
SMR,8,41,5,0,0.1
SMR,8,42,5,0,0.1
SMR,8,43,5,0,0.1
SMR,8,44,5,0,0.1
SMR,8,45,5,0,0.1
SMR,8,46,5,0,0.1
SMR,8,47,5,0,0.1
SMR,8,48,5,0,0.1
SMR,8,49,5,0,0.1
SMR,8,50,5,0,0.1
SMR,8,51,5,0,0.1
SMR,8,52,5,0,0.1
SMR,8,53,5,0,0.1
SMR,8,54,5,0,0.1
SMR,8,55,5,0,0.1
SMR,8,56,5,0,0.1
SMR,8,57,5,0,0.1
SMR,8,58,5,0,0.1
SMR,8,59,5,0,0.1
SMR,8,60,5,0,0.1
SMR,8,61,5,0,0.1
SMR,9,1,5,0,0.1
SMR,9,2,5,0,0.1
SMR,9,3,5,0,0.1
SMR,9,4,5,0,0.1
SMR,9,5,5,0,0.1
SMR,9,6,5,0,0.1
SMR,9,7,5,0,0.1
SMR,9,8,5,0,0.1
SMR,9,9,5,0,0.1
SMR,9,10,5,0,0.1
SMR,9,11,5,0,0.1
SMR,9,12,5,0,0.1
SMR,9,13,5,0,0.1
SMR,9,14,5,0,0.1
SMR,9,15,5,0,0.1
SMR,9,16,5,0,0.1
SMR,9,17,5,0,0.1
SMR,9,18,5,0,0.1
SMR,9,19,5,0,0.1
SMR,9,20,5,0,0.1
SMR,9,21,5,0,0.1
SMR,9,22,5,0,0.1
SMR,9,23,5,0,0.1
SMR,9,24,5,0,0.1
SMR,9,25,5,0,0.1
SMR,9,26,5,0,0.1
SMR,9,27,5,0,0.1
SMR,9,28,5,0,0.1
SMR,9,29,5,0,0.1
SMR,9,30,5,0,0.1
SMR,9,31,5,0,0.1
SMR,9,32,5,0,0.1
SMR,9,33,5,0,0.1
SMR,9,34,5,0,0.1
SMR,9,35,5,0,0.1
SMR,9,36,5,0,0.1
SMR,9,37,5,0,0.1
SMR,9,38,5,0,0.1
SMR,9,39,5,0,0.1
SMR,9,40,5,0,0.1
SMR,9,41,5,0,0.1
SMR,9,42,5,0,0.1
SMR,9,43,5,0,0.1
SMR,9,44,5,0,0.1
SMR,9,45,5,0,0.1
SMR,9,46,5,0,0.1
SMR,9,47,5,0,0.1
SMR,9,48,5,0,0.1
SMR,9,49,5,0,0.1
SMR,9,50,5,0,0.1
SMR,9,51,5,0,0.1
SMR,9,52,5,0,0.1
SMR,9,53,5,0,0.1
SMR,9,54,5,0,0.1
SMR,9,55,5,0,0.1
SMR,9,56,5,0,0.1
SMR,9,57,5,0,0.1
SMR,9,58,5,0,0.1
SMR,9,59,5,0,0.1
SMR,9,60,5,0,0.1
SMR,9,61,5,0,0.1
SMR,10,1,0,0,0.1
SMR,10,2,0,0,0.1
SMR,10,3,0,0,0.1
SMR,10,4,0,0,0.1
SMR,10,5,0,0,0.1
SMR,10,6,0,0,0.1
SMR,10,7,0,0,0.1
SMR,10,8,0,0,0.1
SMR,10,9,0,0,0.1
SMR,10,10,0,0,0.1
SMR,10,11,0,0,0.1
SMR,10,12,0,0,0.1
SMR,10,13,0,0,0.1
SMR,10,14,0,0,0.1
SMR,10,15,0,0,0.1
SMR,10,16,0,0,0.1
SMR,10,17,0,0,0.1
SMR,10,18,0,0,0.1
SMR,10,19,0,0,0.1
SMR,10,20,0,0,0.1
SMR,10,21,0,0,0.1
SMR,10,22,0,0,0.1
SMR,10,23,0,0,0.1
SMR,10,24,0,0,0.1
SMR,10,25,0,0,0.1
SMR,10,26,0,0,0.1
SMR,10,27,0,0,0.1
SMR,10,28,0,0,0.1
SMR,10,29,0,0,0.1
SMR,10,30,0,0,0.1
SMR,10,31,0,0,0.1
SMR,10,32,0,0,0.1
SMR,10,33,0,0,0.1
SMR,10,34,0,0,0.1
SMR,10,35,0,0,0.1
