Policy,Tech,MNUMYR,Value
LCA_TECH,GAS_CL_CCS,36,3
LCA_TECH,GAS_CL_CCS,37,3
LCA_TECH,GAS_CL_CCS,38,3
LCA_TECH,GAS_CL_CCS,39,3
LCA_TECH,GAS_CL_CCS,40,3
LCA_TECH,GAS_CL_CCS,41,3
LCA_TECH,GAS_CL_CCS,42,3
LCA_TECH,GAS_CL_CCS,43,3
LCA_TECH,GAS_CL_CCS,44,3
LCA_TECH,GAS_CL_CCS,45,3
LCA_TECH,GAS_CL_CCS,46,3
LCA_TECH,GAS_CL_CCS,47,3
LCA_TECH,GAS_CL_CCS,48,3
LCA_TECH,GAS_CL_CCS,49,3
LCA_TECH,GAS_CL_CCS,50,3
LCA_TECH,GAS_CL_CCS,51,3
LCA_TECH,GAS_CL_CCS,52,3
LCA_TECH,GAS_CL_CCS,53,3
LCA_TECH,GAS_CL_CCS,54,3
LCA_TECH,GAS_CL_CCS,55,3
LCA_TECH,GAS_CL_CCS,56,3
LCA_TECH,GAS_CL_CCS,57,3
LCA_TECH,GAS_CL_CCS,58,3
LCA_TECH,GAS_CL_CCS,59,3
LCA_TECH,GAS_CL_CCS,60,3
LCA_TECH,GAS_CL_CCS,61,3
LCA_TECH,GAS_CL,1,0
LCA_TECH,GAS_CL,2,0
LCA_TECH,GAS_CL,3,0
LCA_TECH,GAS_CL,4,0
LCA_TECH,GAS_CL,5,0
LCA_TECH,GAS_CL,6,0
LCA_TECH,GAS_CL,7,0
LCA_TECH,GAS_CL,8,0
LCA_TECH,GAS_CL,9,0
LCA_TECH,GAS_CL,10,0
LCA_TECH,GAS_CL,11,0
LCA_TECH,GAS_CL,12,0
LCA_TECH,GAS_CL,13,0
LCA_TECH,GAS_CL,14,0
LCA_TECH,GAS_CL,15,0
LCA_TECH,GAS_CL,16,0
LCA_TECH,GAS_CL,17,0
LCA_TECH,GAS_CL,18,0
LCA_TECH,GAS_CL,19,0
LCA_TECH,GAS_CL,20,0
LCA_TECH,GAS_CL,21,0
LCA_TECH,GAS_CL,22,0
LCA_TECH,GAS_CL,23,0
LCA_TECH,GAS_CL,24,5
LCA_TECH,GAS_CL,25,5
LCA_TECH,GAS_CL,26,5
LCA_TECH,GAS_CL,27,5
LCA_TECH,GAS_CL,28,5
LCA_TECH,GAS_CL,29,5
LCA_TECH,GAS_CL,30,5
LCA_TECH,GAS_CL,31,5
LCA_TECH,GAS_CL,32,5
LCA_TECH,GAS_CL,33,5
LCA_TECH,GAS_CL,34,5
LCA_TECH,GAS_CL,35,5
LCA_TECH,GAS_CL,36,5
LCA_TECH,GAS_CL,37,5
LCA_TECH,GAS_CL,38,5
LCA_TECH,GAS_CL,39,5
LCA_TECH,GAS_CL,40,5
LCA_TECH,GAS_CL,41,5
LCA_TECH,GAS_CL,42,5
LCA_TECH,GAS_CL,43,5
LCA_TECH,GAS_CL,44,5
LCA_TECH,GAS_CL,45,5
LCA_TECH,GAS_CL,46,5
LCA_TECH,GAS_CL,47,5
LCA_TECH,GAS_CL,48,5
LCA_TECH,GAS_CL,49,5
LCA_TECH,GAS_CL,50,5
LCA_TECH,GAS_CL,51,5
LCA_TECH,GAS_CL,52,5
LCA_TECH,GAS_CL,53,5
LCA_TECH,GAS_CL,54,5
LCA_TECH,GAS_CL,55,5
LCA_TECH,GAS_CL,56,5
LCA_TECH,GAS_CL,57,5
LCA_TECH,GAS_CL,58,5
LCA_TECH,GAS_CL,59,5
LCA_TECH,GAS_CL,60,5
LCA_TECH,GAS_CL,61,5
LCA_TECH,GAS_BM,1,0
LCA_TECH,GAS_BM,2,0
LCA_TECH,GAS_BM,3,0
LCA_TECH,GAS_BM,4,0
LCA_TECH,GAS_BM,5,0
LCA_TECH,GAS_BM,6,0
LCA_TECH,GAS_BM,7,0
LCA_TECH,GAS_BM,8,0
LCA_TECH,GAS_BM,9,0
LCA_TECH,GAS_BM,10,0
LCA_TECH,GAS_BM,11,0
LCA_TECH,GAS_BM,12,0
LCA_TECH,GAS_BM,13,0
LCA_TECH,GAS_BM,14,0
LCA_TECH,GAS_BM,15,0
LCA_TECH,GAS_BM,16,0
LCA_TECH,GAS_BM,17,0
LCA_TECH,GAS_BM,18,0
LCA_TECH,GAS_BM,19,0
LCA_TECH,GAS_BM,20,0
LCA_TECH,GAS_BM,21,0
LCA_TECH,GAS_BM,22,0
LCA_TECH,GAS_BM,23,0
LCA_TECH,GAS_BM,24,2
LCA_TECH,GAS_BM,25,2
LCA_TECH,GAS_BM,26,2
LCA_TECH,GAS_BM,27,2
LCA_TECH,GAS_BM,28,2
LCA_TECH,GAS_BM,29,2
LCA_TECH,GAS_BM,30,2
LCA_TECH,GAS_BM,31,2
LCA_TECH,GAS_BM,32,2
LCA_TECH,GAS_BM,33,2
LCA_TECH,GAS_BM,34,2
LCA_TECH,GAS_BM,35,2
LCA_TECH,GAS_BM,36,2
LCA_TECH,GAS_BM,37,2
LCA_TECH,GAS_BM,38,2
LCA_TECH,GAS_BM,39,2
LCA_TECH,GAS_BM,40,2
LCA_TECH,GAS_BM,41,2
LCA_TECH,GAS_BM,42,2
LCA_TECH,GAS_BM,43,2
LCA_TECH,GAS_BM,44,2
LCA_TECH,GAS_BM,45,2
LCA_TECH,GAS_BM,46,2
LCA_TECH,GAS_BM,47,2
LCA_TECH,GAS_BM,48,2
LCA_TECH,GAS_BM,49,2
LCA_TECH,GAS_BM,50,2
LCA_TECH,GAS_BM,51,2
LCA_TECH,GAS_BM,52,2
LCA_TECH,GAS_BM,53,2
LCA_TECH,GAS_BM,54,2
LCA_TECH,GAS_BM,55,2
LCA_TECH,GAS_BM,56,2
LCA_TECH,GAS_BM,57,2
LCA_TECH,GAS_BM,58,2
LCA_TECH,GAS_BM,59,2
LCA_TECH,GAS_BM,60,2
LCA_TECH,GAS_BM,61,2
LCA_TECH,GAS_BM_CL_CCS,1,0
LCA_TECH,GAS_BM_CL_CCS,2,0
LCA_TECH,GAS_BM_CL_CCS,3,0
LCA_TECH,GAS_BM_CL_CCS,4,0
LCA_TECH,GAS_BM_CL_CCS,5,0
LCA_TECH,GAS_BM_CL_CCS,6,0
LCA_TECH,GAS_BM_CL_CCS,7,0
LCA_TECH,GAS_BM_CL_CCS,8,0
LCA_TECH,GAS_BM_CL_CCS,9,0
LCA_TECH,GAS_BM_CL_CCS,10,0
LCA_TECH,GAS_BM_CL_CCS,11,0
LCA_TECH,GAS_BM_CL_CCS,12,0
LCA_TECH,GAS_BM_CL_CCS,13,0
LCA_TECH,GAS_BM_CL_CCS,14,0
LCA_TECH,GAS_BM_CL_CCS,15,0
LCA_TECH,GAS_BM_CL_CCS,16,0
LCA_TECH,GAS_BM_CL_CCS,17,0
LCA_TECH,GAS_BM_CL_CCS,18,0
LCA_TECH,GAS_BM_CL_CCS,19,0
LCA_TECH,GAS_BM_CL_CCS,20,0
LCA_TECH,GAS_BM_CL_CCS,21,0
LCA_TECH,GAS_BM_CL_CCS,22,0
LCA_TECH,GAS_BM_CL_CCS,23,0
LCA_TECH,GAS_BM_CL_CCS,24,0
LCA_TECH,GAS_BM_CL_CCS,25,0
LCA_TECH,GAS_BM_CL_CCS,26,0
LCA_TECH,GAS_BM_CL_CCS,27,0
LCA_TECH,GAS_BM_CL_CCS,28,0
LCA_TECH,GAS_BM_CL_CCS,29,0
LCA_TECH,GAS_BM_CL_CCS,30,0
LCA_TECH,GAS_BM_CL_CCS,31,0
LCA_TECH,GAS_BM_CL_CCS,32,0
LCA_TECH,GAS_BM_CL_CCS,33,0
LCA_TECH,GAS_BM_CL_CCS,34,0
LCA_TECH,GAS_BM_CL_CCS,35,0
LCA_TECH,GAS_BM_CL_CCS,36,0
LCA_TECH,GAS_BM_CL_CCS,37,0
LCA_TECH,GAS_BM_CL_CCS,38,0
LCA_TECH,GAS_BM_CL_CCS,39,0
LCA_TECH,GAS_BM_CL_CCS,40,0
LCA_TECH,GAS_BM_CL_CCS,41,0
LCA_TECH,GAS_BM_CL_CCS,42,0
LCA_TECH,GAS_BM_CL_CCS,43,0
LCA_TECH,GAS_BM_CL_CCS,44,0
LCA_TECH,GAS_BM_CL_CCS,45,0
LCA_TECH,GAS_BM_CL_CCS,46,0
LCA_TECH,GAS_BM_CL_CCS,47,0
LCA_TECH,GAS_BM_CL_CCS,48,0
LCA_TECH,GAS_BM_CL_CCS,49,0
LCA_TECH,GAS_BM_CL_CCS,50,0
LCA_TECH,GAS_BM_CL_CCS,51,0
LCA_TECH,GAS_BM_CL_CCS,52,0
LCA_TECH,GAS_BM_CL_CCS,53,0
LCA_TECH,GAS_BM_CL_CCS,54,0
LCA_TECH,GAS_BM_CL_CCS,55,0
LCA_TECH,GAS_BM_CL_CCS,56,0
LCA_TECH,GAS_BM_CL_CCS,57,0
LCA_TECH,GAS_BM_CL_CCS,58,0
LCA_TECH,GAS_BM_CL_CCS,59,0
LCA_TECH,GAS_BM_CL_CCS,60,0
LCA_TECH,GAS_BM_CL_CCS,61,0
LCA_TECH,GAS_BM_CCS,1,0
LCA_TECH,GAS_BM_CCS,2,0
LCA_TECH,GAS_BM_CCS,3,0
LCA_TECH,GAS_BM_CCS,4,0
LCA_TECH,GAS_BM_CCS,5,0
LCA_TECH,GAS_BM_CCS,6,0
LCA_TECH,GAS_BM_CCS,7,0
LCA_TECH,GAS_BM_CCS,8,0
LCA_TECH,GAS_BM_CCS,9,0
LCA_TECH,GAS_BM_CCS,10,0
LCA_TECH,GAS_BM_CCS,11,0
LCA_TECH,GAS_BM_CCS,12,0
LCA_TECH,GAS_BM_CCS,13,0
LCA_TECH,GAS_BM_CCS,14,0
LCA_TECH,GAS_BM_CCS,15,0
LCA_TECH,GAS_BM_CCS,16,0
LCA_TECH,GAS_BM_CCS,17,0
LCA_TECH,GAS_BM_CCS,18,0
LCA_TECH,GAS_BM_CCS,19,0
LCA_TECH,GAS_BM_CCS,20,0
LCA_TECH,GAS_BM_CCS,21,0
LCA_TECH,GAS_BM_CCS,22,0
LCA_TECH,GAS_BM_CCS,23,0
LCA_TECH,GAS_BM_CCS,24,0
LCA_TECH,GAS_BM_CCS,25,0
LCA_TECH,GAS_BM_CCS,26,0
LCA_TECH,GAS_BM_CCS,27,0
LCA_TECH,GAS_BM_CCS,28,0
LCA_TECH,GAS_BM_CCS,29,0
LCA_TECH,GAS_BM_CCS,30,0
LCA_TECH,GAS_BM_CCS,31,0
LCA_TECH,GAS_BM_CCS,32,0
LCA_TECH,GAS_BM_CCS,33,0
LCA_TECH,GAS_BM_CCS,34,0
LCA_TECH,GAS_BM_CCS,35,0
LCA_TECH,GAS_BM_CCS,36,0
LCA_TECH,GAS_BM_CCS,37,0
LCA_TECH,GAS_BM_CCS,38,0
LCA_TECH,GAS_BM_CCS,39,0
LCA_TECH,GAS_BM_CCS,40,0
LCA_TECH,GAS_BM_CCS,41,0
LCA_TECH,GAS_BM_CCS,42,0
LCA_TECH,GAS_BM_CCS,43,0
LCA_TECH,GAS_BM_CCS,44,0
LCA_TECH,GAS_BM_CCS,45,0
LCA_TECH,GAS_BM_CCS,46,0
LCA_TECH,GAS_BM_CCS,47,0
LCA_TECH,GAS_BM_CCS,48,0
LCA_TECH,GAS_BM_CCS,49,0
LCA_TECH,GAS_BM_CCS,50,0
LCA_TECH,GAS_BM_CCS,51,0
LCA_TECH,GAS_BM_CCS,52,0
LCA_TECH,GAS_BM_CCS,53,0
LCA_TECH,GAS_BM_CCS,54,0
LCA_TECH,GAS_BM_CCS,55,0
LCA_TECH,GAS_BM_CCS,56,0
LCA_TECH,GAS_BM_CCS,57,0
LCA_TECH,GAS_BM_CCS,58,0
LCA_TECH,GAS_BM_CCS,59,0
LCA_TECH,GAS_BM_CCS,60,0
LCA_TECH,GAS_BM_CCS,61,0
LCA_TECH,BIO_ADV,1,0
LCA_TECH,BIO_ADV,2,0
LCA_TECH,BIO_ADV,3,0
LCA_TECH,BIO_ADV,4,0
LCA_TECH,BIO_ADV,5,0
LCA_TECH,BIO_ADV,6,0
LCA_TECH,BIO_ADV,7,0
LCA_TECH,BIO_ADV,8,0
LCA_TECH,BIO_ADV,9,0
LCA_TECH,BIO_ADV,10,0
LCA_TECH,BIO_ADV,11,0
LCA_TECH,BIO_ADV,12,0
LCA_TECH,BIO_ADV,13,0
LCA_TECH,BIO_ADV,14,0
LCA_TECH,BIO_ADV,15,0
LCA_TECH,BIO_ADV,16,0
LCA_TECH,BIO_ADV,17,0
LCA_TECH,BIO_ADV,18,0
LCA_TECH,BIO_ADV,19,0
LCA_TECH,BIO_ADV,20,0
LCA_TECH,BIO_ADV,21,0
LCA_TECH,BIO_ADV,22,0
LCA_TECH,BIO_ADV,23,0
LCA_TECH,BIO_ADV,24,0
LCA_TECH,BIO_ADV,25,0
LCA_TECH,BIO_ADV,26,0
LCA_TECH,BIO_ADV,27,0
LCA_TECH,BIO_ADV,28,0
LCA_TECH,BIO_ADV,29,0
LCA_TECH,BIO_ADV,30,0
LCA_TECH,BIO_ADV,31,0
LCA_TECH,BIO_ADV,32,0
LCA_TECH,BIO_ADV,33,0
LCA_TECH,BIO_ADV,34,0
LCA_TECH,BIO_ADV,35,0
LCA_TECH,BIO_ADV,36,0
LCA_TECH,BIO_ADV,37,0
LCA_TECH,BIO_ADV,38,0
LCA_TECH,BIO_ADV,39,0
LCA_TECH,BIO_ADV,40,0
LCA_TECH,BIO_ADV,41,0
LCA_TECH,BIO_ADV,42,0
LCA_TECH,BIO_ADV,43,0
LCA_TECH,BIO_ADV,44,0
LCA_TECH,BIO_ADV,45,0
LCA_TECH,BIO_ADV,46,0
LCA_TECH,BIO_ADV,47,0
LCA_TECH,BIO_ADV,48,0
LCA_TECH,BIO_ADV,49,0
LCA_TECH,BIO_ADV,50,0
LCA_TECH,BIO_ADV,51,0
LCA_TECH,BIO_ADV,52,0
LCA_TECH,BIO_ADV,53,0
LCA_TECH,BIO_ADV,54,0
LCA_TECH,BIO_ADV,55,0
LCA_TECH,BIO_ADV,56,0
LCA_TECH,BIO_ADV,57,0
LCA_TECH,BIO_ADV,58,0
LCA_TECH,BIO_ADV,59,0
LCA_TECH,BIO_ADV,60,0
LCA_TECH,BIO_ADV,61,0
LCA_TECH,BIO,1,0
LCA_TECH,BIO,2,0
LCA_TECH,BIO,3,0
LCA_TECH,BIO,4,0
LCA_TECH,BIO,5,0
LCA_TECH,BIO,6,0
LCA_TECH,BIO,7,0
LCA_TECH,BIO,8,0
LCA_TECH,BIO,9,0
LCA_TECH,BIO,10,0
LCA_TECH,BIO,11,0
LCA_TECH,BIO,12,0
LCA_TECH,BIO,13,0
LCA_TECH,BIO,14,0
LCA_TECH,BIO,15,0
LCA_TECH,BIO,16,0
LCA_TECH,BIO,17,0
LCA_TECH,BIO,18,0
LCA_TECH,BIO,19,0
LCA_TECH,BIO,20,0
LCA_TECH,BIO,21,0
LCA_TECH,BIO,22,0
LCA_TECH,BIO,23,0
LCA_TECH,BIO,24,0
LCA_TECH,BIO,25,0
LCA_TECH,BIO,26,0
LCA_TECH,BIO,27,0
LCA_TECH,BIO,28,0
LCA_TECH,BIO,29,0
LCA_TECH,BIO,30,0
LCA_TECH,BIO,31,0
LCA_TECH,BIO,32,0
LCA_TECH,BIO,33,0
LCA_TECH,BIO,34,0
LCA_TECH,BIO,35,0
LCA_TECH,BIO,36,0
LCA_TECH,BIO,37,0
LCA_TECH,BIO,38,0
LCA_TECH,BIO,39,0
LCA_TECH,BIO,40,0
LCA_TECH,BIO,41,0
LCA_TECH,BIO,42,0
LCA_TECH,BIO,43,0
LCA_TECH,BIO,44,0
LCA_TECH,BIO,45,0
LCA_TECH,BIO,46,0
LCA_TECH,BIO,47,0
LCA_TECH,BIO,48,0
LCA_TECH,BIO,49,0
LCA_TECH,BIO,50,0
LCA_TECH,BIO,51,0
LCA_TECH,BIO,52,0
LCA_TECH,BIO,53,0
LCA_TECH,BIO,54,0
LCA_TECH,BIO,55,0
LCA_TECH,BIO,56,0
LCA_TECH,BIO,57,0
LCA_TECH,BIO,58,0
LCA_TECH,BIO,59,0
LCA_TECH,BIO,60,0
LCA_TECH,BIO,61,0
LCA_TECH,ST,1,0
LCA_TECH,ST,2,0
LCA_TECH,ST,3,0
LCA_TECH,ST,4,0
LCA_TECH,ST,5,0
LCA_TECH,ST,6,0
LCA_TECH,ST,7,0
LCA_TECH,ST,8,0
LCA_TECH,ST,9,0
LCA_TECH,ST,10,0
LCA_TECH,ST,11,0
LCA_TECH,ST,12,0
LCA_TECH,ST,13,0
LCA_TECH,ST,14,0
LCA_TECH,ST,15,0
LCA_TECH,ST,16,0
LCA_TECH,ST,17,0
LCA_TECH,ST,18,0
LCA_TECH,ST,19,0
LCA_TECH,ST,20,0
LCA_TECH,ST,21,0
LCA_TECH,ST,22,0
LCA_TECH,ST,23,0
LCA_TECH,ST,24,0
LCA_TECH,ST,25,0
LCA_TECH,ST,26,0
LCA_TECH,ST,27,0
LCA_TECH,ST,28,0
LCA_TECH,ST,29,0
LCA_TECH,ST,30,0
LCA_TECH,ST,31,0
LCA_TECH,ST,32,0
LCA_TECH,ST,33,0
LCA_TECH,ST,34,0
LCA_TECH,ST,35,0
LCA_TECH,ST,36,0
LCA_TECH,ST,37,0
LCA_TECH,ST,38,0
LCA_TECH,ST,39,0
LCA_TECH,ST,40,0
LCA_TECH,ST,41,0
LCA_TECH,ST,42,0
LCA_TECH,ST,43,0
LCA_TECH,ST,44,0
LCA_TECH,ST,45,0
LCA_TECH,ST,46,0
LCA_TECH,ST,47,0
LCA_TECH,ST,48,0
LCA_TECH,ST,49,0
LCA_TECH,ST,50,0
LCA_TECH,ST,51,0
LCA_TECH,ST,52,0
LCA_TECH,ST,53,0
LCA_TECH,ST,54,0
LCA_TECH,ST,55,0
LCA_TECH,ST,56,0
LCA_TECH,ST,57,0
LCA_TECH,ST,58,0
LCA_TECH,ST,59,0
LCA_TECH,ST,60,0
LCA_TECH,ST,61,0
LCA_TECH,ST_PEM,1,0
LCA_TECH,ST_PEM,2,0
LCA_TECH,ST_PEM,3,0
LCA_TECH,ST_PEM,4,0
LCA_TECH,ST_PEM,5,0
LCA_TECH,ST_PEM,6,0
LCA_TECH,ST_PEM,7,0
LCA_TECH,ST_PEM,8,0
LCA_TECH,ST_PEM,9,0
LCA_TECH,ST_PEM,10,0
LCA_TECH,ST_PEM,11,0
LCA_TECH,ST_PEM,12,0
LCA_TECH,ST_PEM,13,0
LCA_TECH,ST_PEM,14,0
LCA_TECH,ST_PEM,15,0
LCA_TECH,ST_PEM,16,0
LCA_TECH,ST_PEM,17,0
LCA_TECH,ST_PEM,18,0
LCA_TECH,ST_PEM,19,0
LCA_TECH,ST_PEM,20,0
LCA_TECH,ST_PEM,21,0
LCA_TECH,ST_PEM,22,0
LCA_TECH,ST_PEM,23,0
LCA_TECH,ST_PEM,24,0
LCA_TECH,ST_PEM,25,0
LCA_TECH,ST_PEM,26,0
LCA_TECH,ST_PEM,27,0
LCA_TECH,ST_PEM,28,0
LCA_TECH,ST_PEM,29,0
LCA_TECH,ST_PEM,30,0
LCA_TECH,ST_PEM,31,0
LCA_TECH,ST_PEM,32,0
LCA_TECH,ST_PEM,33,0
LCA_TECH,ST_PEM,34,0
LCA_TECH,ST_PEM,35,0
LCA_TECH,ST_PEM,36,0
LCA_TECH,ST_PEM,37,0
LCA_TECH,ST_PEM,38,0
LCA_TECH,ST_PEM,39,0
LCA_TECH,ST_PEM,40,0
LCA_TECH,ST_PEM,41,0
LCA_TECH,ST_PEM,42,0
LCA_TECH,ST_PEM,43,0
LCA_TECH,ST_PEM,44,0
LCA_TECH,ST_PEM,45,0
LCA_TECH,ST_PEM,46,0
LCA_TECH,ST_PEM,47,0
LCA_TECH,ST_PEM,48,0
LCA_TECH,ST_PEM,49,0
LCA_TECH,ST_PEM,50,0
LCA_TECH,ST_PEM,51,0
LCA_TECH,ST_PEM,52,0
LCA_TECH,ST_PEM,53,0
LCA_TECH,ST_PEM,54,0
LCA_TECH,ST_PEM,55,0
LCA_TECH,ST_PEM,56,0
LCA_TECH,ST_PEM,57,0
LCA_TECH,ST_PEM,58,0
LCA_TECH,ST_PEM,59,0
LCA_TECH,ST_PEM,60,0
LCA_TECH,ST_PEM,61,0
LCA_TECH,DS,1,0
LCA_TECH,DS,2,0
LCA_TECH,DS,3,0
LCA_TECH,DS,4,0
LCA_TECH,DS,5,0
LCA_TECH,DS,6,0
LCA_TECH,DS,7,0
LCA_TECH,DS,8,0
LCA_TECH,DS,9,0
LCA_TECH,DS,10,0
LCA_TECH,DS,11,0
LCA_TECH,DS,12,0
LCA_TECH,DS,13,0
LCA_TECH,DS,14,0
LCA_TECH,DS,15,0
LCA_TECH,DS,16,0
LCA_TECH,DS,17,0
LCA_TECH,DS,18,0
LCA_TECH,DS,19,0
LCA_TECH,DS,20,0
LCA_TECH,DS,21,0
LCA_TECH,DS,22,0
LCA_TECH,DS,23,0
LCA_TECH,DS,24,0
LCA_TECH,DS,25,0
LCA_TECH,DS,26,0
LCA_TECH,DS,27,0
LCA_TECH,DS,28,0
LCA_TECH,DS,29,0
LCA_TECH,DS,30,0
LCA_TECH,DS,31,0
LCA_TECH,DS,32,0
LCA_TECH,DS,33,0
LCA_TECH,DS,34,0
LCA_TECH,DS,35,0
LCA_TECH,DS,36,0
LCA_TECH,DS,37,0
LCA_TECH,DS,38,0
LCA_TECH,DS,39,0
LCA_TECH,DS,40,0
LCA_TECH,DS,41,0
LCA_TECH,DS,42,0
LCA_TECH,DS,43,0
LCA_TECH,DS,44,0
LCA_TECH,DS,45,0
LCA_TECH,DS,46,0
LCA_TECH,DS,47,0
LCA_TECH,DS,48,0
LCA_TECH,DS,49,0
LCA_TECH,DS,50,0
LCA_TECH,DS,51,0
LCA_TECH,DS,52,0
LCA_TECH,DS,53,0
LCA_TECH,DS,54,0
LCA_TECH,DS,55,0
LCA_TECH,DS,56,0
LCA_TECH,DS,57,0
LCA_TECH,DS,58,0
LCA_TECH,DS,59,0
LCA_TECH,DS,60,0
LCA_TECH,DS,61,0
LCA_TECH,PEM_ADV,1,0
LCA_TECH,PEM_ADV,2,0
LCA_TECH,PEM_ADV,3,0
LCA_TECH,PEM_ADV,4,0
LCA_TECH,PEM_ADV,5,0
LCA_TECH,PEM_ADV,6,0
LCA_TECH,PEM_ADV,7,0
LCA_TECH,PEM_ADV,8,0
LCA_TECH,PEM_ADV,9,0
LCA_TECH,PEM_ADV,10,0
LCA_TECH,PEM_ADV,11,0
LCA_TECH,PEM_ADV,12,0
LCA_TECH,PEM_ADV,13,0
LCA_TECH,PEM_ADV,14,0
LCA_TECH,PEM_ADV,15,0
LCA_TECH,PEM_ADV,16,0
LCA_TECH,PEM_ADV,17,0
LCA_TECH,PEM_ADV,18,0
LCA_TECH,PEM_ADV,19,0
LCA_TECH,PEM_ADV,20,0
LCA_TECH,PEM_ADV,21,0
LCA_TECH,PEM_ADV,22,0
LCA_TECH,PEM_ADV,23,0
LCA_TECH,PEM_ADV,24,1
LCA_TECH,PEM_ADV,25,1
LCA_TECH,PEM_ADV,26,1
LCA_TECH,PEM_ADV,27,1
LCA_TECH,PEM_ADV,28,1
LCA_TECH,PEM_ADV,29,1
LCA_TECH,PEM_ADV,30,1
LCA_TECH,PEM_ADV,31,1
LCA_TECH,PEM_ADV,32,1
LCA_TECH,PEM_ADV,33,1
LCA_TECH,PEM_ADV,34,1
LCA_TECH,PEM_ADV,35,1
LCA_TECH,PEM_ADV,36,1
LCA_TECH,PEM_ADV,37,1
LCA_TECH,PEM_ADV,38,1
LCA_TECH,PEM_ADV,39,1
LCA_TECH,PEM_ADV,40,1
LCA_TECH,PEM_ADV,41,1
LCA_TECH,PEM_ADV,42,1
LCA_TECH,PEM_ADV,43,1
LCA_TECH,PEM_ADV,44,1
LCA_TECH,PEM_ADV,45,1
LCA_TECH,PEM_ADV,46,1
LCA_TECH,PEM_ADV,47,1
LCA_TECH,PEM_ADV,48,1
LCA_TECH,PEM_ADV,49,1
LCA_TECH,PEM_ADV,50,1
LCA_TECH,PEM_ADV,51,1
LCA_TECH,PEM_ADV,52,1
LCA_TECH,PEM_ADV,53,1
LCA_TECH,PEM_ADV,54,1
LCA_TECH,PEM_ADV,55,1
LCA_TECH,PEM_ADV,56,1
LCA_TECH,PEM_ADV,57,1
LCA_TECH,PEM_ADV,58,1
LCA_TECH,PEM_ADV,59,1
LCA_TECH,PEM_ADV,60,1
LCA_TECH,PEM_ADV,61,1
LCA_TECH,PEM,1,0
LCA_TECH,PEM,2,0
LCA_TECH,PEM,3,0
LCA_TECH,PEM,4,0
LCA_TECH,PEM,5,0
LCA_TECH,PEM,6,0
LCA_TECH,PEM,7,0
LCA_TECH,PEM,8,0
LCA_TECH,PEM,9,0
LCA_TECH,PEM,10,0
LCA_TECH,PEM,11,0
LCA_TECH,PEM,12,0
LCA_TECH,PEM,13,0
LCA_TECH,PEM,14,0
LCA_TECH,PEM,15,0
LCA_TECH,PEM,16,0
LCA_TECH,PEM,17,0
LCA_TECH,PEM,18,0
LCA_TECH,PEM,19,0
LCA_TECH,PEM,20,0
LCA_TECH,PEM,21,0
LCA_TECH,PEM,22,0
LCA_TECH,PEM,23,0
LCA_TECH,PEM,24,1
LCA_TECH,PEM,25,1
LCA_TECH,PEM,26,1
LCA_TECH,PEM,27,1
LCA_TECH,PEM,28,1
LCA_TECH,PEM,29,1
LCA_TECH,PEM,30,1
LCA_TECH,PEM,31,1
LCA_TECH,PEM,32,1
LCA_TECH,PEM,33,1
LCA_TECH,PEM,34,1
LCA_TECH,PEM,35,1
LCA_TECH,PEM,36,1
LCA_TECH,PEM,37,1
LCA_TECH,PEM,38,1
LCA_TECH,PEM,39,1
LCA_TECH,PEM,40,1
LCA_TECH,PEM,41,1
LCA_TECH,PEM,42,1
LCA_TECH,PEM,43,1
LCA_TECH,PEM,44,1
LCA_TECH,PEM,45,1
LCA_TECH,PEM,46,1
LCA_TECH,PEM,47,1
LCA_TECH,PEM,48,1
LCA_TECH,PEM,49,1
LCA_TECH,PEM,50,1
LCA_TECH,PEM,51,1
LCA_TECH,PEM,52,1
LCA_TECH,PEM,53,1
LCA_TECH,PEM,54,1
LCA_TECH,PEM,55,1
LCA_TECH,PEM,56,1
LCA_TECH,PEM,57,1
LCA_TECH,PEM,58,1
LCA_TECH,PEM,59,1
LCA_TECH,PEM,60,1
LCA_TECH,PEM,61,1
LCA_TECH,AE_LC,1,0
LCA_TECH,AE_LC,2,0
LCA_TECH,AE_LC,3,0
LCA_TECH,AE_LC,4,0
LCA_TECH,AE_LC,5,0
LCA_TECH,AE_LC,6,0
LCA_TECH,AE_LC,7,0
LCA_TECH,AE_LC,8,0
LCA_TECH,AE_LC,9,0
LCA_TECH,AE_LC,10,0
LCA_TECH,AE_LC,11,0
LCA_TECH,AE_LC,12,0
LCA_TECH,AE_LC,13,0
LCA_TECH,AE_LC,14,0
LCA_TECH,AE_LC,15,0
LCA_TECH,AE_LC,16,0
LCA_TECH,AE_LC,17,0
LCA_TECH,AE_LC,18,0
LCA_TECH,AE_LC,19,0
LCA_TECH,AE_LC,20,0
LCA_TECH,AE_LC,21,0
LCA_TECH,AE_LC,22,0
LCA_TECH,AE_LC,23,0
LCA_TECH,AE_LC,24,0
LCA_TECH,AE_LC,25,0
LCA_TECH,AE_LC,26,0
LCA_TECH,AE_LC,27,0
LCA_TECH,AE_LC,28,0
LCA_TECH,AE_LC,29,0
LCA_TECH,AE_LC,30,0
LCA_TECH,AE_LC,31,0
LCA_TECH,AE_LC,32,0
LCA_TECH,AE_LC,33,0
LCA_TECH,AE_LC,34,0
LCA_TECH,AE_LC,35,0
LCA_TECH,AE_LC,36,0
LCA_TECH,AE_LC,37,0
LCA_TECH,AE_LC,38,0
