TECH,MNUMYR,MNUMCR,MNUMCR2,CAPAVAIL,CAPLAN,CAPNEW
Transmission Pipeline,45,3,6,100,0.2,0.1
Transmission Pipeline,45,3,7,100,0.2,0.1
Transmission Pipeline,45,4,3,100,0.2,0.1
Transmission Pipeline,45,4,4,1000,0.2,0.1
Transmission Pipeline,45,4,7,100,0.2,0.1
Transmission Pipeline,45,4,8,100,0.2,0.1
Transmission Pipeline,45,5,2,100,0.2,0.1
Transmission Pipeline,45,5,5,1000,0.2,0.1
Transmission Pipeline,45,5,6,100,0.2,0.1
Transmission Pipeline,45,6,2,100,0.2,0.1
Transmission Pipeline,45,6,3,100,0.2,0.1
Transmission Pipeline,45,6,5,100,0.2,0.1
Transmission Pipeline,45,6,6,1000,0.2,0.1
Transmission Pipeline,45,6,7,100,0.2,0.1
Transmission Pipeline,45,7,3,100,0.2,0.1
Transmission Pipeline,45,7,4,100,0.2,0.1
Transmission Pipeline,45,7,6,100,0.2,0.1
Transmission Pipeline,45,7,7,1000,0.2,0.1
Transmission Pipeline,45,7,8,100,0.2,0.1
Transmission Pipeline,45,8,4,100,0.2,0.1
Transmission Pipeline,45,8,7,100,0.2,0.1
Transmission Pipeline,45,8,8,1000,0.2,0.1
Transmission Pipeline,45,8,9,100,0.2,0.1
Transmission Pipeline,45,9,8,100,0.2,0.1
Transmission Pipeline,45,9,9,1000,0.2,0.1
Transmission Pipeline,45,10,10,5000,0.2,0.1
Transmission Pipeline,45,11,11,5000,0.2,0.1
Transmission Pipeline,46,1,1,1000,0.2,0.1
Transmission Pipeline,46,1,2,100,0.2,0.1
Transmission Pipeline,46,2,1,100,0.2,0.1
Transmission Pipeline,46,2,2,1000,0.2,0.1
Transmission Pipeline,46,2,3,100,0.2,0.1
Transmission Pipeline,46,2,5,100,0.2,0.1
Transmission Pipeline,46,2,6,100,0.2,0.1
Transmission Pipeline,46,3,2,100,0.2,0.1
Transmission Pipeline,46,3,3,1000,0.2,0.1
Transmission Pipeline,46,3,4,100,0.2,0.1
Transmission Pipeline,46,3,6,100,0.2,0.1
Transmission Pipeline,46,3,7,100,0.2,0.1
Transmission Pipeline,46,4,3,100,0.2,0.1
Transmission Pipeline,46,4,4,1000,0.2,0.1
Transmission Pipeline,46,4,7,100,0.2,0.1
Transmission Pipeline,46,4,8,100,0.2,0.1
Transmission Pipeline,46,5,2,100,0.2,0.1
Transmission Pipeline,46,5,5,1000,0.2,0.1
Transmission Pipeline,46,5,6,100,0.2,0.1
Transmission Pipeline,46,6,2,100,0.2,0.1
Transmission Pipeline,46,6,3,100,0.2,0.1
Transmission Pipeline,46,6,5,100,0.2,0.1
Transmission Pipeline,46,6,6,1000,0.2,0.1
Transmission Pipeline,46,6,7,100,0.2,0.1
Transmission Pipeline,46,7,3,100,0.2,0.1
Transmission Pipeline,46,7,4,100,0.2,0.1
Transmission Pipeline,46,7,6,100,0.2,0.1
Transmission Pipeline,46,7,7,1000,0.2,0.1
Transmission Pipeline,46,7,8,100,0.2,0.1
Transmission Pipeline,46,8,4,100,0.2,0.1
Transmission Pipeline,46,8,7,100,0.2,0.1
Transmission Pipeline,46,8,8,1000,0.2,0.1
Transmission Pipeline,46,8,9,100,0.2,0.1
Transmission Pipeline,46,9,8,100,0.2,0.1
Transmission Pipeline,46,9,9,1000,0.2,0.1
Transmission Pipeline,46,10,10,5000,0.2,0.1
Transmission Pipeline,46,11,11,5000,0.2,0.1
Transmission Pipeline,47,1,1,1000,0.2,0.1
Transmission Pipeline,47,1,2,100,0.2,0.1
Transmission Pipeline,47,2,1,100,0.2,0.1
Transmission Pipeline,47,2,2,1000,0.2,0.1
Transmission Pipeline,47,2,3,100,0.2,0.1
Transmission Pipeline,47,2,5,100,0.2,0.1
Transmission Pipeline,47,2,6,100,0.2,0.1
Transmission Pipeline,47,3,2,100,0.2,0.1
Transmission Pipeline,47,3,3,1000,0.2,0.1
Transmission Pipeline,47,3,4,100,0.2,0.1
Transmission Pipeline,47,3,6,100,0.2,0.1
Transmission Pipeline,47,3,7,100,0.2,0.1
Transmission Pipeline,47,4,3,100,0.2,0.1
Transmission Pipeline,47,4,4,1000,0.2,0.1
Transmission Pipeline,47,4,7,100,0.2,0.1
Transmission Pipeline,47,4,8,100,0.2,0.1
Transmission Pipeline,47,5,2,100,0.2,0.1
Transmission Pipeline,47,5,5,1000,0.2,0.1
Transmission Pipeline,47,5,6,100,0.2,0.1
Transmission Pipeline,47,6,2,100,0.2,0.1
Transmission Pipeline,47,6,3,100,0.2,0.1
Transmission Pipeline,47,6,5,100,0.2,0.1
Transmission Pipeline,47,6,6,1000,0.2,0.1
Transmission Pipeline,47,6,7,100,0.2,0.1
Transmission Pipeline,47,7,3,100,0.2,0.1
Transmission Pipeline,47,7,4,100,0.2,0.1
Transmission Pipeline,47,7,6,100,0.2,0.1
Transmission Pipeline,47,7,7,1000,0.2,0.1
Transmission Pipeline,47,7,8,100,0.2,0.1
Transmission Pipeline,47,8,4,100,0.2,0.1
Transmission Pipeline,47,8,7,100,0.2,0.1
Transmission Pipeline,47,8,8,1000,0.2,0.1
Transmission Pipeline,47,8,9,100,0.2,0.1
Transmission Pipeline,47,9,8,100,0.2,0.1
Transmission Pipeline,47,9,9,1000,0.2,0.1
Transmission Pipeline,47,10,10,5000,0.2,0.1
Transmission Pipeline,47,11,11,5000,0.2,0.1
Transmission Pipeline,48,1,1,1000,0.2,0.1
Transmission Pipeline,48,1,2,100,0.2,0.1
Transmission Pipeline,48,2,1,100,0.2,0.1
Transmission Pipeline,48,2,2,1000,0.2,0.1
Transmission Pipeline,48,2,3,100,0.2,0.1
Transmission Pipeline,48,2,5,100,0.2,0.1
Transmission Pipeline,48,2,6,100,0.2,0.1
Transmission Pipeline,48,3,2,100,0.2,0.1
Transmission Pipeline,48,3,3,1000,0.2,0.1
Transmission Pipeline,48,3,4,100,0.2,0.1
Transmission Pipeline,48,3,6,100,0.2,0.1
Transmission Pipeline,48,3,7,100,0.2,0.1
Transmission Pipeline,48,4,3,100,0.2,0.1
Transmission Pipeline,48,4,4,1000,0.2,0.1
Transmission Pipeline,48,4,7,100,0.2,0.1
Transmission Pipeline,48,4,8,100,0.2,0.1
Transmission Pipeline,48,5,2,100,0.2,0.1
Transmission Pipeline,48,5,5,1000,0.2,0.1
Transmission Pipeline,48,5,6,100,0.2,0.1
Transmission Pipeline,48,6,2,100,0.2,0.1
Transmission Pipeline,48,6,3,100,0.2,0.1
Transmission Pipeline,48,6,5,100,0.2,0.1
Transmission Pipeline,48,6,6,1000,0.2,0.1
Transmission Pipeline,48,6,7,100,0.2,0.1
Transmission Pipeline,48,7,3,100,0.2,0.1
Transmission Pipeline,48,7,4,100,0.2,0.1
Transmission Pipeline,48,7,6,100,0.2,0.1
Transmission Pipeline,48,7,7,1000,0.2,0.1
Transmission Pipeline,48,7,8,100,0.2,0.1
Transmission Pipeline,48,8,4,100,0.2,0.1
Transmission Pipeline,48,8,7,100,0.2,0.1
Transmission Pipeline,48,8,8,1000,0.2,0.1
Transmission Pipeline,48,8,9,100,0.2,0.1
Transmission Pipeline,48,9,8,100,0.2,0.1
Transmission Pipeline,48,9,9,1000,0.2,0.1
Transmission Pipeline,48,10,10,5000,0.2,0.1
Transmission Pipeline,48,11,11,5000,0.2,0.1
Transmission Pipeline,49,1,1,1000,0.2,0.1
Transmission Pipeline,49,1,2,100,0.2,0.1
Transmission Pipeline,49,2,1,100,0.2,0.1
Transmission Pipeline,49,2,2,1000,0.2,0.1
Transmission Pipeline,49,2,3,100,0.2,0.1
Transmission Pipeline,49,2,5,100,0.2,0.1
Transmission Pipeline,49,2,6,100,0.2,0.1
Transmission Pipeline,49,3,2,100,0.2,0.1
Transmission Pipeline,49,3,3,1000,0.2,0.1
Transmission Pipeline,49,3,4,100,0.2,0.1
Transmission Pipeline,49,3,6,100,0.2,0.1
Transmission Pipeline,49,3,7,100,0.2,0.1
Transmission Pipeline,49,4,3,100,0.2,0.1
Transmission Pipeline,49,4,4,1000,0.2,0.1
Transmission Pipeline,49,4,7,100,0.2,0.1
Transmission Pipeline,49,4,8,100,0.2,0.1
Transmission Pipeline,49,5,2,100,0.2,0.1
Transmission Pipeline,49,5,5,1000,0.2,0.1
Transmission Pipeline,49,5,6,100,0.2,0.1
Transmission Pipeline,49,6,2,100,0.2,0.1
Transmission Pipeline,49,6,3,100,0.2,0.1
Transmission Pipeline,49,6,5,100,0.2,0.1
Transmission Pipeline,49,6,6,1000,0.2,0.1
Transmission Pipeline,49,6,7,100,0.2,0.1
Transmission Pipeline,49,7,3,100,0.2,0.1
Transmission Pipeline,49,7,4,100,0.2,0.1
Transmission Pipeline,49,7,6,100,0.2,0.1
Transmission Pipeline,49,7,7,1000,0.2,0.1
Transmission Pipeline,49,7,8,100,0.2,0.1
Transmission Pipeline,49,8,4,100,0.2,0.1
Transmission Pipeline,49,8,7,100,0.2,0.1
Transmission Pipeline,49,8,8,1000,0.2,0.1
Transmission Pipeline,49,8,9,100,0.2,0.1
Transmission Pipeline,49,9,8,100,0.2,0.1
Transmission Pipeline,49,9,9,1000,0.2,0.1
Transmission Pipeline,49,10,10,5000,0.2,0.1
Transmission Pipeline,49,11,11,5000,0.2,0.1
Transmission Pipeline,50,1,1,1000,0.2,0.1
Transmission Pipeline,50,1,2,100,0.2,0.1
Transmission Pipeline,50,2,1,100,0.2,0.1
Transmission Pipeline,50,2,2,1000,0.2,0.1
Transmission Pipeline,50,2,3,100,0.2,0.1
Transmission Pipeline,50,2,5,100,0.2,0.1
Transmission Pipeline,50,2,6,100,0.2,0.1
Transmission Pipeline,50,3,2,100,0.2,0.1
Transmission Pipeline,50,3,3,1000,0.2,0.1
Transmission Pipeline,50,3,4,100,0.2,0.1
Transmission Pipeline,50,3,6,100,0.2,0.1
Transmission Pipeline,50,3,7,100,0.2,0.1
Transmission Pipeline,50,4,3,100,0.2,0.1
Transmission Pipeline,50,4,4,1000,0.2,0.1
Transmission Pipeline,50,4,7,100,0.2,0.1
Transmission Pipeline,50,4,8,100,0.2,0.1
Transmission Pipeline,50,5,2,100,0.2,0.1
Transmission Pipeline,50,5,5,1000,0.2,0.1
Transmission Pipeline,50,5,6,100,0.2,0.1
Transmission Pipeline,50,6,2,100,0.2,0.1
Transmission Pipeline,50,6,3,100,0.2,0.1
Transmission Pipeline,50,6,5,100,0.2,0.1
Transmission Pipeline,50,6,6,1000,0.2,0.1
Transmission Pipeline,50,6,7,100,0.2,0.1
Transmission Pipeline,50,7,3,100,0.2,0.1
Transmission Pipeline,50,7,4,100,0.2,0.1
Transmission Pipeline,50,7,6,100,0.2,0.1
Transmission Pipeline,50,7,7,1000,0.2,0.1
Transmission Pipeline,50,7,8,100,0.2,0.1
Transmission Pipeline,50,8,4,100,0.2,0.1
Transmission Pipeline,50,8,7,100,0.2,0.1
Transmission Pipeline,50,8,8,1000,0.2,0.1
Transmission Pipeline,50,8,9,100,0.2,0.1
Transmission Pipeline,50,9,8,100,0.2,0.1
Transmission Pipeline,50,9,9,1000,0.2,0.1
Transmission Pipeline,50,10,10,5000,0.2,0.1
Transmission Pipeline,50,11,11,5000,0.2,0.1
Transmission Pipeline,51,1,1,1000,0.2,0.1
Transmission Pipeline,51,1,2,100,0.2,0.1
Transmission Pipeline,51,2,1,100,0.2,0.1
Transmission Pipeline,51,2,2,1000,0.2,0.1
Transmission Pipeline,51,2,3,100,0.2,0.1
Transmission Pipeline,51,2,5,100,0.2,0.1
Transmission Pipeline,51,2,6,100,0.2,0.1
Transmission Pipeline,51,3,2,100,0.2,0.1
Transmission Pipeline,51,3,3,1000,0.2,0.1
Transmission Pipeline,51,3,4,100,0.2,0.1
Transmission Pipeline,51,3,6,100,0.2,0.1
Transmission Pipeline,51,3,7,100,0.2,0.1
Transmission Pipeline,51,4,3,100,0.2,0.1
Transmission Pipeline,51,4,4,1000,0.2,0.1
Transmission Pipeline,51,4,7,100,0.2,0.1
Transmission Pipeline,51,4,8,100,0.2,0.1
Transmission Pipeline,51,5,2,100,0.2,0.1
Transmission Pipeline,51,5,5,1000,0.2,0.1
Transmission Pipeline,51,5,6,100,0.2,0.1
Transmission Pipeline,51,6,2,100,0.2,0.1
Transmission Pipeline,51,6,3,100,0.2,0.1
Transmission Pipeline,51,6,5,100,0.2,0.1
Transmission Pipeline,51,6,6,1000,0.2,0.1
Transmission Pipeline,51,6,7,100,0.2,0.1
Transmission Pipeline,51,7,3,100,0.2,0.1
Transmission Pipeline,51,7,4,100,0.2,0.1
Transmission Pipeline,51,7,6,100,0.2,0.1
Transmission Pipeline,51,7,7,1000,0.2,0.1
Transmission Pipeline,51,7,8,100,0.2,0.1
Transmission Pipeline,51,8,4,100,0.2,0.1
Transmission Pipeline,51,8,7,100,0.2,0.1
Transmission Pipeline,51,8,8,1000,0.2,0.1
Transmission Pipeline,51,8,9,100,0.2,0.1
Transmission Pipeline,51,9,8,100,0.2,0.1
Transmission Pipeline,51,9,9,1000,0.2,0.1
Transmission Pipeline,51,10,10,5000,0.2,0.1
Transmission Pipeline,51,11,11,5000,0.2,0.1
Transmission Pipeline,52,1,1,1000,0.2,0.1
Transmission Pipeline,52,1,2,100,0.2,0.1
Transmission Pipeline,52,2,1,100,0.2,0.1
Transmission Pipeline,52,2,2,1000,0.2,0.1
Transmission Pipeline,52,2,3,100,0.2,0.1
Transmission Pipeline,52,2,5,100,0.2,0.1
Transmission Pipeline,52,2,6,100,0.2,0.1
Transmission Pipeline,52,3,2,100,0.2,0.1
Transmission Pipeline,52,3,3,1000,0.2,0.1
Transmission Pipeline,52,3,4,100,0.2,0.1
Transmission Pipeline,52,3,6,100,0.2,0.1
Transmission Pipeline,52,3,7,100,0.2,0.1
Transmission Pipeline,52,4,3,100,0.2,0.1
Transmission Pipeline,52,4,4,1000,0.2,0.1
Transmission Pipeline,52,4,7,100,0.2,0.1
Transmission Pipeline,52,4,8,100,0.2,0.1
Transmission Pipeline,52,5,2,100,0.2,0.1
Transmission Pipeline,52,5,5,1000,0.2,0.1
Transmission Pipeline,52,5,6,100,0.2,0.1
Transmission Pipeline,52,6,2,100,0.2,0.1
Transmission Pipeline,52,6,3,100,0.2,0.1
Transmission Pipeline,52,6,5,100,0.2,0.1
Transmission Pipeline,52,6,6,1000,0.2,0.1
Transmission Pipeline,52,6,7,100,0.2,0.1
Transmission Pipeline,52,7,3,100,0.2,0.1
Transmission Pipeline,52,7,4,100,0.2,0.1
Transmission Pipeline,52,7,6,100,0.2,0.1
Transmission Pipeline,52,7,7,1000,0.2,0.1
Transmission Pipeline,52,7,8,100,0.2,0.1
Transmission Pipeline,52,8,4,100,0.2,0.1
Transmission Pipeline,52,8,7,100,0.2,0.1
Transmission Pipeline,52,8,8,1000,0.2,0.1
Transmission Pipeline,52,8,9,100,0.2,0.1
Transmission Pipeline,52,9,8,100,0.2,0.1
Transmission Pipeline,52,9,9,1000,0.2,0.1
Transmission Pipeline,52,10,10,5000,0.2,0.1
Transmission Pipeline,52,11,11,5000,0.2,0.1
Transmission Pipeline,53,1,1,1000,0.2,0.1
Transmission Pipeline,53,1,2,100,0.2,0.1
Transmission Pipeline,53,2,1,100,0.2,0.1
Transmission Pipeline,53,2,2,1000,0.2,0.1
Transmission Pipeline,53,2,3,100,0.2,0.1
Transmission Pipeline,53,2,5,100,0.2,0.1
Transmission Pipeline,53,2,6,100,0.2,0.1
Transmission Pipeline,53,3,2,100,0.2,0.1
Transmission Pipeline,53,3,3,1000,0.2,0.1
Transmission Pipeline,53,3,4,100,0.2,0.1
Transmission Pipeline,53,3,6,100,0.2,0.1
Transmission Pipeline,53,3,7,100,0.2,0.1
Transmission Pipeline,53,4,3,100,0.2,0.1
Transmission Pipeline,53,4,4,1000,0.2,0.1
Transmission Pipeline,53,4,7,100,0.2,0.1
Transmission Pipeline,53,4,8,100,0.2,0.1
Transmission Pipeline,53,5,2,100,0.2,0.1
Transmission Pipeline,53,5,5,1000,0.2,0.1
Transmission Pipeline,53,5,6,100,0.2,0.1
Transmission Pipeline,53,6,2,100,0.2,0.1
Transmission Pipeline,53,6,3,100,0.2,0.1
Transmission Pipeline,53,6,5,100,0.2,0.1
Transmission Pipeline,53,6,6,1000,0.2,0.1
Transmission Pipeline,53,6,7,100,0.2,0.1
Transmission Pipeline,53,7,3,100,0.2,0.1
Transmission Pipeline,53,7,4,100,0.2,0.1
Transmission Pipeline,53,7,6,100,0.2,0.1
Transmission Pipeline,53,7,7,1000,0.2,0.1
Transmission Pipeline,53,7,8,100,0.2,0.1
Transmission Pipeline,53,8,4,100,0.2,0.1
Transmission Pipeline,53,8,7,100,0.2,0.1
Transmission Pipeline,53,8,8,1000,0.2,0.1
Transmission Pipeline,53,8,9,100,0.2,0.1
Transmission Pipeline,53,9,8,100,0.2,0.1
Transmission Pipeline,53,9,9,1000,0.2,0.1
Transmission Pipeline,53,10,10,5000,0.2,0.1
Transmission Pipeline,53,11,11,5000,0.2,0.1
Transmission Pipeline,54,1,1,1000,0.2,0.1
Transmission Pipeline,54,1,2,100,0.2,0.1
Transmission Pipeline,54,2,1,100,0.2,0.1
Transmission Pipeline,54,2,2,1000,0.2,0.1
Transmission Pipeline,54,2,3,100,0.2,0.1
Transmission Pipeline,54,2,5,100,0.2,0.1
Transmission Pipeline,54,2,6,100,0.2,0.1
Transmission Pipeline,54,3,2,100,0.2,0.1
Transmission Pipeline,54,3,3,1000,0.2,0.1
Transmission Pipeline,54,3,4,100,0.2,0.1
Transmission Pipeline,54,3,6,100,0.2,0.1
Transmission Pipeline,54,3,7,100,0.2,0.1
Transmission Pipeline,54,4,3,100,0.2,0.1
Transmission Pipeline,54,4,4,1000,0.2,0.1
Transmission Pipeline,54,4,7,100,0.2,0.1
Transmission Pipeline,54,4,8,100,0.2,0.1
Transmission Pipeline,54,5,2,100,0.2,0.1
Transmission Pipeline,54,5,5,1000,0.2,0.1
Transmission Pipeline,54,5,6,100,0.2,0.1
Transmission Pipeline,54,6,2,100,0.2,0.1
Transmission Pipeline,54,6,3,100,0.2,0.1
Transmission Pipeline,54,6,5,100,0.2,0.1
Transmission Pipeline,54,6,6,1000,0.2,0.1
Transmission Pipeline,54,6,7,100,0.2,0.1
Transmission Pipeline,54,7,3,100,0.2,0.1
Transmission Pipeline,54,7,4,100,0.2,0.1
Transmission Pipeline,54,7,6,100,0.2,0.1
Transmission Pipeline,54,7,7,1000,0.2,0.1
Transmission Pipeline,54,7,8,100,0.2,0.1
Transmission Pipeline,54,8,4,100,0.2,0.1
Transmission Pipeline,54,8,7,100,0.2,0.1
Transmission Pipeline,54,8,8,1000,0.2,0.1
Transmission Pipeline,54,8,9,100,0.2,0.1
Transmission Pipeline,54,9,8,100,0.2,0.1
Transmission Pipeline,54,9,9,1000,0.2,0.1
Transmission Pipeline,54,10,10,5000,0.2,0.1
Transmission Pipeline,54,11,11,5000,0.2,0.1
Transmission Pipeline,55,1,1,1000,0.2,0.1
Transmission Pipeline,55,1,2,100,0.2,0.1
Transmission Pipeline,55,2,1,100,0.2,0.1
Transmission Pipeline,55,2,2,1000,0.2,0.1
Transmission Pipeline,55,2,3,100,0.2,0.1
Transmission Pipeline,55,2,5,100,0.2,0.1
Transmission Pipeline,55,2,6,100,0.2,0.1
Transmission Pipeline,55,3,2,100,0.2,0.1
Transmission Pipeline,55,3,3,1000,0.2,0.1
Transmission Pipeline,55,3,4,100,0.2,0.1
Transmission Pipeline,55,3,6,100,0.2,0.1
Transmission Pipeline,55,3,7,100,0.2,0.1
Transmission Pipeline,55,4,3,100,0.2,0.1
Transmission Pipeline,55,4,4,1000,0.2,0.1
Transmission Pipeline,55,4,7,100,0.2,0.1
Transmission Pipeline,55,4,8,100,0.2,0.1
Transmission Pipeline,55,5,2,100,0.2,0.1
Transmission Pipeline,55,5,5,1000,0.2,0.1
Transmission Pipeline,55,5,6,100,0.2,0.1
Transmission Pipeline,55,6,2,100,0.2,0.1
Transmission Pipeline,55,6,3,100,0.2,0.1
Transmission Pipeline,55,6,5,100,0.2,0.1
Transmission Pipeline,55,6,6,1000,0.2,0.1
Transmission Pipeline,55,6,7,100,0.2,0.1
Transmission Pipeline,55,7,3,100,0.2,0.1
Transmission Pipeline,55,7,4,100,0.2,0.1
Transmission Pipeline,55,7,6,100,0.2,0.1
Transmission Pipeline,55,7,7,1000,0.2,0.1
Transmission Pipeline,55,7,8,100,0.2,0.1
Transmission Pipeline,55,8,4,100,0.2,0.1
Transmission Pipeline,55,8,7,100,0.2,0.1
Transmission Pipeline,55,8,8,1000,0.2,0.1
Transmission Pipeline,55,8,9,100,0.2,0.1
Transmission Pipeline,55,9,8,100,0.2,0.1
Transmission Pipeline,55,9,9,1000,0.2,0.1
Transmission Pipeline,55,10,10,5000,0.2,0.1
Transmission Pipeline,55,11,11,5000,0.2,0.1
Transmission Pipeline,56,1,1,1000,0.2,0.1
Transmission Pipeline,56,1,2,100,0.2,0.1
Transmission Pipeline,56,2,1,100,0.2,0.1
Transmission Pipeline,56,2,2,1000,0.2,0.1
Transmission Pipeline,56,2,3,100,0.2,0.1
Transmission Pipeline,56,2,5,100,0.2,0.1
Transmission Pipeline,56,2,6,100,0.2,0.1
Transmission Pipeline,56,3,2,100,0.2,0.1
Transmission Pipeline,56,3,3,1000,0.2,0.1
Transmission Pipeline,56,3,4,100,0.2,0.1
Transmission Pipeline,56,3,6,100,0.2,0.1
Transmission Pipeline,56,3,7,100,0.2,0.1
Transmission Pipeline,56,4,3,100,0.2,0.1
Transmission Pipeline,56,4,4,1000,0.2,0.1
Transmission Pipeline,56,4,7,100,0.2,0.1
Transmission Pipeline,56,4,8,100,0.2,0.1
Transmission Pipeline,56,5,2,100,0.2,0.1
Transmission Pipeline,56,5,5,1000,0.2,0.1
Transmission Pipeline,56,5,6,100,0.2,0.1
Transmission Pipeline,56,6,2,100,0.2,0.1
Transmission Pipeline,56,6,3,100,0.2,0.1
Transmission Pipeline,56,6,5,100,0.2,0.1
Transmission Pipeline,56,6,6,1000,0.2,0.1
Transmission Pipeline,56,6,7,100,0.2,0.1
Transmission Pipeline,56,7,3,100,0.2,0.1
Transmission Pipeline,56,7,4,100,0.2,0.1
Transmission Pipeline,56,7,6,100,0.2,0.1
Transmission Pipeline,56,7,7,1000,0.2,0.1
Transmission Pipeline,56,7,8,100,0.2,0.1
Transmission Pipeline,56,8,4,100,0.2,0.1
Transmission Pipeline,56,8,7,100,0.2,0.1
Transmission Pipeline,56,8,8,1000,0.2,0.1
Transmission Pipeline,56,8,9,100,0.2,0.1
Transmission Pipeline,56,9,8,100,0.2,0.1
Transmission Pipeline,56,9,9,1000,0.2,0.1
Transmission Pipeline,56,10,10,5000,0.2,0.1
Transmission Pipeline,56,11,11,5000,0.2,0.1
Transmission Pipeline,57,1,1,1000,0.2,0.1
Transmission Pipeline,57,1,2,100,0.2,0.1
Transmission Pipeline,57,2,1,100,0.2,0.1
Transmission Pipeline,57,2,2,1000,0.2,0.1
Transmission Pipeline,57,2,3,100,0.2,0.1
Transmission Pipeline,57,2,5,100,0.2,0.1
Transmission Pipeline,57,2,6,100,0.2,0.1
Transmission Pipeline,57,3,2,100,0.2,0.1
Transmission Pipeline,57,3,3,1000,0.2,0.1
Transmission Pipeline,57,3,4,100,0.2,0.1
Transmission Pipeline,57,3,6,100,0.2,0.1
Transmission Pipeline,57,3,7,100,0.2,0.1
Transmission Pipeline,57,4,3,100,0.2,0.1
Transmission Pipeline,57,4,4,1000,0.2,0.1
Transmission Pipeline,57,4,7,100,0.2,0.1
Transmission Pipeline,57,4,8,100,0.2,0.1
Transmission Pipeline,57,5,2,100,0.2,0.1
Transmission Pipeline,57,5,5,1000,0.2,0.1
Transmission Pipeline,57,5,6,100,0.2,0.1
Transmission Pipeline,57,6,2,100,0.2,0.1
Transmission Pipeline,57,6,3,100,0.2,0.1
Transmission Pipeline,57,6,5,100,0.2,0.1
Transmission Pipeline,57,6,6,1000,0.2,0.1
Transmission Pipeline,57,6,7,100,0.2,0.1
Transmission Pipeline,57,7,3,100,0.2,0.1
Transmission Pipeline,57,7,4,100,0.2,0.1
Transmission Pipeline,57,7,6,100,0.2,0.1
Transmission Pipeline,57,7,7,1000,0.2,0.1
Transmission Pipeline,57,7,8,100,0.2,0.1
Transmission Pipeline,57,8,4,100,0.2,0.1
Transmission Pipeline,57,8,7,100,0.2,0.1
Transmission Pipeline,57,8,8,1000,0.2,0.1
Transmission Pipeline,57,8,9,100,0.2,0.1
Transmission Pipeline,57,9,8,100,0.2,0.1
Transmission Pipeline,57,9,9,1000,0.2,0.1
Transmission Pipeline,57,10,10,5000,0.2,0.1
Transmission Pipeline,57,11,11,5000,0.2,0.1
Transmission Pipeline,58,1,1,1000,0.2,0.1
Transmission Pipeline,58,1,2,100,0.2,0.1
Transmission Pipeline,58,2,1,100,0.2,0.1
Transmission Pipeline,58,2,2,1000,0.2,0.1
Transmission Pipeline,58,2,3,100,0.2,0.1
Transmission Pipeline,58,2,5,100,0.2,0.1
Transmission Pipeline,58,2,6,100,0.2,0.1
Transmission Pipeline,58,3,2,100,0.2,0.1
Transmission Pipeline,58,3,3,1000,0.2,0.1
Transmission Pipeline,58,3,4,100,0.2,0.1
Transmission Pipeline,58,3,6,100,0.2,0.1
Transmission Pipeline,58,3,7,100,0.2,0.1
Transmission Pipeline,58,4,3,100,0.2,0.1
Transmission Pipeline,58,4,4,1000,0.2,0.1
Transmission Pipeline,58,4,7,100,0.2,0.1
Transmission Pipeline,58,4,8,100,0.2,0.1
Transmission Pipeline,58,5,2,100,0.2,0.1
Transmission Pipeline,58,5,5,1000,0.2,0.1
Transmission Pipeline,58,5,6,100,0.2,0.1
Transmission Pipeline,58,6,2,100,0.2,0.1
Transmission Pipeline,58,6,3,100,0.2,0.1
Transmission Pipeline,58,6,5,100,0.2,0.1
Transmission Pipeline,58,6,6,1000,0.2,0.1
Transmission Pipeline,58,6,7,100,0.2,0.1
Transmission Pipeline,58,7,3,100,0.2,0.1
Transmission Pipeline,58,7,4,100,0.2,0.1
Transmission Pipeline,58,7,6,100,0.2,0.1
Transmission Pipeline,58,7,7,1000,0.2,0.1
Transmission Pipeline,58,7,8,100,0.2,0.1
Transmission Pipeline,58,8,4,100,0.2,0.1
Transmission Pipeline,58,8,7,100,0.2,0.1
Transmission Pipeline,58,8,8,1000,0.2,0.1
Transmission Pipeline,58,8,9,100,0.2,0.1
Transmission Pipeline,58,9,8,100,0.2,0.1
Transmission Pipeline,58,9,9,1000,0.2,0.1
Transmission Pipeline,58,10,10,5000,0.2,0.1
Transmission Pipeline,58,11,11,5000,0.2,0.1
Transmission Pipeline,59,1,1,1000,0.2,0.1
Transmission Pipeline,59,1,2,100,0.2,0.1
Transmission Pipeline,59,2,1,100,0.2,0.1
Transmission Pipeline,59,2,2,1000,0.2,0.1
Transmission Pipeline,59,2,3,100,0.2,0.1
Transmission Pipeline,59,2,5,100,0.2,0.1
Transmission Pipeline,59,2,6,100,0.2,0.1
Transmission Pipeline,59,3,2,100,0.2,0.1
Transmission Pipeline,59,3,3,1000,0.2,0.1
Transmission Pipeline,59,3,4,100,0.2,0.1
Transmission Pipeline,59,3,6,100,0.2,0.1
Transmission Pipeline,59,3,7,100,0.2,0.1
Transmission Pipeline,59,4,3,100,0.2,0.1
Transmission Pipeline,59,4,4,1000,0.2,0.1
Transmission Pipeline,59,4,7,100,0.2,0.1
Transmission Pipeline,59,4,8,100,0.2,0.1
Transmission Pipeline,59,5,2,100,0.2,0.1
Transmission Pipeline,59,5,5,1000,0.2,0.1
Transmission Pipeline,59,5,6,100,0.2,0.1
Transmission Pipeline,59,6,2,100,0.2,0.1
Transmission Pipeline,59,6,3,100,0.2,0.1
Transmission Pipeline,59,6,5,100,0.2,0.1
