TECH,MNUMYR,MNUMCR,MNUMCR2,CAPAVAIL,CAPLAN,CAPNEW
Transmission Pipeline,59,6,6,1000,0.2,0.1
Transmission Pipeline,59,6,7,100,0.2,0.1
Transmission Pipeline,59,7,3,100,0.2,0.1
Transmission Pipeline,59,7,4,100,0.2,0.1
Transmission Pipeline,59,7,6,100,0.2,0.1
Transmission Pipeline,59,7,7,1000,0.2,0.1
Transmission Pipeline,59,7,8,100,0.2,0.1
Transmission Pipeline,59,8,4,100,0.2,0.1
Transmission Pipeline,59,8,7,100,0.2,0.1
Transmission Pipeline,59,8,8,1000,0.2,0.1
Transmission Pipeline,59,8,9,100,0.2,0.1
Transmission Pipeline,59,9,8,100,0.2,0.1
Transmission Pipeline,59,9,9,1000,0.2,0.1
Transmission Pipeline,59,10,10,5000,0.2,0.1
Transmission Pipeline,59,11,11,5000,0.2,0.1
Transmission Pipeline,60,1,1,1000,0.2,0.1
Transmission Pipeline,60,1,2,100,0.2,0.1
Transmission Pipeline,60,2,1,100,0.2,0.1
Transmission Pipeline,60,2,2,1000,0.2,0.1
Transmission Pipeline,60,2,3,100,0.2,0.1
Transmission Pipeline,60,2,5,100,0.2,0.1
Transmission Pipeline,60,2,6,100,0.2,0.1
Transmission Pipeline,60,3,2,100,0.2,0.1
Transmission Pipeline,60,3,3,1000,0.2,0.1
Transmission Pipeline,60,3,4,100,0.2,0.1
Transmission Pipeline,60,3,6,100,0.2,0.1
Transmission Pipeline,60,3,7,100,0.2,0.1
Transmission Pipeline,60,4,3,100,0.2,0.1
Transmission Pipeline,60,4,4,1000,0.2,0.1
Transmission Pipeline,60,4,7,100,0.2,0.1
Transmission Pipeline,60,4,8,100,0.2,0.1
Transmission Pipeline,60,5,2,100,0.2,0.1
Transmission Pipeline,60,5,5,1000,0.2,0.1
Transmission Pipeline,60,5,6,100,0.2,0.1
Transmission Pipeline,60,6,2,100,0.2,0.1
Transmission Pipeline,60,6,3,100,0.2,0.1
Transmission Pipeline,60,6,5,100,0.2,0.1
Transmission Pipeline,60,6,6,1000,0.2,0.1
Transmission Pipeline,60,6,7,100,0.2,0.1
Transmission Pipeline,60,7,3,100,0.2,0.1
Transmission Pipeline,60,7,4,100,0.2,0.1
Transmission Pipeline,60,7,6,100,0.2,0.1
Transmission Pipeline,60,7,7,1000,0.2,0.1
Transmission Pipeline,60,7,8,100,0.2,0.1
Transmission Pipeline,60,8,4,100,0.2,0.1
Transmission Pipeline,60,8,7,100,0.2,0.1
Transmission Pipeline,60,8,8,1000,0.2,0.1
Transmission Pipeline,60,8,9,100,0.2,0.1
Transmission Pipeline,60,9,8,100,0.2,0.1
Transmission Pipeline,60,9,9,1000,0.2,0.1
Transmission Pipeline,60,10,10,5000,0.2,0.1
Transmission Pipeline,60,11,11,5000,0.2,0.1
Transmission Pipeline,61,1,1,1000,0.2,0.1
Transmission Pipeline,61,1,2,100,0.2,0.1
Transmission Pipeline,61,2,1,100,0.2,0.1
Transmission Pipeline,61,2,2,1000,0.2,0.1
Transmission Pipeline,61,2,3,100,0.2,0.1
Transmission Pipeline,61,2,5,100,0.2,0.1
Transmission Pipeline,61,2,6,100,0.2,0.1
Transmission Pipeline,61,3,2,100,0.2,0.1
Transmission Pipeline,61,3,3,1000,0.2,0.1
Transmission Pipeline,61,3,4,100,0.2,0.1
Transmission Pipeline,61,3,6,100,0.2,0.1
Transmission Pipeline,61,3,7,100,0.2,0.1
Transmission Pipeline,61,4,3,100,0.2,0.1
Transmission Pipeline,61,4,4,1000,0.2,0.1
Transmission Pipeline,61,4,7,100,0.2,0.1
Transmission Pipeline,61,4,8,100,0.2,0.1
Transmission Pipeline,61,5,2,100,0.2,0.1
Transmission Pipeline,61,5,5,1000,0.2,0.1
Transmission Pipeline,61,5,6,100,0.2,0.1
Transmission Pipeline,61,6,2,100,0.2,0.1
Transmission Pipeline,61,6,3,100,0.2,0.1
Transmission Pipeline,61,6,5,100,0.2,0.1
Transmission Pipeline,61,6,6,1000,0.2,0.1
Transmission Pipeline,61,6,7,100,0.2,0.1
Transmission Pipeline,61,7,3,100,0.2,0.1
Transmission Pipeline,61,7,4,100,0.2,0.1
Transmission Pipeline,61,7,6,100,0.2,0.1
Transmission Pipeline,61,7,7,1000,0.2,0.1
Transmission Pipeline,61,7,8,100,0.2,0.1
Transmission Pipeline,61,8,4,100,0.2,0.1
Transmission Pipeline,61,8,7,100,0.2,0.1
Transmission Pipeline,61,8,8,1000,0.2,0.1
Transmission Pipeline,61,8,9,100,0.2,0.1
Transmission Pipeline,61,9,8,100,0.2,0.1
Transmission Pipeline,61,9,9,1000,0.2,0.1
Transmission Pipeline,61,10,10,5000,0.2,0.1
Transmission Pipeline,61,11,11,5000,0.2,0.1
