COMPOSITE TABLE:
MNUMCR  MNUMYR  WRENEW_PBMRFBT
7       8          0.00000000000000     
8       8          0.00000000000000     
9       8          0.00000000000000     
10      8          0.00000000000000     
11      8          0.00000000000000     
1       9          0.00000000000000     
2       9          0.00000000000000     
3       9          0.00000000000000     
4       9          0.00000000000000     
5       9          0.00000000000000     
6       9          0.00000000000000     
7       9          0.00000000000000     
8       9          0.00000000000000     
9       9          0.00000000000000     
10      9          0.00000000000000     
11      9          0.00000000000000     
1       10         0.00000000000000     
2       10         0.00000000000000     
3       10         0.00000000000000     
4       10         0.00000000000000     
5       10         0.00000000000000     
6       10         0.00000000000000     
7       10         0.00000000000000     
8       10         0.00000000000000     
9       10         0.00000000000000     
10      10         0.00000000000000     
11      10         0.00000000000000     
1       11         0.00000000000000     
2       11         0.00000000000000     
3       11         0.00000000000000     
4       11         0.00000000000000     
5       11         0.00000000000000     
6       11         0.00000000000000     
7       11         0.00000000000000     
8       11         0.00000000000000     
9       11         0.00000000000000     
10      11         0.00000000000000     
11      11         0.00000000000000     
1       12         0.00000000000000     
2       12         0.00000000000000     
3       12         0.00000000000000     
4       12         0.00000000000000     
5       12         0.00000000000000     
6       12         0.00000000000000     
7       12         0.00000000000000     
8       12         0.00000000000000     
9       12         0.00000000000000     
10      12         0.00000000000000     
11      12         0.00000000000000     
1       13         0.00000000000000     
2       13         0.00000000000000     
3       13         0.00000000000000     
4       13         0.00000000000000     
5       13         0.00000000000000     
6       13         0.00000000000000     
7       13         0.00000000000000     
8       13         0.00000000000000     
9       13         0.00000000000000     
10      13         0.00000000000000     
11      13         0.00000000000000     
1       14         0.00000000000000     
2       14         0.00000000000000     
3       14         0.00000000000000     
4       14         0.00000000000000     
5       14         0.00000000000000     
6       14         0.00000000000000     
7       14         0.00000000000000     
8       14         0.00000000000000     
9       14         0.00000000000000     
10      14         0.00000000000000     
11      14         0.00000000000000     
1       15         0.00000000000000     
2       15         0.00000000000000     
3       15         0.00000000000000     
4       15         0.00000000000000     
5       15         0.00000000000000     
6       15         0.00000000000000     
7       15         0.00000000000000     
8       15         0.00000000000000     
9       15         0.00000000000000     
10      15         0.00000000000000     
11      15         0.00000000000000     
1       16         0.00000000000000     
2       16         0.00000000000000     
3       16         0.00000000000000     
4       16         0.00000000000000     
5       16         0.00000000000000     
6       16         0.00000000000000     
7       16         0.00000000000000     
8       16         0.00000000000000     
9       16         0.00000000000000     
10      16         0.00000000000000     
11      16         0.00000000000000     
1       17         0.00000000000000     
2       17         0.00000000000000     
3       17         0.00000000000000     
4       17         0.00000000000000     
5       17         0.00000000000000     
6       17         0.00000000000000     
7       17         0.00000000000000     
8       17         0.00000000000000     
9       17         0.00000000000000     
10      17         0.00000000000000     
11      17         0.00000000000000     
1       18         0.00000000000000     
2       18         0.00000000000000     
3       18         0.00000000000000     
4       18         0.00000000000000     
5       18         0.00000000000000     
6       18         0.00000000000000     
7       18         0.00000000000000     
8       18         0.00000000000000     
9       18         0.00000000000000     
10      18         0.00000000000000     
11      18         0.00000000000000     
1       19         9.99899959564209     
2       19         9.99899959564209     
3       19         9.99899959564209     
4       19         9.99899959564209     
5       19         9.99899959564209     
6       19         9.99899959564209     
7       19         9.99899959564209     
8       19         9.99899959564209     
9       19         9.99899959564209     
10      19         0.00000000000000     
11      19         9.99899959564209     
1       20         9.99899959564209     
2       20         9.99899959564209     
3       20         9.99899959564209     
4       20         9.99899959564209     
5       20         9.99899959564209     
6       20         9.99899959564209     
7       20         9.99899959564209     
8       20         9.99899959564209     
9       20         9.99899959564209     
10      20         0.00000000000000     
11      20         9.99899959564209     
1       21         9.99899959564209     
2       21         9.99899959564209     
3       21         9.99899959564209     
4       21         9.99899959564209     
5       21         9.99899959564209     
6       21         9.99899959564209     
7       21         9.99899959564209     
8       21         9.99899959564209     
9       21         9.99899959564209     
10      21         0.00000000000000     
11      21         9.99899959564209     
1       22         9.99899959564209     
2       22         9.99899959564209     
3       22         9.99899959564209     
4       22         9.99899959564209     
5       22         9.99899959564209     
6       22         9.99899959564209     
7       22         9.99899959564209     
8       22         9.99899959564209     
9       22         9.99899959564209     
10      22         0.00000000000000     
11      22         9.99899959564209     
1       23        0.779062151908875     
2       23        0.779062151908875     
3       23        0.779062151908875     
4       23        0.779062151908875     
5       23        0.779062151908875     
6       23        0.779062151908875     
7       23        0.779062151908875     
8       23        0.779062151908875     
9       23        0.779062151908875     
10      23         0.00000000000000     
11      23        0.779062151908875     
1       24        0.795313775539398     
2       24        0.795313775539398     
3       24        0.795313775539398     
4       24        0.795313775539398     
5       24        0.795313775539398     
6       24        0.795313775539398     
7       24        0.795313715934753     
8       24        0.795313775539398     
9       24        0.795313775539398     
10      24         0.00000000000000     
11      24        0.795313775539398     
1       25        0.810037195682526     
2       25        0.810037195682526     
3       25        0.810037195682526     
4       25        0.810037195682526     
5       25        0.810037195682526     
6       25        0.810037195682526     
7       25        0.810037195682526     
8       25        0.810037195682526     
9       25        0.810037195682526     
10      25         0.00000000000000     
11      25        0.810037195682526     
1       26        0.822358250617981     
2       26        0.822358250617981     
3       26        0.822358250617981     
4       26        0.822358250617981     
5       26        0.822358250617981     
6       26        0.822358250617981     
7       26        0.822358250617981     
8       26        0.822358250617981     
9       26        0.822358250617981     
10      26         0.00000000000000     
11      26        0.822358250617981     
1       27        0.828528463840485     
2       27        0.828528463840485     
3       27        0.828528463840485     
4       27        0.828528463840485     
5       27        0.828528463840485     
6       27        0.828528463840485     
7       27        0.828528463840485     
8       27        0.828528463840485     
9       27        0.828528463840485     
10      27         0.00000000000000     
11      27        0.828528463840485     
1       28        0.834565877914429     
2       28        0.834565877914429     
3       28        0.834565877914429     
4       28        0.834565877914429     
5       28        0.834565877914429     
6       28        0.834565877914429     
7       28        0.834565877914429     
8       28        0.834565877914429     
9       28        0.834565877914429     
10      28         0.00000000000000     
11      28        0.834565877914429     
1       29        0.836880207061768     
2       29        0.836880207061768     
3       29        0.836880207061768     
4       29        0.836880207061768     
5       29        0.836880207061768     
6       29        0.836880207061768     
7       29        0.836880207061768     
8       29        0.836880207061768     
9       29        0.836880207061768     
10      29         0.00000000000000     
11      29        0.836880207061768     
1       30        0.839443743228912     
2       30        0.839443743228912     
3       30        0.839443624019623     
4       30        0.839443624019623     
5       30        0.839443743228912     
6       30        0.839443624019623     
7       30        0.839443624019623     
8       30        0.839443743228912     
9       30        0.839443743228912     
10      30         0.00000000000000     
11      30        0.839443743228912     
1       31        0.842424750328064     
2       31        0.842424750328064     
3       31        0.842424750328064     
4       31        0.842424750328064     
5       31        0.842424750328064     
6       31        0.842424750328064     
7       31        0.842424750328064     
8       31        0.842424750328064     
9       31        0.842424750328064     
10      31         0.00000000000000     
11      31        0.842424750328064     
1       32         1.10328722000122     
2       32         1.10328722000122     
3       32        0.845124244689941     
4       32        0.845124244689941     
5       32         1.10328722000122     
6       32         1.20512425899506     
7       32         1.20512425899506     
8       32        0.845124244689941     
9       32         1.10328722000122     
10      32         0.00000000000000     
11      32         1.10328722000122     
1       33         1.15741109848022     
2       33         1.15741109848022     
3       33        0.848061501979828     
4       33        0.848061501979828     
5       33         1.15741109848022     
6       33         1.20806157588959     
7       33         1.20806157588959     
8       33         1.20806157588959     
9       33         1.15741109848022     
10      33         0.00000000000000     
11      33         1.15741109848022     
1       34         1.44427514076233     
2       34         1.44427514076233     
3       34        0.850227117538452     
4       34        0.850227117538452     
5       34         1.44427514076233     
6       34         1.57022714614868     
7       34         1.57022714614868     
8       34         1.21022713184357     
9       34         1.44427514076233     
10      34         0.00000000000000     
11      34         1.44427514076233     
1       35         1.43923819065094     
2       35         1.43923819065094     
3       35         1.21251308917999     
4       35         1.21251308917999     
5       35         1.43923819065094     
6       35         1.57251310348511     
7       35         1.57251310348511     
8       35         1.21251308917999     
9       35         1.43923819065094     
10      35         0.00000000000000     
11      35         1.43923819065094     
1       36         1.65444719791412     
2       36         1.65444719791412     
3       36         1.75455975532532     
4       36         1.75455975532532     
5       36         1.65444719791412     
6       36         1.57455980777740     
7       36         1.57455980777740     
8       36         1.67568433284760     
9       36         1.65444719791412     
10      36         0.00000000000000     
11      36         1.65444719791412     
1       37         1.68463051319122     
2       37         1.68463051319122     
3       37         1.75632262229919     
4       37         1.75632262229919     
5       37         1.68463051319122     
6       37         1.57632267475128     
7       37         1.57632267475128     
8       37         1.82891643047333     
9       37         1.68463051319122     
10      37         0.00000000000000     
11      37         1.68463051319122     
1       38         1.21823811531067     
2       38         1.68652808666229     
3       38         1.75823807716370     
4       38         1.75823807716370     
5       38         1.21823811531067     
6       38         1.65980195999146     
7       38         1.65980195999146     
8       38         1.85618972778320     
9       38         1.57823812961578     
10      38         0.00000000000000     
11      38         1.68652808666229     
1       39         1.74572229385376     
2       39         1.22032809257507     
3       39         1.76032805442810     
4       39         1.76032805442810     
5       39         1.22032809257507     
6       39         1.76032805442810     
7       39         1.76032805442810     
8       39         1.98679351806641     
9       39         1.58032810688019     
10      39         0.00000000000000     
11      39         1.74572229385376     
1       40         1.22348558902740     
2       40         1.22348558902740     
3       40         1.80335831642151     
4       40         1.80335831642151     
5       40         1.22348558902740     
6       40         1.94348561763763     
7       40         1.94348561763763     
8       40         2.21432995796204     
9       40         1.58348560333252     
10      40         0.00000000000000     
11      40         1.87929534912109     
1       41         1.58650064468384     
2       41         1.58650064468384     
3       41         1.91965305805206     
4       41         1.91965305805206     
5       41         1.58650064468384     
6       41         2.05402350425720     
7       41         2.05402350425720     
8       41         1.22650063037872     
9       41         2.30650067329407     
10      41         0.00000000000000     
11      41         1.92632901668549     
1       42         1.58893358707428     
2       42         1.58893358707428     
3       42         1.94893360137939     
4       42         1.94893360137939     
5       42         1.58893358707428     
6       42         2.12893366813660     
7       42         2.12893366813660     
8       42         1.22893357276917     
9       42         3.02410912513733     
10      42         0.00000000000000     
11      42         2.04903459548950     
1       43         1.59180855751038     
2       43         1.59180855751038     
3       43         1.95180857181549     
4       43         1.95180857181549     
5       43         1.59180855751038     
6       43         2.13180875778198     
7       43         2.13180875778198     
8       43         1.23180854320526     
9       43         5.34003114700317     
10      43         0.00000000000000     
11      43         2.46109890937805     
1       44         1.59447526931763     
2       44         1.59447526931763     
3       44         1.95447528362274     
4       44         1.95447528362274     
5       44         1.59447526931763     
6       44         2.31447529792786     
7       44         2.31447529792786     
8       44         1.44389224052429     
9       44         5.27598237991333     
10      44         0.00000000000000     
11      44         2.49041414260864     
1       45         1.59751427173615     
2       45         1.59751427173615     
3       45         1.95751428604126     
4       45         1.95751428604126     
5       45         1.59751427173615     
6       45         2.49751424789429     
7       45         2.49751424789429     
8       45         1.59751427173615     
9       45         5.08219718933105     
10      45         0.00000000000000     
11      45         2.54280209541321     
1       46         1.59992742538452     
2       46         1.59992742538452     
3       46         1.95992743968964     
4       46         1.95992743968964     
5       46         1.59992742538452     
6       46         2.67992758750916     
7       46         2.67992758750916     
8       46         1.59992742538452     
9       46         5.25180578231812     
10      46         0.00000000000000     
11      46         2.65055251121521     
1       47         1.60221636295319     
2       47         1.60221636295319     
3       47         1.96221637725830     
4       47         1.96221637725830     
5       47         1.60221636295319     
6       47         2.68221640586853     
7       47         2.68221640586853     
8       47         2.07255196571350     
9       47         5.28210735321045     
10      47         0.00000000000000     
11      47         2.66777682304382     
1       48         1.60425662994385     
2       48         1.60425662994385     
3       48         1.96425664424896     
4       48         1.96425664424896     
5       48         1.60425662994385     
6       48         2.68425679206848     
7       48         2.68425679206848     
8       48         2.31532025337219     
9       48         5.30705356597900     
10      48         0.00000000000000     
11      48         2.68307328224182     
1       49         1.60626316070557     
2       49         1.60626316070557     
3       49         1.96626317501068     
4       49         1.96626317501068     
5       49         1.60626316070557     
6       49         2.68626332283020     
7       49         2.68626332283020     
8       49         2.32626318931580     
9       49         5.29878425598145     
10      49         0.00000000000000     
11      49         2.67929220199585     
1       50         1.60828602313995     
2       50         1.60828602313995     
3       50         1.96828603744507     
4       50         1.96828603744507     
5       50         1.60828602313995     
6       50         2.68828606605530     
7       50         2.68828606605530     
8       50         2.32828593254089     
9       50         5.32434797286987     
10      50         0.00000000000000     
11      50         2.68194651603699     
1       51         1.61162686347961     
2       51         1.61162686347961     
3       51         1.97162687778473     
4       51         1.97162687778473     
5       51         1.61162686347961     
6       51         2.69162702560425     
7       51         2.69162702560425     
8       51         2.33162689208984     
9       51         5.32737779617310     
10      51         0.00000000000000     
11      51         2.68383216857910     
1       52         1.61162698268890     
2       52         1.61162698268890     
3       52         1.97162699699402     
4       52         1.97162699699402     
5       52         1.61162698268890     
6       52         2.69162702560425     
7       52         2.69162702560425     
8       52         2.33162689208984     
9       52         5.32737779617310     
10      52         0.00000000000000     
11      52         2.68383193016052     
1       53         1.61162698268890     
2       53         1.61162698268890     
3       53         1.97162699699402     
4       53         1.97162699699402     
5       53         1.61162698268890     
6       53         2.69162702560425     
7       53         2.69162702560425     
8       53         2.33162689208984     
9       53         5.32737779617310     
10      53         0.00000000000000     
11      53         2.68383193016052     
1       54         1.61162698268890     
2       54         1.61162698268890     
3       54         1.97162699699402     
4       54         1.97162699699402     
5       54         1.61162698268890     
6       54         2.69162702560425     
7       54         2.69162702560425     
8       54         2.33162689208984     
9       54         5.32737779617310     
10      54         0.00000000000000     
11      54         2.68383193016052     
1       55         1.61162698268890     
2       55         1.61162698268890     
3       55         1.97162699699402     
4       55         1.97162699699402     
5       55         1.61162698268890     
6       55         2.69162702560425     
7       55         2.69162702560425     
8       55         2.33162689208984     
9       55         5.32737779617310     
10      55         0.00000000000000     
11      55         2.68383193016052     
1       56         1.61162698268890     
2       56         1.61162698268890     
3       56         1.97162699699402     
4       56         1.97162699699402     
5       56         1.61162698268890     
6       56         2.69162702560425     
7       56         2.69162702560425     
8       56         2.33162689208984     
9       56         5.32737779617310     
10      56         0.00000000000000     
11      56         2.68383193016052     
1       57         1.61162698268890     
2       57         1.61162698268890     
3       57         1.97162699699402     
4       57         1.97162699699402     
5       57         1.61162698268890     
6       57         2.69162702560425     
7       57         2.69162702560425     
8       57         2.33162689208984     
9       57         5.32737779617310     
10      57         0.00000000000000     
11      57         2.68383193016052     
1       58         1.61162698268890     
2       58         1.61162698268890     
3       58         1.97162699699402     
4       58         1.97162699699402     
5       58         1.61162698268890     
6       58         2.69162702560425     
7       58         2.69162702560425     
8       58         2.33162689208984     
9       58         5.32737779617310     
10      58         0.00000000000000     
11      58         2.68383193016052     
1       59         1.61162698268890     
2       59         1.61162698268890     
3       59         1.97162699699402     
4       59         1.97162699699402     
5       59         1.61162698268890     
6       59         2.69162702560425     
7       59         2.69162702560425     
8       59         2.33162689208984     
9       59         5.32737779617310     
10      59         0.00000000000000     
11      59         2.68383193016052     
1       60         1.61162698268890     
2       60         1.61162698268890     
3       60         1.97162699699402     
4       60         1.97162699699402     
5       60         1.61162698268890     
6       60         2.69162702560425     
7       60         2.69162702560425     
8       60         2.33162689208984     
9       60         5.32737779617310     
10      60         0.00000000000000     
11      60         2.68383193016052     
1       61         1.61162698268890     
2       61         1.61162698268890     
3       61         1.97162699699402     
4       61         1.97162699699402     
5       61         1.61162698268890     
6       61         2.69162702560425     
7       61         2.69162702560425     
8       61         2.33162689208984     
9       61         5.32737779617310     
10      61         0.00000000000000     
11      61         2.68383193016052     
;
COMPOSITE TABLE:
MNUMCR  MNUMYR  AMPBLK_PELIN
1       1          19.1720008850098     
2       1          16.1580009460449     
3       1          7.96700000762939     
4       1          7.36299991607666     
5       1          8.66699981689453     
6       1          7.65299987792969     
7       1          7.73199987411499     
8       1          6.95100021362305     
9       1          10.3540000915527     
10      1          0.00000000000000     
11      1          9.33209419250488     
1       2          17.9860000610352     
2       2          13.4910001754761     
3       2          8.98700046539307     
4       2          8.48799991607666     
5       2          9.54599952697754     
6       2          8.94699954986572     
7       2          8.19099998474121     
8       2          7.50400018692017     
9       2          10.6260004043579     
10      2          0.00000000000000     
11      2          9.72536087036133     
1       3          18.3710002899170     
2       3          12.9390001296997     
3       3          9.62100028991699     
4       3          9.07900047302246     
5       3          9.92099952697754     
6       3          9.46000003814697     
7       3          8.55300045013428     
8       3          8.18500041961670     
9       3          10.8369998931885     
10      3          0.00000000000000     
11      3          10.0688371658325     
1       4          19.2040004730225     
2       4          12.6090002059937     
3       4          9.64700031280518     
4       4          9.14500045776367     
5       4          9.88799953460693     
6       4          9.46899986267090     
7       4          8.91499996185303     
8       4          8.20300006866455     
9       4          10.8090000152588     
10      4          0.00000000000000     
11      4          10.1018924713135     
1       5          19.8010005950928     
2       5          12.7180004119873     
3       5          9.83800029754639     
4       5          9.46700000762939     
5       5          10.1070003509521     
6       5          9.69499969482422     
7       5          9.18500041961670     
8       5          8.78400039672852     
9       5          11.1859998703003     
10      5          0.00000000000000     
11      5          10.3383445739746     
1       6          18.7250003814697     
2       6          14.5290002822876     
3       6          10.3509998321533     
4       6          10.0570001602173     
5       6          10.4060001373291     
6       6          9.33399963378906     
7       6          9.34500026702881     
8       6          10.3739995956421     
9       6          13.5570001602173     
10      6          20.7999992370605     
11      6          10.9869422912598     
1       7          18.0970001220703     
2       7          14.1359996795654     
3       7          10.1160001754761     
4       7          9.69699954986572     
5       7          9.93099975585938     
6       7          9.05399990081787     
7       7          9.44400024414062     
8       7          9.91300010681152     
9       7          12.7510004043579     
10      7          21.8169994354248     
11      7          10.6217823028564     
1       8          18.0000000000000     
2       8          13.5310001373291     
3       8          9.89799976348877     
4       8          9.52900028228760     
5       8          9.54599952697754     
6       8          7.95800018310547     
7       8          9.31200027465820     
8       8          9.61299991607666     
9       8          11.5769996643066     
10      8          21.4799995422363     
11      8          10.1880435943604     
1       9          17.3689994812012     
2       9          12.8559999465942     
3       9          9.88700008392334     
4       9          9.49199962615967     
5       9          9.31599998474121     
6       9          8.36499977111816     
7       9          8.87100028991699     
8       9          9.64000034332275     
9       9          10.9670000076294     
10      9          19.4629993438721     
11      9          9.97778129577637     
1       10         16.2910003662109     
2       10         11.3280000686646     
3       10         9.68200016021729     
4       10         9.36400032043457     
5       10         9.14700031280518     
6       10         8.02000045776367     
7       10         8.77799987792969     
8       10         8.63399982452393     
9       10         10.2910003662109     
10      10         20.2689990997314     
11      10         9.53938293457031     
1       11         16.9619998931885     
2       11         12.7969999313354     
3       11         9.51700019836426     
4       11         9.20199966430664     
5       11         8.90499973297119     
6       11         7.91699981689453     
7       11         9.59899997711182     
8       11         8.90299987792969     
9       11         11.6420001983643     
10      11         23.1459999084473     
11      11         9.86970233917236     
1       12         18.9430007934570     
2       12         12.8409996032715     
3       12         9.45499992370605     
4       12         9.06099987030029     
5       12         9.17399978637695     
6       12         7.77500009536743     
7       12         10.8409996032715     
8       12         10.1350002288818     
9       12         15.7679996490479     
10      12         22.5620002746582     
11      12         10.6087598800659     
1       13         17.5559997558594     
2       13         12.4219999313354     
3       13         9.43599987030029     
4       13         8.70300006866455     
5       13         8.74600028991699     
6       13         7.65399980545044     
7       13         9.22900009155273     
8       13         10.0080003738403     
9       13         17.0160007476807     
10      13         21.1499996185303     
11      13         10.1145496368408     
1       14         16.8239994049072     
2       14         13.0950002670288     
3       14         9.34399986267090     
4       14         8.75800037384033     
5       14         9.02099990844727     
6       14         7.77699995040894     
7       14         10.3599996566772     
8       14         10.1029996871948     
9       14         15.6359996795654     
10      14         22.6429996490479     
11      14         10.2710781097412     
1       15         16.1240005493164     
2       15         12.9840002059937     
3       15         9.17300033569336     
4       15         8.84899997711182     
5       15         9.37199974060059     
6       15         7.92299985885620     
7       15         10.9350004196167     
8       15         9.90499973297119     
9       15         14.4099998474121     
10      15         23.9939994812012     
11      15         10.2561845779419     
1       16         17.4091033935547     
2       16         13.9485893249512     
3       16         9.39500904083252     
4       16         9.00540733337402     
5       16         10.1323270797729     
6       16         8.35587978363037     
7       16         12.6267738342285     
8       16         10.4370088577271     
9       16         14.2894191741943     
10      16         27.3635559082031     
11      16         10.9032888412476     
1       17         21.5007743835449     
2       17         14.4164409637451     
3       17         9.94108009338379     
4       17         9.17733764648438     
5       17         10.1155433654785     
6       17         8.92622280120850     
7       17         13.2996883392334     
8       17         10.2178087234497     
9       17         14.5717878341675     
10      17         30.4477825164795     
11      17         11.3544330596924     
1       18         23.0279579162598     
2       18         14.0612735748291     
3       18         10.6594572067261     
4       18         9.18067455291748     
5       18         10.2551507949829     
6       18         9.10783767700195     
7       18         12.9092626571655     
8       18         10.2605733871460     
9       18         14.2564687728882     
10      18         30.4771804809570     
11      18         11.4721469879150     
1       19         24.4798831939697     
2       19         14.5347690582275     
3       19         10.2629251480103     
4       19         9.42778110504150     
5       19         11.1409883499146     
6       19         10.2008523941040     
7       19         14.3359594345093     
8       19         10.7341461181641     
9       19         14.0894412994385     
10      19         40.6971778869629     
11      19         11.9744138717651     
1       20         23.8225498199463     
2       20         14.4672813415527     
3       20         11.6502599716187     
4       20         10.1451416015625     
5       20         11.8574762344360     
6       20         10.3415460586548     
7       20         11.0142488479614     
8       20         10.7900152206421     
9       20         13.8720407485962     
10      20         29.8330936431885     
11      20         11.9904041290283     
1       21         22.5645008087158     
2       21         14.6083498001099     
3       21         11.3475894927979     
4       21         10.1850967407227     
5       21         11.5704107284546     
6       21         10.1388235092163     
7       21         10.6465282440186     
8       21         10.6527204513550     
9       21         14.1532955169678     
10      21         0.00000000000000     
11      21         11.7729558944702     
1       22         21.3694000244141     
2       22         13.9127473831177     
3       22         11.1140184402466     
4       22         10.3540916442871     
5       22         11.3498897552490     
6       22         10.5398912429810     
7       22         10.2183942794800     
8       22         10.3614501953125     
9       22         14.5341796875000     
10      22         0.00000000000000     
11      22         11.6151676177979     
1       23         19.7152175903320     
2       23         12.5407629013062     
3       23         10.8443126678467     
4       23         10.4813642501831     
5       23         10.9551563262939     
6       23         10.2120752334595     
7       23         8.89561367034912     
8       23         10.3127088546753     
9       23         14.7261018753052     
10      23         0.00000000000000     
11      23         11.1204309463501     
1       24         20.0739574432373     
2       24         11.9132852554321     
3       24         10.8959836959839     
4       24         10.9282770156860     
5       24         10.7269868850708     
6       24         9.80070400238037     
7       24         9.53510475158691     
8       24         10.6153612136841     
9       24         14.9069471359253     
10      24         0.00000000000000     
11      24         11.2343969345093     
1       25         19.0980606079102     
2       25         12.2770023345947     
3       25         11.4047546386719     
4       25         10.8562822341919     
5       25         10.8899698257446     
6       25         9.89306545257568     
7       25         9.82982635498047     
8       25         10.7739505767822     
9       25         16.0596714019775     
10      25         0.00000000000000     
11      25         11.4545345306396     
1       26         19.7141780853271     
2       26         11.6969852447510     
3       26         11.1358947753906     
4       26         10.9877824783325     
5       26         10.5067224502563     
6       26         9.55763912200928     
7       26         8.92722892761230     
8       26         10.5235538482666     
9       26         15.3946285247803     
10      26         0.00000000000000     
11      26         11.0371227264404     
1       27         19.2924156188965     
2       27         11.1192493438721     
3       27         10.9515495300293     
4       27         11.2599983215332     
5       27         10.2081985473633     
6       27         9.19267940521240     
7       27         8.40486717224121     
8       27         10.0838651657104     
9       27         15.0104255676270     
10      27         0.00000000000000     
11      27         10.6982221603394     
1       28         19.4518222808838     
2       28         10.7061157226562     
3       28         10.9800586700439     
4       28         11.1305189132690     
5       28         10.0900506973267     
6       28         9.20359325408936     
7       28         8.45462989807129     
8       28         10.1691827774048     
9       28         15.5241479873657     
10      28         0.00000000000000     
11      28         10.6707172393799     
1       29         19.9865646362305     
2       29         10.5447654724121     
3       29         10.7630233764648     
4       29         11.0270538330078     
5       29         9.88666534423828     
6       29         8.85746574401855     
7       29         8.18542194366455     
8       29         9.77829265594482     
9       29         15.7239074707031     
10      29         0.00000000000000     
11      29         10.4835586547852     
1       30         19.4617080688477     
2       30         9.78330230712891     
3       30         10.2891330718994     
4       30         10.8262977600098     
5       30         9.67231941223145     
6       30         8.58276844024658     
7       30         8.07910919189453     
8       30         9.43057346343994     
9       30         15.4829587936401     
10      30         0.00000000000000     
11      30         10.1433792114258     
1       31         19.0077514648438     
2       31         9.40908336639404     
3       31         9.99504470825195     
4       31         10.4822492599487     
5       31         9.21699428558350     
6       31         8.19051074981689     
7       31         7.45971155166626     
8       31         9.22287845611572     
9       31         16.0698394775391     
10      31         0.00000000000000     
11      31         9.80131626129150     
1       32         19.3985462188721     
2       32         12.6111087799072     
3       32         11.0324001312256     
4       32         9.34899902343750     
5       32         9.45210742950439     
6       32         8.26711654663086     
7       32         9.40558624267578     
8       32         9.66946220397949     
9       32         15.8118762969971     
10      32         0.00000000000000     
11      32         10.6099815368652     
1       33         21.0953464508057     
2       33         12.6096944808960     
3       33         10.8845100402832     
4       33         9.21064949035645     
5       33         9.64586830139160     
6       33         8.32507514953613     
7       33         8.99804210662842     
8       33         9.30018424987793     
9       33         15.1946468353271     
10      33         0.00000000000000     
11      33         10.4483098983765     
1       34         20.0409469604492     
2       34         12.4315176010132     
3       34         10.2463407516479     
4       34         9.01123428344727     
5       34         9.29518508911133     
6       34         7.38869047164917     
7       34         9.18565845489502     
8       34         9.22174072265625     
9       34         13.5960712432861     
10      34         0.00000000000000     
11      34         10.0209054946899     
1       35         19.2622070312500     
2       35         11.9241561889648     
3       35         9.99310684204102     
4       35         9.04014587402344     
5       35         9.11553573608398     
6       35         7.22948360443115     
7       35         8.79833602905273     
8       35         9.05554962158203     
9       35         12.8390235900879     
10      35         0.00000000000000     
11      35         9.71713161468506     
1       36         19.1016235351562     
2       36         11.6413898468018     
3       36         9.82820320129395     
4       36         9.12464714050293     
5       36         8.91073799133301     
6       36         7.09129619598389     
7       36         8.53288269042969     
8       36         8.88183116912842     
9       36         13.2558383941650     
10      36         0.00000000000000     
11      36         9.59269618988037     
