Composite table:
    i_MarketPriceCode  i_CensusDivision  i_NEMSYear    HMMBLK_PHMM(i_MarketPriceCode,i_CensusDivision,i_NEMSYear)
    5                                 9  34                                                                 76.32
    5                                 9  35                                                                 10.28
    5                                10  34                                                                  1.86
    5                                10  35                                                                  1.86
    5                                11  34                                                                 68.87
    5                                11  35                                                                  9.05
    6                                 1  34                                                                 76.32
    6                                 1  35                                                                  9.90
    6                                 2  34                                                                 76.32
    6                                 2  35                                                                  9.40
    6                                 3  34                                                                 76.32
    6                                 3  35                                                                  9.40
    6                                 4  34                                                                 76.32
    6                                 4  35                                                                 10.28
    6                                 5  34                                                                 76.32
    6                                 5  35                                                                  9.40
    6                                 6  34                                                                 76.32
    6                                 6  35                                                                  9.40
    6                                 7  34                                                                 76.32
    6                                 7  35                                                                 10.28
    6                                 8  34                                                                 76.32
    6                                 8  35                                                                 10.28
    6                                 9  34                                                                 76.32
    6                                 9  35                                                                 10.28
    6                                10  34                                                                  1.86
    6                                10  35                                                                  1.86
    6                                11  34                                                                 68.87
    6                                11  35                                                                  9.05
    7                                 1  34                                                                 76.32
    7                                 1  35                                                                  9.90
    7                                 2  34                                                                 76.32
    7                                 2  35                                                                  9.40
    7                                 3  34                                                                 76.32
    7                                 3  35                                                                  9.40
    7                                 4  34                                                                 76.32
    7                                 4  35                                                                 10.28
    7                                 5  34                                                                 76.32
    7                                 5  35                                                                  9.40
    7                                 6  34                                                                 76.32
    7                                 6  35                                                                  9.40
    7                                 7  34                                                                 76.32
    7                                 7  35                                                                 10.28
    7                                 8  34                                                                 76.32
    7                                 8  35                                                                 10.28
    7                                 9  34                                                                 76.32
    7                                 9  35                                                                 10.28
    7                                10  34                                                                  1.86
    7                                10  35                                                                  1.86
    7                                11  34                                                                 68.87
    7                                11  35                                                                  9.05
    8                                 1  34                                                                 76.32
    8                                 1  35                                                                  9.90
    8                                 2  34                                                                 76.32
    8                                 2  35                                                                  9.40
    8                                 3  34                                                                 76.32
    8                                 3  35                                                                  9.40
    8                                 4  34                                                                 76.32
    8                                 4  35                                                                 10.28
    8                                 5  34                                                                 76.32
    8                                 5  35                                                                  9.40
    8                                 6  34                                                                 76.32
    8                                 6  35                                                                  9.40
    8                                 7  34                                                                 76.32
    8                                 7  35                                                                 10.28
    8                                 8  34                                                                 76.32
    8                                 8  35                                                                 10.28
    8                                 9  34                                                                 76.32
    8                                 9  35                                                                 10.28
    8                                10  34                                                                  1.86
    8                                10  35                                                                  1.86
    8                                11  34                                                                 76.32
    8                                11  35                                                                 10.28
    9                                 1  34                                                                 76.32
    9                                 1  35                                                                  9.90
    9                                 2  34                                                                 76.32
    9                                 2  35                                                                  9.40
    9                                 3  34                                                                 76.32
    9                                 3  35                                                                  9.40
    9                                 4  34                                                                 76.32
    9                                 4  35                                                                 10.28
    9                                 5  34                                                                 76.32
    9                                 5  35                                                                  9.40
    9                                 6  34                                                                 76.32
    9                                 6  35                                                                  9.40
    9                                 7  34                                                                 76.32
    9                                 7  35                                                                 10.28
    9                                 8  34                                                                 76.32
    9                                 8  35                                                                 10.28
    9                                 9  34                                                                 76.32
    9                                 9  35                                                                 10.28
    9                                10  34                                                                  1.86
    9                                10  35                                                                  1.86
    9                                11  34                                                                 68.87
    9                                11  35                                                                  9.05
    10                                1  34                                                                 76.32
    10                                1  35                                                                  9.90
    10                                2  34                                                                 76.32
    10                                2  35                                                                  9.40
    10                                3  34                                                                 76.32
    10                                3  35                                                                  9.40
    10                                4  34                                                                 76.32
    10                                4  35                                                                 10.28
    10                                5  34                                                                 76.32
    10                                5  35                                                                  9.40
    10                                6  34                                                                 76.32
    10                                6  35                                                                  9.40
    10                                7  34                                                                 76.32
    10                                7  35                                                                 10.28
    10                                8  34                                                                 76.32
    10                                8  35                                                                 10.28
    10                                9  34                                                                 76.32
    10                                9  35                                                                 10.28
    10                               10  34                                                                  1.86
    10                               10  35                                                                  1.86
    10                               11  34                                                                 68.87
    10                               11  35                                                                  9.05
    ;
 
Composite table:
    i_CensusDivision  i_NEMSYear    QBLK_QBMHM(i_CensusDivision,i_NEMSYear)
!   ----------------  ----------    ---------------------------------------
                   1  34                                               0.02
                   2  34                                               0.02
                   3  34                                               0.02
                   4  34                                               0.02
                   5  34                                               0.02
                   6  34                                               0.02
                   7  34                                               0.02
                   7  35                                              10.81
                   8  34                                               0.02
                   9  34                                               0.02
                  11  34                                               0.15
                  11  35                                              10.81
    ;
 
Composite table:
    i_CensusDivision  i_NEMSYear    QBLK_QELHM(i_CensusDivision,i_NEMSYear)
!   ----------------  ----------    ---------------------------------------
                   1  34                                           6.85e-02
                   2  34                                           6.85e-02
                   2  35                                           4.26e-05
                   3  34                                           6.85e-02
                   3  35                                           4.69e-03
                   4  34                                           6.85e-02
                   4  35                                           4.95e-03
                   5  34                                           6.85e-02
                   5  35                                           1.20e-05
                   6  34                                           6.85e-02
                   6  35                                           9.66e-01
                   7  34                                           6.85e-02
                   7  35                                           3.56e+00
                   8  34                                           6.85e-02
                   8  35                                           5.81e-01
                   9  34                                           6.85e-02
                  11  34                                           6.16e-01
                  11  35                                           5.12e+00
    ;
 
Composite table:
    i_CensusDivision  i_NEMSYear    QBLK_QCLHM(i_CensusDivision,i_NEMSYear)
!   ----------------  ----------    ---------------------------------------
                   1  34                                               0.10
                   2  34                                               0.10
                   3  34                                               0.10
                   4  34                                               0.10
                   5  34                                               0.10
                   6  34                                               0.10
                   7  34                                               0.10
                   7  35                                              42.27
                   8  34                                               0.10
                   9  34                                               0.10
                  11  34                                               0.94
                  11  35                                              42.27
    ;
 
Composite table:
    i_CensusDivision  i_NEMSYear    QBLK_QNGHM(i_CensusDivision,i_NEMSYear)
!   ----------------  ----------    ---------------------------------------
                   1  34                                               0.11
                   2  34                                               0.11
                   2  35                                               0.11
                   3  34                                               0.11
                   3  35                                              12.35
                   4  34                                               0.11
                   4  35                                              13.02
                   5  34                                               0.11
                   5  35                                               0.03
                   6  34                                               0.11
                   6  35                                              24.90
                   7  34                                               0.11
                   7  35                                              68.51
                   8  34                                               0.11
                   8  35                                              22.70
                   9  34                                               0.11
                  11  34                                               0.97
                  11  35                                             141.62
    ;
 
Composite table:
    i_NEMSYear  i_CensusDivision    HMMBLK_HMGSPRD(i_NEMSYear,i_CensusDivision)
!   ----------  ----------------    -------------------------------------------
    34                         1                                           0.20
    34                         2                                           0.20
    34                         3                                           0.20
    34                         4                                           0.20
    34                         5                                           0.20
    34                         6                                           0.20
    34                         7                                           0.20
    34                         8                                           0.20
    34                         9                                           0.20
    34                        11                                           1.80
    35                         2                                           0.71
    35                         3                                          78.31
    35                         4                                          82.53
    35                         5                                           0.20
    35                         6                                          77.18
    35                         7                                         125.71
    35                         8                                          95.61
    35                        11                                         460.25
    ;
 
Composite table:
    i_NEMSYear  i_CensusDivision    HMMBLK_HMCLPRD(i_NEMSYear,i_CensusDivision)
!   ----------  ----------------    -------------------------------------------
    34                         1                                           0.20
    34                         2                                           0.20
    34                         3                                           0.20
    34                         4                                           0.20
    34                         5                                           0.20
    34                         6                                           0.20
    34                         7                                           0.20
    34                         8                                           0.20
    34                         9                                           0.20
    34                        11                                           1.80
    ;
 
Composite table:
    i_NEMSYear  i_CensusDivision    HMMBLK_HMBIPRD(i_NEMSYear,i_CensusDivision)
!   ----------  ----------------    -------------------------------------------
    ;
 
Composite table:
    i_NEMSYear  i_CensusDivision    HMMBLK_HMELPRD(i_NEMSYear,i_CensusDivision)
!   ----------  ----------------    -------------------------------------------
    34                         1                                           0.40
    34                         2                                           0.40
    34                         3                                           0.40
    34                         4                                           0.40
    34                         5                                           0.40
    34                         6                                           0.40
    34                         7                                           0.40
    34                         8                                           0.40
    34                         9                                           0.40
    34                        11                                           3.60
    ;
 
Composite table:
    M3  i_CensusDivision  i_NEMSYear    HMMBLK_CO2CAPFUEL(M3,i_CensusDivision,i_NEMSYear)
!   --  ----------------  ----------    -------------------------------------------------
    1                  1  34                                                       0.0054
    1                  2  34                                                       0.0054
    1                  3  34                                                       0.0054
    1                  4  34                                                       0.0054
    1                  5  34                                                       0.0054
    1                  6  34                                                       0.0054
    1                  7  34                                                       0.0054
    1                  7  35                                                       3.3919
    1                  8  34                                                       0.0054
    1                  9  34                                                       0.0054
    1                 11  34                                                       0.0490
    1                 11  35                                                       3.3919
    2                  1  34                                                       0.0037
    2                  2  34                                                       0.0037
    2                  3  34                                                       0.0037
    2                  4  34                                                       0.0037
    2                  5  34                                                       0.0037
    2                  6  34                                                       0.0037
    2                  6  35                                                       0.7144
    2                  7  34                                                       0.0037
    2                  7  35                                                       2.7601
    2                  8  34                                                       0.0037
    2                  8  35                                                       0.4274
    2                  9  34                                                       0.0037
    2                 11  34                                                       0.0332
    2                 11  35                                                       3.9019
    3                  1  34                                                       0.0011
    3                  2  34                                                       0.0011
    3                  3  34                                                       0.0011
    3                  4  34                                                       0.0011
    3                  5  34                                                       0.0011
    3                  6  34                                                       0.0011
    3                  7  34                                                       0.0011
    3                  7  35                                                       0.7222
    3                  8  34                                                       0.0011
    3                  9  34                                                       0.0011
    3                 11  34                                                       0.0103
    3                 11  35                                                       0.7222
    ;
 
Composite table:
    M50  i_CensusDivision  i_NEMSYear    HMMBLK_INVCST(M50,i_CensusDivision,i_NEMSYear)
!   ---  ----------------  ----------    ----------------------------------------------
    4                  11  34                                                      0.35
    ;
 
Composite table:
    M3  i_CensusDivision  i_NEMSYear    HMMBLK_CO2CAP_QTY(M3,i_CensusDivision,i_NEMSYear)
!   --  ----------------  ----------    -------------------------------------------------
    1                  1  34                                                         0.20
    1                  2  34                                                         0.20
    1                  3  34                                                         0.20
    1                  4  34                                                         0.20
    1                  5  34                                                         0.20
    1                  6  34                                                         0.20
    1                  7  34                                                         0.20
    1                  7  35                                                       123.90
    1                  8  34                                                         0.20
    1                  9  34                                                         0.20
    1                 11  34                                                         1.80
    1                 11  35                                                       123.90
    2                  1  34                                                         0.40
    2                  2  34                                                         0.40
    2                  3  34                                                         0.40
    2                  4  34                                                         0.40
    2                  5  34                                                         0.40
    2                  6  34                                                         0.40
    2                  6  35                                                        80.70
    2                  7  34                                                         0.40
    2                  7  35                                                       299.11
    2                  8  34                                                         0.40
    2                  8  35                                                        48.28
    2                  9  34                                                         0.40
    2                 11  34                                                         3.60
    2                 11  35                                                       428.08
    3                  1  34                                                         0.20
    3                  2  34                                                         0.20
    3                  3  34                                                         0.20
    3                  4  34                                                         0.20
    3                  5  34                                                         0.20
    3                  6  34                                                         0.20
    3                  7  34                                                         0.20
    3                  7  35                                                       125.90
    3                  8  34                                                         0.20
    3                  9  34                                                         0.20
    3                 11  34                                                         1.80
    3                 11  35                                                       125.90
    ;
 
