Composite table:
    i_MarketPriceCode  i_CensusDivision  i_NEMSYear    HMMBLK_PHMM(i_MarketPriceCode,i_CensusDivision,i_NEMSYear)
!   -----------------  ----------------  ----------    ----------------------------------------------------------
    PHTDM_LOC                         1  35                                                            8000000.00
    PHTDM_LOC                         2  35                                                                344.28
    PHTDM_LOC                         3  35                                                                344.28
    PHTDM_LOC                         4  35                                                                344.28
    PHTDM_LOC                         5  35                                                            8000000.00
    PHTDM_LOC                         6  35                                                                344.28
    PHTDM_LOC                         7  35                                                                344.28
    PHTDM_LOC                         8  35                                                                344.28
    PHTDM_LOC                         9  35                                                            8000000.00
    PHTDM_LOC                        10  35                                                                128.93
    PHTDM_CEN                         1  35                                                            8000000.00
    PHTDM_CEN                         2  35                                                                344.28
    PHTDM_CEN                         3  35                                                                344.28
    PHTDM_CEN                         4  35                                                                344.28
    PHTDM_CEN                         5  35                                                            8000000.00
    PHTDM_CEN                         6  35                                                                344.28
    PHTDM_CEN                         7  35                                                                344.28
    PHTDM_CEN                         8  35                                                                344.28
    PHTDM_CEN                         9  35                                                            8000000.00
    PHTDM_CEN                        10  35                                                                128.93
    PHCDM                             1  35                                                            8000000.00
    PHCDM                             2  35                                                                344.28
    PHCDM                             3  35                                                                344.28
    PHCDM                             4  35                                                                344.28
    PHCDM                             5  35                                                            8000000.00
    PHCDM                             6  35                                                                344.28
    PHCDM                             7  35                                                                344.28
    PHCDM                             8  35                                                                344.28
    PHCDM                             9  35                                                            8000000.00
    PHCDM                            10  35                                                                128.93
    PHEMM1                            1  35                                                            8000000.00
    PHEMM1                            2  35                                                                344.28
    PHEMM1                            3  35                                                                344.28
    PHEMM1                            4  35                                                                344.28
    PHEMM1                            5  35                                                            8000000.00
    PHEMM1                            6  35                                                                344.28
    PHEMM1                            7  35                                                                344.28
    PHEMM1                            8  35                                                                344.28
    PHEMM1                            9  35                                                            8000000.00
    PHEMM1                           10  35                                                                128.93
    PHEMM2                            1  35                                                            8000000.00
    PHEMM2                            2  35                                                                344.28
    PHEMM2                            3  35                                                                344.28
    PHEMM2                            4  35                                                                344.28
    PHEMM2                            5  35                                                            8000000.00
    PHEMM2                            6  35                                                                344.28
    PHEMM2                            7  35                                                                344.28
    PHEMM2                            8  35                                                                344.28
    PHEMM2                            9  35                                                            8000000.00
    PHEMM2                           10  35                                                                128.93
    PHEMM3                            1  35                                                            8000000.00
    PHEMM3                            2  35                                                                344.28
    PHEMM3                            3  35                                                                344.28
    PHEMM3                            4  35                                                                344.28
    PHEMM3                            5  35                                                            8000000.00
    PHEMM3                            6  35                                                                344.28
    PHEMM3                            7  35                                                                344.28
    PHEMM3                            8  35                                                                344.28
    PHEMM3                            9  35                                                            8000000.00
    PHEMM3                           10  35                                                                128.93
    PHNGMM                            1  35                                                            8000000.00
    PHNGMM                            2  35                                                                344.28
    PHNGMM                            3  35                                                                344.28
    PHNGMM                            4  35                                                                344.28
    PHNGMM                            5  35                                                            8000000.00
    PHNGMM                            6  35                                                                344.28
    PHNGMM                            7  35                                                                344.28
    PHNGMM                            8  35                                                                344.28
    PHNGMM                            9  35                                                            8000000.00
    PHNGMM                           10  35                                                                128.93
    PHIDM_LOC                         1  35                                                            8000000.00
    PHIDM_LOC                         2  35                                                                344.28
    PHIDM_LOC                         3  35                                                                344.28
    PHIDM_LOC                         4  35                                                                344.28
    PHIDM_LOC                         5  35                                                            8000000.00
    PHIDM_LOC                         6  35                                                                344.28
    PHIDM_LOC                         7  35                                                                344.28
    PHIDM_LOC                         8  35                                                                344.28
    PHIDM_LOC                         9  35                                                            8000000.00
    PHIDM_LOC                        10  35                                                                128.93
    PHIDM_CEN                         1  35                                                            8000000.00
    PHIDM_CEN                         2  35                                                                344.28
    PHIDM_CEN                         3  35                                                                344.28
    PHIDM_CEN                         4  35                                                                344.28
    PHIDM_CEN                         5  35                                                            8000000.00
    PHIDM_CEN                         6  35                                                                344.28
    PHIDM_CEN                         7  35                                                                344.28
    PHIDM_CEN                         8  35                                                                344.28
    PHIDM_CEN                         9  35                                                            8000000.00
    PHIDM_CEN                        10  35                                                                128.93
    PHLFMM                            1  35                                                            8000000.00
    PHLFMM                            2  35                                                                344.28
    PHLFMM                            3  35                                                                344.28
    PHLFMM                            4  35                                                                344.28
    PHLFMM                            5  35                                                            8000000.00
    PHLFMM                            6  35                                                                344.28
    PHLFMM                            7  35                                                                344.28
    PHLFMM                            8  35                                                                344.28
    PHLFMM                            9  35                                                            8000000.00
    PHLFMM                           10  35                                                                128.93
    ;
 
