Composite table:
    i_MarketPriceCode  i_CensusDivision  i_NEMSYear    HMMBLK_PHMM(i_MarketPriceCode,i_CensusDivision,i_NEMSYear)
!   -----------------  ----------------  ----------    ----------------------------------------------------------
    1                                 1  34                                                                 81.90
    1                                 1  35                                                                 81.90
    1                                 1  36                                                                 81.90
    1                                 1  37                                                                  7.68
    1                                 1  38                                                                  7.68
    1                                 1  39                                                                  7.69
    1                                 1  40                                                                  8.09
    1                                 1  41                                                                  7.70
    1                                 1  42                                                                  7.70
    1                                 1  43                                                                  7.71
    1                                 1  44                                                                  7.72
    1                                 1  45                                                                  7.72
    1                                 1  46                                                                  7.73
    1                                 1  47                                                                  7.73
    1                                 1  48                                                                  7.74
    1                                 1  49                                                                  7.75
    1                                 1  50                                                                  7.75
    1                                 1  51                                                                  7.76
    1                                 1  52                                                                  7.77
    1                                 1  53                                                                  7.78
    1                                 1  54                                                                  7.78
    1                                 1  55                                                                  7.79
    1                                 1  56                                                                  7.80
    1                                 1  57                                                                  7.81
    1                                 1  58                                                                  7.82
    1                                 1  59                                                                  7.82
    1                                 1  60                                                                  7.83
    1                                 1  61                                                                 19.54
    1                                 2  34                                                                 81.90
    1                                 2  35                                                                  7.66
    1                                 2  36                                                                  7.67
    1                                 2  37                                                                  7.68
    1                                 2  38                                                                  7.68
    1                                 2  39                                                                  7.69
    1                                 2  40                                                                  7.69
    1                                 2  41                                                                  7.70
    1                                 2  42                                                                  7.70
    1                                 2  43                                                                  7.71
    1                                 2  44                                                                  7.72
    1                                 2  45                                                                  7.72
    1                                 2  46                                                                  7.73
    1                                 2  47                                                                  7.73
    1                                 2  48                                                                  7.74
    1                                 2  49                                                                  7.75
    1                                 2  50                                                                  7.75
    1                                 2  51                                                                  7.76
    1                                 2  52                                                                  7.77
    1                                 2  53                                                                  7.78
    1                                 2  54                                                                  7.78
    1                                 2  55                                                                  7.79
    1                                 2  56                                                                  7.80
    1                                 2  57                                                                  7.81
    1                                 2  58                                                                  7.82
    1                                 2  59                                                                  7.82
    1                                 2  60                                                                  7.83
    1                                 2  61                                                                 18.86
    1                                 3  34                                                                 81.90
    1                                 3  35                                                                 81.90
    1                                 3  36                                                                  7.67
    1                                 3  37                                                                  7.68
    1                                 3  38                                                                  7.68
    1                                 3  39                                                                  7.69
    1                                 3  40                                                                  7.69
    1                                 3  41                                                                  7.70
    1                                 3  42                                                                  7.70
    1                                 3  43                                                                  7.71
    1                                 3  44                                                                  7.72
    1                                 3  45                                                                  7.72
    1                                 3  46                                                                  7.73
    1                                 3  47                                                                  7.73
    1                                 3  48                                                                  7.74
    1                                 3  49                                                                  7.75
    1                                 3  50                                                                  7.75
    1                                 3  51                                                                  7.76
    1                                 3  52                                                                  7.77
    1                                 3  53                                                                  7.78
    1                                 3  54                                                                  7.78
    1                                 3  55                                                                  7.79
    1                                 3  56                                                                  7.80
    1                                 3  57                                                                  7.81
    1                                 3  58                                                                  7.82
    1                                 3  59                                                                  7.82
    1                                 3  60                                                                  7.83
    1                                 3  61                                                                 18.86
    1                                 4  34                                                                 81.90
    1                                 4  35                                                                 81.90
    1                                 4  36                                                                  7.67
    1                                 4  37                                                                  7.68
    1                                 4  38                                                                  7.68
    1                                 4  39                                                                  7.69
    1                                 4  40                                                                  7.69
    1                                 4  41                                                                  7.70
    1                                 4  42                                                                  7.70
    1                                 4  43                                                                  7.71
    1                                 4  44                                                                  7.72
    1                                 4  45                                                                  7.72
    1                                 4  46                                                                  7.73
    1                                 4  47                                                                  7.73
    1                                 4  48                                                                  7.74
    1                                 4  49                                                                  7.75
    1                                 4  50                                                                  7.75
    1                                 4  51                                                                  7.76
    1                                 4  52                                                                  7.77
